GDAY_DS,T_ID,P_ID,TB_SC,INN2,PA-AB,H1,H2,H3,HR,SB_SR,WP,ER,ERA,BABIP,KK9,BB9
20160619,KT,65056,B,4,0,3,1,0,2,0.0,0,4,27.0,0.6666666666666666,13.5,0.0
20160619,KT,65058,B,8,1,4,0,0,0,0.0,0,0,0.0,0.3333333333333333,3.375,3.375
20160619,KT,65067,B,3,1,1,0,0,0,0.0,0,1,9.0,0.5,9.0,9.0
20160619,KT,66032,B,6,3,5,1,0,1,0.0,0,5,22.5,0.6666666666666666,9.0,13.5
20160619,NC,66960,T,0,3,1,0,0,0,0.0,0,3,0.0,1.0,0.0,0.0
20160619,KT,75149,B,0,2,0,0,0,2,0.0,0,3,0.0,0.0,0.0,0.0
20160619,NC,75852,T,5,0,2,0,0,0,0.0,0,0,0.0,0.2857142857142857,0.0,0.0
20160619,NC,76118,T,7,0,1,2,0,1,0.0,0,2,7.7142857142857135,0.375,3.8571428571428568,0.0
20160619,NC,78366,T,3,1,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,9.0
20160619,SS,61411,B,3,1,0,0,0,0,1.0,0,0,0.0,0.0,9.0,9.0
20160619,SS,72463,B,6,1,0,0,0,0,0.0,0,0,0.0,0.0,18.0,4.5
20160619,OB,73241,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160619,OB,76329,T,3,0,1,0,0,0,0.0,1,0,0.0,0.3333333333333333,18.0,0.0
20160619,SS,77446,B,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0.0
20160619,OB,79229,T,22,3,5,2,0,1,0.0,0,1,1.2272727272727273,0.2916666666666667,3.6818181818181817,3.6818181818181817
20160619,SS,79440,B,18,3,4,0,0,0,1.0,1,2,3.0,0.2222222222222222,6.0,4.5
20160619,SK,60841,T,7,4,3,2,0,0,1.0,0,6,23.142857142857142,0.5,3.8571428571428568,15.428571428571427
20160619,SK,61557,T,2,0,0,2,0,1,0.0,0,2,27.0,0.5,0.0,0.0
20160619,SK,62056,T,5,2,0,0,0,0,0.0,1,0,0.0,0.0,10.8,10.8
20160619,LT,62655,B,5,0,0,0,0,0,0.0,0,0,0.0,0.0,5.4,0.0
20160619,LT,64021,B,16,3,3,0,0,1,0.0,0,2,3.375,0.21428571428571427,6.75,5.0625
20160619,SK,66859,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160619,LT,72551,B,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160619,LT,72862,B,3,0,1,0,0,1,0.0,0,1,9.0,0.3333333333333333,9.0,0.0
20160619,SK,73248,T,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160619,SK,75250,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160619,SK,75340,T,3,1,0,2,0,0,0.0,0,2,18.0,0.4,0.0,9.0
20160619,WO,65320,T,8,1,3,1,0,1,1.0,0,3,10.125,0.3333333333333333,0.0,3.375
20160619,WO,65368,T,6,1,0,0,1,0,0.0,0,1,4.5,0.16666666666666666,0.0,4.5
20160619,WO,72749,T,3,1,0,2,0,0,0.0,0,2,18.0,0.5,9.0,9.0
20160619,HH,74167,B,6,1,1,2,0,0,1.0,0,3,13.5,0.5,13.5,4.5
20160619,WO,74359,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160619,WO,75342,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160619,WO,76430,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160619,HH,77452,B,3,1,1,0,0,1,0.0,0,1,9.0,0.25,0.0,9.0
20160619,HH,78760,B,6,1,0,0,0,0,0.0,0,0,0.0,0.0,4.5,4.5
20160619,HH,79764,B,3,2,4,0,0,0,1.0,0,5,45.0,0.5714285714285714,0.0,18.0
20160619,HH,99314,B,6,0,2,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160619,HH,99737,B,3,1,2,0,0,0,0.0,0,2,18.0,0.5,0.0,9.0
20160621,NC,62929,B,14,2,3,1,0,2,0.0,1,5,9.642857142857142,0.25,3.8571428571428568,1.9285714285714284
20160621,NC,62966,B,3,2,0,0,0,0,0.0,0,0,0.0,0.0,9.0,18.0
20160621,HH,72447,T,6,2,0,0,0,0,0.0,0,0,0.0,0.0,4.5,9.0
20160621,HH,73801,T,19,3,3,0,0,1,1.0,0,2,2.8421052631578947,0.1875,8.526315789473683,2.8421052631578947
20160621,HH,74731,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160621,NC,75852,B,3,1,2,0,0,0,1.0,0,1,9.0,0.5,0.0,9.0
20160621,NC,75867,B,3,0,1,1,1,0,0.0,0,2,18.0,0.75,18.0,0.0
20160621,NC,76118,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
20160621,OB,61214,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160621,OB,61215,B,3,0,0,1,0,1,0.0,0,1,9.0,0.25,0.0,0.0
20160621,OB,61240,B,18,0,0,0,0,0,0.0,0,0,0.0,0.0,10.5,0.0
20160621,KT,65058,T,3,1,1,1,0,0,0.0,0,1,9.0,0.6666666666666666,9.0,9.0
20160621,KT,77318,T,9,3,7,0,0,0,0.0,1,4,12.0,0.5,6.0,9.0
20160621,KT,77563,T,12,2,4,0,0,3,1.0,0,6,13.5,0.2857142857142857,6.75,2.25
20160621,OB,79349,B,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160621,LG,61891,T,4,0,2,0,0,0,0.0,0,0,0.0,0.4,6.75,0.0
20160621,SK,62869,B,9,1,4,2,0,0,0.0,0,4,12.0,0.5,12.0,3.0
20160621,LG,63111,T,12,4,3,0,0,2,1.0,0,4,9.0,0.23076923076923078,4.5,9.0
20160621,SK,66859,B,8,1,3,0,0,0,0.0,0,1,3.375,0.42857142857142855,10.125,0.0
20160621,LG,70839,T,4,1,0,0,0,0,0.0,0,0,0.0,0.0,6.75,6.75
20160621,SK,71845,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
20160621,SK,75250,B,2,0,1,1,0,0,0.0,0,1,13.5,0.6666666666666666,13.5,0.0
20160621,SK,75340,B,4,0,0,0,0,1,0.0,0,1,6.75,0.0,6.75,0.0
20160621,LG,76650,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160621,LG,77147,T,4,1,0,0,0,0,1.0,0,0,0.0,0.0,13.5,6.75
20160621,LG,79140,T,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
20160621,LT,60559,T,2,0,3,1,0,0,0.0,0,2,27.0,0.8,13.5,0.0
20160621,HT,60636,B,2,2,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,13.5
20160621,HT,61643,B,6,0,2,0,0,0,1.0,1,1,4.5,0.4,13.5,0.0
20160621,HT,61666,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
20160621,LT,62655,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160621,LT,63512,T,4,3,4,0,0,0,0.0,1,5,33.75,0.5,0.0,20.25
20160621,LT,63935,T,7,3,0,1,0,0,0.0,0,1,3.8571428571428568,0.14285714285714285,3.8571428571428568,11.571428571428571
20160621,HT,70142,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160621,LT,72535,T,1,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,27.0
20160621,LT,72551,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
20160621,LT,73226,T,5,0,3,1,0,0,0.0,0,1,5.3999999999999995,0.5,0.0,0.0
20160621,HT,73632,B,6,1,4,0,0,1,0.0,0,5,22.5,0.5,9.0,4.5
20160621,HT,97336,B,6,0,0,1,0,0,0.0,0,0,0.0,0.5,22.5,0.0
20160621,SS,61365,T,1,1,0,0,0,0,1.0,0,1,27.0,0.0,0.0,27.0
20160621,WO,65343,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160621,WO,65348,B,15,1,4,1,0,1,0.0,0,3,5.4,0.25,0.0,1.8
20160621,SS,66493,T,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160621,WO,74359,B,1,1,2,0,0,0,0.0,0,3,81.0,1.0,27.0,27.0
20160621,SS,74630,T,1,0,2,0,0,0,1.0,0,1,27.0,0.6666666666666666,0.0,0.0
20160621,WO,75342,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160621,WO,76350,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160621,SS,76355,T,12,1,9,1,1,0,0.6,0,3,6.75,0.6470588235294118,11.25,2.25
20160621,WO,76430,B,2,0,1,0,0,1,0.0,0,1,13.5,0.5,0.0,0.0
20160621,SS,77446,T,0,1,0,0,1,0,0.0,0,2,0.0,1.0,0.0,0.0
20160621,SS,79791,T,5,1,1,1,0,0,0.0,0,2,10.799999999999999,0.2857142857142857,0.0,5.4
20160621,SS,99445,T,2,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,0.0
20160622,LG,60146,T,3,0,2,1,0,1,0.0,0,3,27.0,0.6,9.0,0.0
20160622,LG,60181,T,4,1,0,1,0,0,1.0,0,0,0.0,0.25,6.75,6.75
20160622,SK,60845,B,3,0,1,0,0,0,0.0,0,0,0.0,0.5,18.0,0.0
20160622,LG,73117,T,10,1,4,2,0,2,0.0,0,7,18.9,0.42857142857142855,5.4,2.7
20160622,SK,74838,B,21,2,4,0,0,0,0.0,1,0,0.0,0.16666666666666666,1.2857142857142856,2.571428571428571
20160622,SK,75340,B,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160622,LG,79140,T,7,0,0,0,0,0,0.0,0,0,0.0,0.0,3.8571428571428568,0.0
20160622,LT,60559,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160622,HT,60636,B,3,1,3,0,0,0,0.0,0,2,18.0,0.6,18.0,9.0
20160622,HT,63638,B,10,0,4,4,0,0,0.0,0,5,13.5,0.47058823529411764,2.7,0.0
20160622,LT,64764,T,3,0,1,1,0,0,0.0,0,1,9.0,0.5,9.0,0.0
20160622,HT,66609,B,2,3,3,1,0,0,0.0,0,3,40.5,1.0,13.5,27.0
20160622,HT,66659,B,6,2,3,2,0,0,0.0,0,4,18.0,0.5,0.0,4.5
20160622,LT,72535,T,3,0,2,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
20160622,LT,72551,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160622,LT,73211,T,15,2,1,3,0,0,0.0,2,3,5.4,0.25,7.2,3.6
20160622,HT,75668,B,6,2,4,2,0,0,0.0,0,4,18.0,0.5454545454545454,4.5,9.0
20160622,WO,62937,B,21,1,1,2,0,0,0.0,0,0,0.0,0.16666666666666666,7.7142857142857135,1.2857142857142856
20160622,SS,66493,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160622,SS,74454,T,21,1,6,2,0,2,0.5,0,4,5.142857142857143,0.32,1.2857142857142856,0.0
20160622,WO,75342,B,3,1,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,0.0,9.0
20160622,WO,76350,B,3,0,1,1,0,0,0.0,0,1,9.0,0.6666666666666666,18.0,0.0
20160623,HH,60768,T,5,1,4,1,0,0,0.0,1,3,16.2,0.5555555555555556,10.8,0.0
20160623,NC,62966,B,4,1,1,0,0,0,0.0,0,0,0.0,0.2,0.0,6.75
20160623,NC,65931,B,18,1,6,1,0,0,0.0,0,2,3.0,0.3888888888888889,7.5,1.5
20160623,HH,72447,T,8,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6.75
20160623,HH,74167,T,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160623,HH,74731,T,3,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160623,HH,74857,T,7,1,1,0,0,0,0.0,0,0,0.0,0.14285714285714285,3.8571428571428568,3.8571428571428568
20160623,NC,75867,B,2,1,0,1,0,0,0.0,0,1,13.5,0.5,0.0,0.0
20160623,NC,76118,B,6,0,0,0,0,0,0.0,0,0,0.0,0.0,22.5,0.0
20160623,NC,78352,B,6,1,1,0,0,0,1.0,0,0,0.0,0.16666666666666666,4.5,4.5
20160623,HH,79764,T,4,2,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,13.5,13.5
20160623,HH,99737,T,9,0,0,0,0,0,0.0,0,0,0.0,0.0,15.0,0.0
20160623,OB,62242,B,3,1,1,2,0,0,0.0,1,2,18.0,0.5,0.0,9.0
20160623,KT,64017,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160623,KT,65060,T,17,1,6,3,0,0,0.0,0,3,4.764705882352941,0.391304347826087,1.588235294117647,1.588235294117647
20160623,KT,65062,T,5,0,3,1,0,0,0.0,0,1,5.3999999999999995,0.5714285714285714,5.4,0.0
20160623,KT,65067,T,3,0,2,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
20160623,OB,66226,B,21,6,3,0,1,0,0.0,0,4,5.142857142857143,0.2222222222222222,6.428571428571428,6.428571428571428
20160623,KT,75149,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160623,OB,78257,B,0,1,1,0,0,0,0.0,1,2,0.0,1.0,0.0,0.0
20160623,OB,79349,B,3,1,1,1,0,0,0.0,0,1,9.0,0.6666666666666666,18.0,9.0
20160623,LG,60146,T,13,3,3,2,0,0,0.0,1,1,2.076923076923077,0.3333333333333333,4.153846153846154,6.230769230769231
20160623,LG,66154,T,11,6,4,0,0,2,0.0,2,3,7.363636363636364,0.2222222222222222,0.0,14.727272727272727
20160623,SK,77829,B,27,3,4,2,0,0,0.0,0,2,2.0,0.3,13.0,3.0
20160623,HT,61643,B,3,0,0,1,0,0,0.0,1,0,0.0,0.25,0.0,0.0
20160623,LT,62655,T,1,1,0,1,0,0,0.0,0,0,0.0,0.5,27.0,27.0
20160623,LT,65543,T,21,1,4,3,1,0,0.0,0,5,6.428571428571429,0.36363636363636365,6.428571428571428,1.2857142857142856
20160623,HT,70142,B,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160623,LT,72535,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160623,HT,77637,B,21,0,2,1,0,1,0.0,0,2,2.5714285714285716,0.2,11.571428571428571,0.0
20160623,WO,60339,B,3,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160623,SS,61411,T,5,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5.4
20160623,WO,65331,B,18,4,6,2,0,0,1.0,1,3,4.5,0.42105263157894735,9.0,3.0
20160623,WO,65368,B,6,2,1,1,0,0,0.0,1,1,4.5,0.2857142857142857,4.5,9.0
20160623,SS,72463,T,6,2,1,0,0,0,1.0,0,0,0.0,0.14285714285714285,0.0,9.0
20160623,SS,76461,T,16,2,0,2,0,0,0.0,0,0,0.0,0.13333333333333333,5.0625,3.375
20160624,NC,61323,B,15,8,2,1,0,0,1.0,0,1,1.8,0.2727272727272727,9.0,12.6
20160624,HT,61666,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
20160624,NC,62966,B,5,0,0,1,0,0,0.0,0,1,5.3999999999999995,0.25,10.8,0.0
20160624,NC,63950,B,3,0,3,0,0,0,0.0,2,2,18.0,0.5,0.0,0.0
20160624,HT,66643,T,21,4,5,1,0,0,0.0,0,2,2.5714285714285716,0.3333333333333333,10.285714285714285,2.571428571428571
20160624,HT,70142,T,3,1,0,1,0,0,0.0,0,0,0.0,0.5,18.0,9.0
20160624,NC,75867,B,4,1,0,0,0,1,0.0,0,1,6.75,0.0,6.75,6.75
20160624,KT,64017,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160624,KT,65057,T,7,1,0,0,0,0,0.0,0,0,0.0,0.0,7.7142857142857135,3.8571428571428568
20160624,KT,65062,T,3,0,0,1,0,0,0.0,0,0,0.0,0.5,18.0,0.0
20160624,KT,67845,T,16,6,4,0,0,0,1.0,0,2,3.375,0.26666666666666666,5.0625,8.4375
20160624,SS,72463,B,3,0,2,0,0,1,1.0,0,2,18.0,0.6666666666666666,18.0,0.0
20160624,SS,76455,B,21,5,5,0,0,0,0.0,1,3,3.857142857142857,0.25,6.428571428571428,5.142857142857142
20160624,SS,77446,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160624,LT,62655,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160624,LT,65546,T,18,2,2,1,0,1,0.0,0,1,1.5,0.2727272727272727,10.5,3.0
20160624,LT,72535,T,2,0,1,0,0,0,0.0,0,1,13.5,0.3333333333333333,0.0,0.0
20160624,LT,72862,T,7,0,2,0,0,0,0.0,0,0,0.0,0.3333333333333333,11.571428571428571,0.0
20160624,HH,73750,B,18,2,3,1,0,1,0.0,0,1,1.5,0.23529411764705882,4.5,1.5
20160624,HH,74167,B,3,0,3,0,0,0,0.0,0,1,9.0,0.6,9.0,0.0
20160624,HH,74731,B,2,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
20160624,HH,74857,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
20160624,HH,99314,B,3,1,3,0,0,0,0.0,0,2,18.0,0.6,0.0,9.0
20160624,SK,65856,B,24,1,9,0,0,0,0.0,1,1,1.125,0.32142857142857145,5.625,1.125
20160624,SK,76858,B,3,0,1,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
20160624,OB,79349,T,4,1,1,0,0,0,1.0,0,0,0.0,0.5,13.5,6.75
20160624,OB,79535,T,20,2,5,1,1,1,0.0,0,5,6.75,0.3181818181818182,5.4,1.35
20160624,LG,61891,B,3,0,1,0,0,0,0.0,0,0,0.0,0.5,18.0,0.0
20160624,WO,65343,T,6,0,2,0,0,1,0.0,0,1,4.5,0.3333333333333333,9.0,0.0
20160624,LG,71118,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
20160624,WO,72749,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160624,LG,74139,B,12,4,3,0,0,2,0.0,0,6,13.5,0.2,0.0,9.0
20160624,WO,75258,T,9,1,6,0,0,0,0.0,0,2,6.0,0.42857142857142855,3.0,3.0
20160624,WO,75342,T,2,0,2,0,0,0,0.0,0,2,27.0,0.5,0.0,0.0
20160624,WO,76350,T,1,0,0,0,0,1,0.0,0,1,27.0,0.0,0.0,0.0
20160624,WO,76430,T,3,0,3,0,1,0,1.0,0,3,27.0,0.5714285714285714,0.0,0.0
20160624,LG,76650,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160624,LG,79140,B,4,2,0,1,0,0,0.0,1,1,6.75,0.25,0.0,6.75
20160625,NC,60263,B,16,5,3,1,0,0,1.0,1,3,5.0625,0.3333333333333333,11.8125,8.4375
20160625,HT,60634,T,0,2,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
20160625,HT,66628,T,21,0,2,0,0,0,0.0,0,0,0.0,0.14285714285714285,12.857142857142856,0.0
20160625,HT,75668,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160625,NC,75852,B,3,1,2,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,9.0
20160625,NC,76118,B,2,1,2,0,0,0,0.0,0,2,27.0,0.5,13.5,13.5
20160625,NC,78366,B,6,2,1,0,0,1,0.0,0,1,4.5,0.2,9.0,9.0
20160625,HT,97336,T,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160625,KT,60264,T,12,1,4,2,0,2,0.0,0,6,13.5,0.4,6.75,2.25
20160625,SS,61365,B,5,0,2,0,0,0,1.0,0,0,0.0,0.2857142857142857,0.0,0.0
20160625,SS,61411,B,6,1,3,0,0,1,1.0,0,1,4.5,0.375,9.0,4.5
20160625,KT,64017,T,8,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3.375
20160625,KT,65048,T,1,1,1,0,0,0,0.0,0,1,27.0,1.0,27.0,27.0
20160625,KT,65056,T,3,1,1,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
20160625,KT,65067,T,3,0,1,1,0,0,0.0,0,1,9.0,0.6666666666666666,9.0,0.0
20160625,SS,66493,B,1,1,2,0,0,1,0.0,0,4,108.0,1.0,27.0,27.0
20160625,SS,74630,B,0,1,1,0,0,0,0.0,0,1,0.0,1.0,0.0,0.0
20160625,KT,75149,T,3,1,1,1,0,0,0.0,0,0,0.0,0.4,0.0,9.0
20160625,SS,77446,B,4,0,2,1,0,0,0.0,0,1,6.75,0.6,13.5,0.0
20160625,SS,79440,B,11,3,6,0,0,0,0.0,1,4,9.818181818181818,0.375,2.4545454545454546,7.363636363636363
20160625,SS,79791,B,1,1,0,0,0,0,1.0,0,0,0.0,0.0,0.0,27.0
20160625,SS,99445,B,2,0,0,0,0,1,0.0,0,1,13.5,0.0,0.0,0.0
20160625,LT,60559,T,7,1,3,0,0,0,0.0,0,1,3.8571428571428568,0.3333333333333333,3.8571428571428568,3.8571428571428568
20160625,LT,63935,T,4,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,6.75
20160625,LT,64021,T,9,3,2,1,1,3,0.0,1,5,15.0,0.5714285714285714,15.0,9.0
20160625,LT,64764,T,3,0,3,1,0,0,0.0,0,2,18.0,0.6666666666666666,9.0,0.0
20160625,HH,66750,B,21,3,3,0,0,1,1.0,0,1,1.2857142857142858,0.15,3.8571428571428568,3.8571428571428568
20160625,HH,72447,B,5,1,1,0,0,0,0.0,0,0,0.0,0.16666666666666666,0.0,5.4
20160625,LT,73226,T,1,1,0,1,0,0,1.0,0,0,0.0,0.5,0.0,27.0
20160625,HH,74731,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160625,SK,60841,B,17,5,4,0,0,1,1.0,0,3,4.764705882352941,0.25,7.9411764705882355,6.352941176470588
20160625,OB,61215,T,13,2,3,1,0,1,0.0,1,2,4.153846153846154,0.26666666666666666,4.153846153846154,4.153846153846154
20160625,SK,62056,B,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160625,OB,62242,T,1,1,1,0,0,0,0.0,0,0,0.0,0.5,0.0,27.0
20160625,SK,66859,B,3,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,9.0,0.0
20160625,SK,71845,B,1,0,0,0,0,1,0.0,0,1,27.0,0.0,27.0,0.0
20160625,OB,73241,T,3,0,0,0,0,1,0.0,0,1,9.0,0.0,27.0,0.0
20160625,SK,75340,B,3,2,0,0,0,0,1.0,0,0,0.0,0.0,9.0,9.0
20160625,OB,76329,T,3,2,2,0,0,0,0.0,0,2,18.0,0.5,9.0,18.0
20160625,OB,78257,T,7,0,0,1,0,0,0.0,0,0,0.0,0.16666666666666666,7.7142857142857135,0.0
20160625,LG,60181,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160625,WO,60339,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160625,LG,61891,B,2,2,3,1,0,0,0.0,0,2,27.0,0.8,0.0,27.0
20160625,LG,62698,B,21,3,6,0,0,1,1.0,0,4,5.142857142857143,0.3157894736842105,5.142857142857142,3.8571428571428568
20160625,WO,65320,T,18,2,8,1,0,0,0.5,0,4,6.0,0.391304347826087,4.5,3.0
20160625,LG,70839,B,3,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
20160625,LG,71118,B,1,0,1,1,0,0,1.0,0,0,0.0,1.0,27.0,0.0
20160625,WO,72749,T,1,0,0,0,0,1,0.0,0,1,27.0,0.0,0.0,0.0
20160625,WO,74359,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160625,WO,76350,T,3,2,2,0,0,0,0.0,1,1,9.0,1.0,18.0,9.0
20160625,WO,76430,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
20160625,LG,76650,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
20160625,LG,77147,B,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160626,HT,60636,T,5,1,0,0,0,0,0.0,0,0,0.0,0.0,21.6,5.4
20160626,HT,61643,T,8,3,2,0,0,0,0.0,0,0,0.0,0.2222222222222222,0.0,10.125
20160626,HT,61666,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
20160626,NC,62966,B,2,2,0,1,0,0,0.0,1,2,27.0,0.3333333333333333,0.0,27.0
20160626,NC,63950,B,2,3,1,3,0,1,0.0,1,8,108.0,0.8,13.5,40.5
20160626,HT,66609,T,4,1,6,0,0,0,0.0,0,2,13.5,0.6666666666666666,6.75,6.75
20160626,NC,66928,B,6,0,1,0,1,0,0.0,0,1,4.5,0.3333333333333333,9.0,0.0
20160626,NC,66960,B,13,5,3,2,0,1,1.0,0,4,8.307692307692308,0.38461538461538464,6.230769230769231,8.307692307692308
20160626,HT,73632,T,2,0,4,0,0,0,0.0,0,2,27.0,0.6666666666666666,0.0,0.0
20160626,HT,75668,T,5,0,1,0,0,0,0.0,0,0,0.0,0.25,10.8,0.0
20160626,NC,79657,B,4,1,1,1,0,0,0.0,0,0,0.0,0.6666666666666666,20.25,6.75
20160626,KT,60848,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160626,SS,61365,B,5,0,1,0,0,2,0.0,0,2,10.799999999999999,0.16666666666666666,0.0,0.0
20160626,SS,61411,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160626,KT,65056,T,2,1,0,0,1,0,0.0,0,1,13.5,0.3333333333333333,0.0,13.5
20160626,KT,65057,T,4,0,1,0,0,1,0.0,0,1,6.75,0.2,0.0,0.0
20160626,KT,65058,T,9,1,2,0,0,0,0.0,1,1,3.0,0.3333333333333333,15.0,3.0
20160626,KT,66032,T,6,2,4,0,0,1,0.0,0,8,36.0,0.5714285714285714,18.0,9.0
20160626,SS,72463,B,6,4,2,1,0,0,1.0,0,3,13.5,0.6,22.5,18.0
20160626,SS,76355,B,6,0,1,0,0,1,0.0,0,1,4.5,0.2,9.0,0.0
20160626,SS,77927,B,9,0,2,0,0,1,0.0,0,2,6.0,0.18181818181818182,0.0,0.0
20160626,LT,62655,T,4,1,3,1,0,0,0.0,0,2,13.5,0.5,0.0,0.0
20160626,LT,63512,T,15,0,2,1,0,1,0.0,0,1,1.8,0.2727272727272727,12.6,0.0
20160626,LT,63935,T,3,0,2,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
20160626,LT,72535,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
20160626,LT,72551,T,3,0,1,1,0,0,0.0,0,1,9.0,0.6666666666666666,18.0,0.0
20160626,HH,73801,B,3,2,0,0,0,1,0.0,0,3,27.0,0.0,18.0,18.0
20160626,HH,74167,B,7,1,7,2,0,0,1.0,0,5,19.285714285714285,0.6923076923076923,11.571428571428571,3.8571428571428568
20160626,HH,78760,B,14,0,2,2,0,0,0.0,0,1,1.9285714285714284,0.2857142857142857,7.7142857142857135,0.0
20160626,HH,99314,B,3,1,1,0,0,0,0.0,0,1,9.0,0.25,0.0,9.0
20160626,SK,60845,B,6,2,1,0,0,0,1.0,0,0,0.0,0.25,13.5,9.0
