GDAY_DS,T_ID,P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial,BABIP
20160601,HT,63634,T,0,0,0,0,0,0,0,0.0,0,0.0
20160601,HT,63722,T,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160601,HT,64610,T,0,5,1,1,1,0,1,0.2,0,0.25
20160601,HT,64699,T,0,4,1,2,2,0,0,0.5,0,0.5
20160601,LG,65103,B,0,4,1,0,2,0,0,0.5,0,0.5
20160601,HT,65653,T,2,3,0,0,0,0,0,0.0,0,0.0
20160601,HT,66657,T,0,4,1,0,0,0,1,0.0,1,0.0
20160601,HT,70410,T,0,4,1,0,2,0,0,0.5,1,0.5
20160601,HT,70756,T,1,3,0,2,3,0,0,1.0,0,1.0
20160601,LG,72133,B,1,4,0,0,1,0,0,0.25,0,0.25
20160601,LG,72456,B,0,1,0,0,0,0,1,0.0,0,0.0
20160601,HT,73606,T,0,4,0,0,0,0,0,0.0,0,0.0
20160601,LG,73824,B,0,1,0,0,0,0,0,0.0,0,0.0
20160601,HT,74605,T,0,1,0,0,0,0,1,0.0,0,0.0
20160601,LG,74823,B,0,5,0,0,2,0,0,0.4,0,0.4
20160601,LG,76100,B,0,4,0,0,1,0,3,0.25,0,1.0
20160601,LG,78217,B,0,3,0,0,0,0,0,0.0,1,0.0
20160601,HT,78629,T,2,2,1,0,0,0,0,0.0,0,0.0
20160601,LG,79109,B,1,3,0,0,0,1,1,0.0,0,0.0
20160601,LG,79113,B,0,1,0,0,0,0,1,0.0,0,0.0
20160601,LG,79150,B,0,4,0,1,0,0,2,0.0,0,0.0
20160601,LG,79192,B,2,2,0,0,2,0,0,1.0,0,1.0
20160601,KT,60496,T,1,2,0,0,0,1,0,0.0,0,0.0
20160601,LT,60523,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160601,KT,62265,T,0,1,0,0,0,0,1,0.0,0,0.0
20160601,LT,62559,B,2,2,0,0,1,0,1,0.5,0,1.0
20160601,KT,64006,T,0,2,0,0,0,0,0,0.0,0,0.0
20160601,KT,64166,T,0,2,0,0,1,0,1,0.5,0,1.0
20160601,KT,65005,T,0,4,0,0,0,0,0,0.0,0,0.0
20160601,LT,65523,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160601,KT,70553,T,1,0,0,0,0,0,0,0.0,0,0.0
20160601,KT,70646,T,1,3,0,0,0,0,0,0.0,0,0.0
20160601,LT,71552,B,3,1,0,1,0,1,0,0.0,0,0.0
20160601,LT,72546,B,0,3,0,0,0,0,1,0.0,0,0.0
20160601,KT,73113,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160601,KT,73153,T,1,3,0,0,1,1,1,0.3333333333333333,0,0.5
20160601,LT,74540,B,0,4,0,0,0,0,3,0.0,0,0.0
20160601,LT,76313,B,1,3,0,0,1,0,0,0.3333333333333333,1,0.3333333333333333
20160601,LT,76435,B,0,1,0,0,0,0,1,0.0,0,0.0
20160601,LT,76509,B,1,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160601,LT,77532,B,0,4,1,0,3,0,1,0.75,1,1.0
20160601,KT,78361,T,1,1,0,0,0,0,1,0.0,0,0.0
20160601,LT,78850,B,0,0,0,0,0,0,0,0.0,0,0.0
20160601,KT,78892,T,1,1,0,0,0,0,0,0.0,0,0.0
20160601,KT,79364,T,0,0,0,0,0,0,0,0.0,0,0.0
20160601,KT,79453,T,0,4,0,0,1,0,0,0.25,0,0.25
20160601,KT,99810,T,0,1,0,0,0,0,1,0.0,0,0.0
20160601,NC,62016,B,0,3,1,0,0,0,0,0.0,0,0.0
20160601,NC,62908,B,0,0,1,0,0,0,0,0.0,0,0.0
20160601,NC,62934,B,0,0,0,0,0,0,0,0.0,0,0.0
20160601,NC,62947,B,1,3,1,0,1,0,1,0.3333333333333333,0,0.5
20160601,NC,63920,B,1,0,0,0,0,0,0,0.0,0,0.0
20160601,NC,64914,B,0,4,1,1,1,0,0,0.25,0,0.25
20160601,OB,66244,T,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160601,NC,73213,B,0,4,0,0,1,0,0,0.25,0,0.25
20160601,NC,73306,B,0,4,0,0,0,0,1,0.0,0,0.0
20160601,NC,73339,B,1,4,0,0,0,0,0,0.0,0,0.0
20160601,OB,74206,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160601,NC,74465,B,0,4,1,3,3,0,0,0.75,0,0.75
20160601,OB,75334,T,1,3,1,1,2,0,0,0.6666666666666666,0,0.5
20160601,NC,75441,B,0,0,0,0,0,0,0,0.0,0,0.0
20160601,OB,76232,T,0,4,0,0,0,0,0,0.0,0,0.0
20160601,OB,76249,T,0,4,0,0,0,0,1,0.0,0,0.0
20160601,OB,77248,T,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160601,NC,78122,B,0,4,0,0,0,0,0,0.0,0,0.0
20160601,OB,78224,T,1,3,0,0,1,0,2,0.3333333333333333,0,1.0
20160601,OB,79231,T,1,3,0,0,0,0,1,0.0,0,0.0
20160601,OB,79240,T,0,4,0,0,1,0,0,0.25,0,0.25
20160601,NC,94629,B,1,3,0,0,0,0,2,0.0,0,0.0
20160601,HH,60404,B,0,0,0,0,0,0,0,0.0,0,0.0
20160601,HH,62700,B,0,3,0,0,0,0,1,0.0,0,0.0
20160601,HH,62797,B,0,4,0,0,0,0,1,0.0,0,0.0
20160601,SK,62893,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160601,HH,64086,B,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SK,64895,T,0,0,1,0,0,0,0,0.0,0,0.0
20160601,HH,66740,B,0,4,0,1,2,0,1,0.5,0,0.6666666666666666
20160601,SK,66805,T,0,5,0,2,1,0,3,0.2,0,0.5
20160601,HH,71752,B,0,4,0,1,2,0,0,0.5,0,0.5
20160601,SK,71857,T,0,5,2,1,3,0,2,0.6,0,1.0
20160601,HH,73136,B,0,3,0,0,1,0,2,0.3333333333333333,0,1.0
20160601,HH,73602,B,0,3,0,0,0,0,2,0.0,0,0.0
20160601,HH,74163,B,0,4,1,0,3,0,0,0.75,1,0.75
20160601,SK,74846,T,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SK,75151,T,1,4,0,1,2,0,0,0.5,0,0.5
20160601,HH,75808,B,0,4,0,0,1,0,0,0.25,0,0.25
20160601,SK,75847,T,1,4,2,2,2,0,1,0.5,0,0.5
20160601,SK,76158,T,0,4,0,0,2,0,0,0.5,0,0.5
20160601,HH,76753,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160601,SK,76802,T,0,4,1,0,1,0,0,0.25,0,0.25
20160601,SK,76812,T,1,4,0,1,1,1,0,0.25,0,0.2
20160601,SK,76849,T,1,4,1,0,2,1,1,0.5,1,0.6666666666666666
20160601,SK,76869,T,0,0,0,0,0,0,0,0.0,1,0.0
20160601,HH,98144,B,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SS,60456,T,1,3,0,1,1,1,0,0.3333333333333333,0,0.25
20160601,WO,61353,B,0,1,0,0,0,0,1,0.0,0,0.0
20160601,WO,61366,B,0,3,1,1,1,0,1,0.3333333333333333,0,0.5
20160601,SS,61463,T,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SS,62415,T,0,4,1,0,1,0,2,0.25,1,0.5
20160601,SS,63440,T,1,3,0,0,0,0,0,0.0,0,0.0
20160601,WO,64300,B,0,5,0,1,3,0,1,0.6,0,0.75
20160601,WO,64346,B,1,0,1,0,0,0,0,0.0,0,0.0
20160601,SS,64493,T,0,0,0,0,0,0,0,0.0,0,0.0
20160601,SS,64499,T,0,2,0,0,0,0,0,0.0,0,0.0
20160601,SS,71432,T,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SS,72443,T,1,3,2,2,2,1,1,0.6666666666666666,0,0.5
20160601,SS,72466,T,0,4,0,0,2,0,0,0.5,0,0.5
20160601,WO,73342,B,1,4,1,1,1,0,0,0.25,0,0.0
20160601,SS,74158,T,0,1,0,0,0,0,1,0.0,0,0.0
20160601,WO,74215,B,0,4,0,0,1,0,0,0.25,0,0.25
20160601,WO,76368,B,0,0,0,0,0,0,0,0.0,0,0.0
20160601,WO,77564,B,1,3,1,0,0,0,1,0.0,0,0.0
20160601,WO,78168,B,0,5,1,1,3,0,1,0.6,0,0.75
20160601,SS,78467,T,0,1,0,0,0,0,0,0.0,0,0.0
20160601,WO,79130,B,1,2,1,0,1,0,0,0.5,0,0.5
20160601,WO,79300,B,2,2,0,2,1,2,0,0.5,0,0.3333333333333333
20160601,WO,79365,B,1,3,0,0,0,0,0,0.0,0,0.0
20160601,SS,79456,T,0,1,0,0,0,0,0,0.0,0,0.0
20160601,SS,79465,T,0,4,0,0,0,0,1,0.0,0,0.0
20160601,SS,95436,T,1,3,1,1,2,0,0,0.6666666666666666,1,0.5
20160602,HT,60605,T,0,2,0,0,0,0,1,0.0,0,0.0
20160602,LG,61102,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,HT,61652,T,0,2,0,0,0,0,1,0.0,0,0.0
20160602,LG,62164,B,0,1,0,0,0,0,1,0.0,0,0.0
20160602,LG,63077,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,HT,63634,T,0,1,0,0,1,0,0,1.0,0,1.0
20160602,HT,63636,T,0,1,0,0,0,0,0,0.0,0,0.0
20160602,HT,63722,T,1,2,0,0,0,0,1,0.0,0,0.0
20160602,HT,64610,T,1,3,0,0,1,1,1,0.3333333333333333,0,0.5
20160602,HT,64699,T,0,3,0,0,0,0,1,0.0,0,0.0
20160602,LG,65103,B,0,4,1,2,2,0,0,0.5,0,0.5
20160602,HT,66606,T,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160602,HT,66657,T,0,3,0,0,0,0,1,0.0,0,0.0
20160602,HT,70410,T,2,0,0,1,0,1,0,0.0,0,0.0
20160602,HT,70756,T,1,1,0,0,0,0,0,0.0,0,0.0
20160602,LG,72133,B,0,4,2,1,2,0,0,0.5,1,0.5
20160602,LG,72456,B,1,3,0,0,1,1,1,0.3333333333333333,0,0.5
20160602,HT,73606,T,0,2,0,0,1,0,0,0.5,0,0.5
20160602,LG,73824,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,HT,74605,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,LG,74823,B,0,5,0,1,1,0,1,0.2,0,0.25
20160602,LG,76100,B,1,2,1,1,1,1,1,0.5,0,0.5
20160602,LG,78217,B,4,1,2,0,0,0,0,0.0,1,0.0
20160602,HT,78629,T,0,1,0,0,1,0,0,1.0,0,1.0
20160602,LG,79109,B,2,2,2,1,0,1,0,0.0,1,0.0
20160602,LG,79113,B,0,1,0,0,1,0,0,1.0,0,1.0
20160602,LG,79150,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,LG,79192,B,0,4,1,2,2,0,1,0.5,0,0.6666666666666666
20160602,KT,60496,T,0,2,0,0,0,0,0,0.0,0,0.0
20160602,LT,60523,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,KT,62265,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,LT,62558,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,LT,62559,B,2,3,0,0,0,0,0,0.0,0,0.0
20160602,KT,64006,T,0,4,0,0,1,0,2,0.25,0,0.5
20160602,KT,64166,T,0,1,0,1,1,0,0,1.0,0,1.0
20160602,KT,65005,T,0,1,0,0,0,0,0,0.0,0,0.0
20160602,LT,65523,B,0,5,1,0,2,0,2,0.4,1,0.6666666666666666
20160602,LT,71552,B,0,4,0,0,0,0,3,0.0,0,0.0
20160602,LT,72546,B,0,4,0,0,0,0,1,0.0,0,0.0
20160602,KT,73113,T,0,4,0,0,1,0,0,0.25,0,0.25
20160602,KT,73153,T,0,4,0,0,0,0,1,0.0,0,0.0
20160602,LT,74540,B,1,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
20160602,KT,76304,T,0,1,0,0,0,0,1,0.0,0,0.0
20160602,LT,76313,B,0,4,0,1,1,0,0,0.25,0,0.25
20160602,LT,76435,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,LT,76509,B,0,5,0,0,1,0,2,0.2,1,0.3333333333333333
20160602,LT,77532,B,1,4,0,0,1,0,2,0.25,1,0.5
20160602,LT,77669,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,KT,78361,T,0,4,1,0,1,0,0,0.25,0,0.25
20160602,LT,78850,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,KT,79364,T,3,1,1,0,1,1,0,1.0,0,1.0
20160602,KT,79453,T,1,4,0,1,1,1,2,0.25,0,0.3333333333333333
20160602,KT,99810,T,0,4,0,0,1,0,0,0.25,0,0.25
20160602,OB,62244,T,1,2,0,0,0,1,1,0.0,0,0.0
20160602,NC,62908,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,NC,62934,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,NC,62947,B,0,4,2,0,2,0,0,0.5,1,0.5
20160602,NC,63920,B,0,4,0,0,0,0,0,0.0,0,0.0
20160602,NC,64914,B,2,2,2,2,1,0,0,0.5,0,0.0
20160602,OB,66244,T,2,2,0,1,1,0,0,0.5,0,0.5
20160602,NC,73213,B,0,4,0,0,1,0,2,0.25,0,0.5
20160602,NC,73306,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,NC,73339,B,0,4,0,0,0,0,2,0.0,0,0.0
20160602,OB,74206,T,1,3,0,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,NC,74465,B,0,4,0,1,1,0,0,0.25,0,0.25
20160602,OB,75334,T,2,3,1,0,0,0,1,0.0,0,0.0
20160602,OB,76232,T,1,0,0,0,0,0,0,0.0,0,0.0
20160602,OB,76249,T,0,5,1,0,1,0,2,0.2,0,0.3333333333333333
20160602,OB,77248,T,0,5,0,0,1,0,3,0.2,0,0.5
20160602,NC,78122,B,0,3,0,0,0,0,0,0.0,0,0.0
20160602,OB,78224,T,1,3,1,1,0,1,0,0.0,0,0.0
20160602,OB,79215,T,1,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,OB,79231,T,0,0,0,0,0,0,0,0.0,0,0.0
20160602,OB,79240,T,1,3,0,0,0,0,1,0.0,0,0.0
20160602,NC,94629,B,0,4,0,1,2,0,1,0.5,0,0.6666666666666666
20160602,HH,60404,B,0,1,0,0,0,0,0,0.0,1,0.0
20160602,HH,62700,B,0,4,0,0,2,0,0,0.5,1,0.5
20160602,HH,62797,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,SK,62893,T,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,HH,64086,B,0,1,0,0,0,0,0,0.0,0,0.0
20160602,SK,64895,T,0,1,0,0,0,0,1,0.0,0,0.0
20160602,SK,65464,T,0,0,0,0,0,0,0,0.0,0,0.0
20160602,HH,66740,B,1,3,0,2,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,SK,66805,T,0,3,1,1,1,0,0,0.3333333333333333,0,0.0
20160602,HH,71752,B,1,3,1,2,2,0,0,0.6666666666666666,0,0.5
20160602,SK,71857,T,1,3,0,0,0,0,1,0.0,0,0.0
20160602,HH,73136,B,0,2,0,0,0,0,0,0.0,0,0.0
20160602,HH,74163,B,1,3,1,0,1,0,1,0.3333333333333333,0,0.5
20160602,SK,75151,T,0,4,0,0,0,0,2,0.0,0,0.0
20160602,HH,75808,B,0,5,0,0,0,0,0,0.0,0,0.0
20160602,SK,75847,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160602,SK,76158,T,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160602,HH,76753,B,0,4,2,0,2,0,1,0.5,0,0.6666666666666666
20160602,SK,76802,T,0,3,0,0,0,0,0,0.0,0,0.0
20160602,SK,76812,T,1,3,0,0,0,0,1,0.0,0,0.0
20160602,SK,76849,T,0,3,0,0,0,0,0,0.0,0,0.0
20160602,HH,78756,B,0,0,0,0,0,0,0,0.0,0,0.0
20160602,HH,98144,B,1,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,SS,60456,T,2,3,2,1,3,0,0,1.0,0,1.0
20160602,SS,60724,T,0,2,0,0,1,0,0,0.5,0,0.5
20160602,WO,61353,B,0,5,0,0,1,0,2,0.2,0,0.3333333333333333
20160602,SS,61463,T,0,3,2,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160602,WO,62302,B,1,4,1,1,2,0,1,0.5,0,0.5
20160602,SS,62415,T,0,6,1,0,2,0,0,0.3333333333333333,1,0.3333333333333333
20160602,SS,63440,T,0,1,0,0,0,0,0,0.0,0,0.0
20160602,WO,64300,B,0,5,1,1,3,0,0,0.6,0,0.5
20160602,WO,64346,B,1,3,0,1,1,0,1,0.3333333333333333,0,0.5
20160602,SS,64493,T,0,0,0,0,0,0,0,0.0,0,0.0
20160602,SS,64499,T,0,5,0,0,0,0,1,0.0,0,0.0
20160602,WO,66306,B,1,4,1,1,1,0,1,0.25,0,0.0
20160602,SS,71432,T,2,2,0,2,0,2,0,0.0,0,0.0
20160602,SS,72443,T,1,5,3,4,3,0,1,0.6,0,0.5
20160602,WO,73342,B,0,2,0,1,1,0,0,0.5,0,0.5
20160602,SS,74158,T,0,3,2,1,2,0,0,0.6666666666666666,0,0.6666666666666666
20160602,WO,74215,B,0,5,1,1,1,0,0,0.2,0,0.0
20160602,WO,77564,B,0,5,1,0,1,0,1,0.2,0,0.25
20160602,WO,78168,B,0,2,1,0,1,0,1,0.5,0,1.0
20160602,WO,79130,B,2,1,0,0,0,0,1,0.0,0,0.0
20160602,WO,79300,B,0,3,0,0,0,0,0,0.0,0,0.0
20160602,SS,79456,T,1,3,0,2,2,1,0,0.6666666666666666,0,0.6666666666666666
20160602,SS,79465,T,1,5,1,3,3,0,1,0.6,0,0.75
20160602,SS,95436,T,0,6,3,1,3,0,2,0.5,0,0.75
20160603,HH,60404,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160603,SS,60456,B,1,4,0,0,1,0,0,0.25,2,0.25
20160603,SS,61463,B,0,3,1,0,1,0,1,0.3333333333333333,1,0.5
20160603,SS,62415,B,1,5,1,0,2,0,0,0.4,3,0.4
20160603,HH,62700,T,1,4,0,0,0,0,2,0.0,0,0.0
20160603,HH,62797,T,0,5,0,1,0,0,1,0.0,0,0.0
20160603,SS,63440,B,1,2,0,0,1,1,0,0.5,0,0.5
20160603,HH,64086,T,0,5,1,1,2,0,2,0.4,0,0.5
20160603,SS,64493,B,0,0,0,0,0,0,0,0.0,1,0.0
20160603,SS,64499,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,HH,66740,T,1,5,0,2,2,0,1,0.4,1,0.5
20160603,SS,71432,B,0,6,0,1,1,0,2,0.16666666666666666,0,0.25
20160603,HH,71752,T,2,4,0,0,1,0,2,0.25,0,0.5
20160603,SS,72443,B,1,5,0,0,3,0,1,0.6,0,0.75
20160603,SS,72466,B,1,5,0,0,1,0,2,0.2,0,0.3333333333333333
20160603,HH,73136,T,0,1,0,0,0,0,1,0.0,0,0.0
20160603,HH,73602,T,0,3,0,0,0,0,2,0.0,0,0.0
20160603,SS,74158,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,HH,74163,T,0,6,1,0,2,0,0,0.3333333333333333,1,0.3333333333333333
20160603,HH,75808,T,1,5,2,0,1,0,0,0.2,2,0.2
20160603,HH,78756,T,0,0,0,0,0,0,0,0.0,0,0.0
20160603,SS,79456,B,0,2,0,0,0,0,2,0.0,0,0.0
20160603,SS,79465,B,0,6,0,0,0,0,1,0.0,0,0.0
20160603,SS,95436,B,1,5,1,1,1,0,1,0.2,0,0.25
20160603,HH,98144,T,0,3,0,0,0,0,1,0.0,0,0.0
20160603,KT,60496,B,0,1,0,0,1,0,0,1.0,0,1.0
20160603,LG,61102,T,1,4,1,1,2,0,0,0.5,0,0.3333333333333333
20160603,KT,62265,B,0,5,2,0,2,0,0,0.4,0,0.4
20160603,KT,64006,B,0,3,0,0,0,0,0,0.0,0,0.0
20160603,KT,64166,B,0,4,0,0,0,0,1,0.0,0,0.0
20160603,KT,65005,B,1,4,0,1,1,0,0,0.25,0,0.25
20160603,LG,65103,T,1,5,0,1,2,0,0,0.4,0,0.4
20160603,KT,70553,B,0,1,0,0,0,0,1,0.0,0,0.0
20160603,LG,72133,T,1,4,0,0,1,0,0,0.25,0,0.25
20160603,LG,72456,T,1,3,0,0,2,0,1,0.6666666666666666,0,1.0
20160603,KT,73113,B,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160603,KT,73153,B,1,1,0,0,0,1,0,0.0,0,0.0
20160603,LG,74823,T,0,6,1,0,2,0,0,0.3333333333333333,1,0.3333333333333333
20160603,LG,76100,T,1,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160603,KT,76304,B,0,0,0,0,0,0,0,0.0,0,0.0
20160603,LG,78217,T,0,2,0,0,0,0,0,0.0,0,0.0
20160603,KT,78361,B,0,5,0,0,1,0,2,0.2,1,0.3333333333333333
20160603,LG,79109,T,2,3,0,0,0,0,1,0.0,0,0.0
20160603,LG,79113,T,0,1,0,0,0,0,0,0.0,0,0.0
20160603,LG,79150,T,0,1,0,0,0,0,0,0.0,0,0.0
20160603,LG,79192,T,1,4,0,0,0,1,1,0.0,0,0.0
20160603,KT,79364,B,1,3,1,0,0,0,0,0.0,0,0.0
20160603,KT,79453,B,0,5,0,0,1,0,0,0.2,0,0.2
20160603,LG,99606,T,0,4,0,0,2,0,1,0.5,0,0.6666666666666666
20160603,KT,99810,B,0,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
20160603,LT,60523,B,0,3,0,1,2,0,0,0.6666666666666666,1,0.6666666666666666
20160603,NC,62016,T,0,0,0,0,0,0,0,0.0,0,0.0
20160603,LT,62558,B,0,1,0,1,1,0,0,1.0,0,1.0
20160603,LT,62559,B,0,4,0,0,0,0,3,0.0,0,0.0
20160603,NC,62907,T,1,3,1,1,1,0,2,0.3333333333333333,0,1.0
20160603,NC,62908,T,0,0,0,0,0,0,0,0.0,0,0.0
20160603,NC,62934,T,1,3,0,0,0,0,1,0.0,0,0.0
20160603,NC,62947,T,0,4,0,0,0,0,2,0.0,0,0.0
20160603,NC,63920,T,0,1,1,0,0,0,0,0.0,0,0.0
20160603,NC,64914,T,3,1,2,0,0,0,1,0.0,0,0.0
20160603,LT,71552,B,0,4,0,0,0,0,0,0.0,0,0.0
20160603,LT,72546,B,0,0,0,0,0,0,0,0.0,0,0.0
20160603,NC,73306,T,0,4,0,0,0,0,1,0.0,0,0.0
20160603,NC,73339,T,0,3,0,0,0,0,1,0.0,0,0.0
20160603,NC,74223,T,0,1,0,0,0,0,0,0.0,0,0.0
20160603,NC,74465,T,0,4,1,2,1,0,2,0.25,0,0.0
20160603,LT,74540,B,0,4,1,0,2,0,0,0.5,0,0.5
20160603,NC,75441,T,0,1,0,0,1,0,0,1.0,0,1.0
20160603,LT,76313,B,1,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160603,LT,76435,B,0,2,0,0,0,0,1,0.0,0,0.0
20160603,LT,76509,B,1,3,1,0,1,0,0,0.3333333333333333,1,0.3333333333333333
20160603,LT,77532,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
20160603,NC,78122,T,0,2,0,0,0,0,1,0.0,0,0.0
20160603,LT,78850,B,0,4,0,0,0,0,1,0.0,0,0.0
20160603,NC,94629,T,1,3,0,2,1,0,0,0.3333333333333333,1,0.3333333333333333
20160603,OB,62234,B,0,0,0,0,0,0,0,0.0,0,0.0
20160603,OB,62244,B,1,3,0,0,0,1,2,0.0,0,0.0
20160603,OB,66244,B,0,4,1,1,1,0,1,0.25,0,0.0
20160603,SK,66805,T,1,2,1,0,1,0,1,0.5,0,1.0
20160603,SK,71857,T,0,4,0,0,0,0,0,0.0,0,0.0
20160603,OB,74206,B,1,2,0,1,0,1,0,0.0,0,0.0
20160603,SK,74846,T,0,4,0,0,0,0,2,0.0,0,0.0
20160603,SK,75151,T,0,4,0,0,1,0,0,0.25,1,0.25
20160603,SK,75847,T,0,4,0,0,0,0,0,0.0,0,0.0
20160603,SK,76158,T,2,1,0,0,0,0,1,0.0,0,0.0
20160603,OB,76249,B,1,3,0,0,2,0,0,0.6666666666666666,1,0.6666666666666666
20160603,SK,76802,T,0,3,0,1,2,0,0,0.6666666666666666,0,0.6666666666666666
20160603,SK,76812,T,0,3,0,0,0,0,1,0.0,0,0.0
20160603,SK,76849,T,0,4,0,0,0,0,0,0.0,0,0.0
20160603,OB,77248,B,0,4,1,0,1,0,0,0.25,0,0.25
20160603,OB,78224,B,0,4,0,1,1,0,0,0.25,0,0.25
20160603,OB,79215,B,1,3,1,0,2,0,0,0.6666666666666666,1,0.6666666666666666
20160603,OB,79231,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
20160603,OB,79240,B,1,3,0,0,1,0,0,0.3333333333333333,1,0.3333333333333333
20160603,HT,60605,B,1,0,0,0,0,0,0,0.0,0,0.0
20160603,WO,61353,T,0,1,0,0,1,0,0,1.0,0,1.0
20160603,WO,61366,T,0,1,0,0,0,0,0,0.0,0,0.0
20160603,HT,61652,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,WO,62302,T,0,0,0,0,0,0,0,0.0,0,0.0
20160603,WO,62353,T,0,0,1,0,0,0,0,0.0,1,0.0
20160603,HT,63634,B,0,3,0,0,2,0,1,0.6666666666666666,0,1.0
20160603,HT,63636,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,HT,63722,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,WO,64300,T,2,3,0,0,0,0,0,0.0,0,0.0
20160603,WO,64346,T,0,4,3,3,3,0,0,0.75,1,0.6666666666666666
20160603,HT,64610,B,0,4,0,0,0,0,2,0.0,0,0.0
20160603,HT,64699,B,0,3,0,0,0,0,1,0.0,0,0.0
20160603,HT,65653,B,1,3,0,0,0,0,0,0.0,1,0.0
20160603,WO,66306,T,0,4,1,1,3,0,0,0.75,0,0.75
20160603,HT,66606,B,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
20160603,HT,66657,B,0,0,0,0,0,0,0,0.0,0,0.0
20160603,HT,70410,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160603,HT,70756,B,0,3,0,0,0,0,0,0.0,0,0.0
20160603,WO,73342,T,1,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
20160603,HT,73606,B,0,3,1,1,1,0,1,0.3333333333333333,0,0.0
20160603,WO,74215,T,0,4,0,1,1,0,0,0.25,0,0.25
20160603,HT,74605,B,0,1,0,0,0,0,0,0.0,0,0.0
20160603,WO,76368,T,1,1,0,0,0,0,1,0.0,0,0.0
20160603,WO,77564,T,0,5,0,0,1,0,1,0.2,0,0.25
20160603,WO,78168,T,0,5,1,3,2,0,0,0.4,1,0.4
20160603,HT,78629,B,1,3,0,0,0,0,1,0.0,0,0.0
20160603,WO,79130,T,0,3,0,0,0,0,0,0.0,0,0.0
20160603,WO,79300,T,0,0,0,0,0,0,0,0.0,0,0.0
20160603,WO,79365,T,0,4,2,0,2,0,0,0.5,1,0.5
20160604,HH,60404,T,0,1,0,0,0,0,1,0.0,0,0.0
20160604,SS,60456,B,2,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
20160604,SS,61463,B,0,2,2,1,2,0,0,1.0,0,1.0
20160604,SS,62415,B,1,5,1,0,2,1,1,0.4,1,0.5
20160604,HH,62700,T,1,3,1,0,0,0,1,0.0,0,0.0
20160604,HH,62797,T,0,5,0,2,1,0,0,0.2,0,0.2
