GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,BB,KK,WP,R,ER,ERA
20160710,LT,LG,B,64021,16,101,27,23,7,2,0,1,2,0,4,6,0,5,5,0.9375
20160710,LG,LT,T,70839,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160710,LT,LG,B,72535,2,14,3,2,0,0,0,0,0,0,1,1,0,0,0,0.0
20160710,LT,LG,B,72551,6,23,8,8,3,0,0,0,0,0,0,2,0,0,0,0.0
20160710,LG,LT,T,73117,20,102,28,25,6,1,0,0,0,1,3,7,0,0,0,0.0
20160710,LG,LT,T,76650,6,29,7,6,0,0,0,0,0,0,1,2,0,0,0,0.0
20160710,NC,WO,T,62966,2,17,4,3,1,0,0,0,0,0,0,0,1,1,1,1.5
20160710,NC,WO,T,63950,7,31,8,7,1,0,0,0,0,0,1,3,0,0,0,0.0
20160710,NC,WO,T,64960,4,53,12,10,6,1,0,0,0,0,2,0,0,5,5,3.75
20160710,WO,NC,B,65320,4,43,11,7,4,0,0,0,2,0,3,1,0,3,2,1.5
20160710,WO,NC,B,72749,2,17,4,2,1,0,0,0,0,0,1,0,0,1,1,1.5
20160710,WO,NC,B,74359,9,39,11,11,2,0,0,0,0,0,0,0,0,1,1,0.3333333333333333
20160710,WO,NC,B,75342,3,24,6,4,1,1,0,0,0,0,2,2,0,1,1,1.0
20160710,NC,WO,T,75852,0,8,2,2,2,1,0,0,0,0,0,0,0,1,1,inf
20160710,NC,WO,T,75867,5,32,7,7,3,0,0,1,0,0,0,1,0,2,2,1.2
20160710,NC,WO,T,76118,6,25,8,6,0,0,0,0,1,0,2,1,0,0,0,0.0
20160710,WO,NC,B,76350,3,7,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160710,WO,NC,B,76430,3,28,6,5,2,0,1,0,0,0,1,1,0,1,1,1.0
20160710,WO,NC,B,97541,3,11,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160710,SS,HH,T,61365,7,26,9,9,2,1,0,0,0,0,0,2,0,1,1,0.42857142857142855
20160710,HH,SS,B,73750,15,107,25,18,5,0,0,0,1,0,5,1,0,5,5,1.0
20160710,SS,HH,T,74454,14,104,28,18,7,1,0,2,0,0,6,1,1,8,5,1.0714285714285714
20160710,SS,HH,T,77446,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,inf
20160710,HH,SS,B,78760,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0
20160710,HH,SS,B,79764,5,37,8,7,3,0,0,0,0,0,0,1,0,1,1,0.6
20160710,SS,HH,T,99445,3,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0.0
20160710,HH,SS,B,99737,6,28,7,7,1,0,0,0,0,0,0,1,0,0,0,0.0
20160712,LG,HH,B,60164,10,64,15,11,3,0,0,0,0,0,3,0,1,1,1,0.3
20160712,LG,HH,B,61891,5,16,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,LG,HH,B,62146,3,19,5,3,1,0,0,0,0,0,1,0,0,2,2,2.0
20160712,HH,LG,T,72447,6,34,12,8,3,2,1,0,0,0,1,2,0,3,3,1.5
20160712,HH,LG,T,74731,3,24,5,4,1,0,0,0,0,0,1,0,0,0,0,0.0
20160712,LG,HH,B,76650,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0.0
20160712,LG,HH,B,76757,8,34,11,10,3,0,0,0,0,0,0,1,0,1,1,0.375
20160712,HH,LG,T,79764,7,36,11,9,1,0,0,0,0,0,2,0,1,0,0,0.0
20160712,HH,LG,T,99314,2,13,3,3,1,0,0,0,0,0,0,0,0,1,1,1.5
20160712,HH,LG,T,99737,6,25,7,6,1,0,0,0,0,0,1,2,0,1,1,0.5
20160712,LT,SS,T,60559,5,20,5,5,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,SS,LT,B,61365,3,17,6,6,3,0,0,0,0,0,0,0,1,1,1,1.0
20160712,SS,LT,B,61411,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160712,LT,SS,T,63512,2,13,5,3,1,0,0,0,0,0,0,1,0,3,3,4.5
20160712,LT,SS,T,63935,3,24,5,2,1,0,0,0,0,0,2,1,1,1,0,0.0
20160712,LT,SS,T,64596,4,23,4,4,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,LT,SS,T,73211,10,86,17,13,3,0,0,1,2,0,4,1,2,4,1,0.3
20160712,SS,LT,B,76455,20,131,30,26,8,1,0,0,0,0,3,6,0,3,3,0.44999999999999996
20160712,SS,LT,B,77446,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,OB,NC,T,61240,21,112,28,25,6,1,0,0,0,0,3,2,0,2,2,0.2857142857142857
20160712,OB,NC,T,62242,3,13,4,3,1,0,0,0,0,0,1,0,0,0,0,0.0
20160712,NC,OB,B,63950,6,22,7,7,1,0,0,0,0,0,0,3,1,0,0,0.0
20160712,NC,OB,B,65931,12,84,24,19,9,0,0,2,1,1,4,3,0,6,6,1.5
20160712,NC,OB,B,65933,3,22,4,3,0,0,0,0,0,0,1,2,0,0,0,0.0
20160712,NC,OB,B,66928,6,33,9,9,3,0,0,1,0,0,0,0,0,3,3,1.5
20160712,OB,NC,T,78257,3,27,7,5,2,0,0,2,0,0,2,1,0,3,3,3.0
20160712,SK,HT,T,60845,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0
20160712,HT,SK,B,62648,2,17,5,4,2,0,0,2,0,0,1,0,0,2,2,3.0
20160712,SK,HT,T,64893,2,15,4,4,2,0,0,0,0,0,0,1,0,1,1,1.5
20160712,HT,SK,B,70142,2,12,3,3,1,0,0,0,0,0,0,1,0,0,0,0.0
20160712,SK,HT,T,74838,18,106,28,26,8,3,0,0,0,0,1,6,0,2,2,0.3333333333333333
20160712,SK,HT,T,75340,3,16,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,HT,SK,B,75668,1,9,3,3,2,0,0,0,0,0,0,1,0,2,2,6.0
20160712,SK,HT,T,76858,6,35,10,8,2,0,0,0,0,0,2,1,0,0,0,0.0
20160712,HT,SK,B,77637,21,105,26,25,6,2,0,1,0,1,1,6,0,2,2,0.2857142857142857
20160712,HT,SK,B,95657,4,25,7,6,3,0,0,0,0,0,0,1,0,1,1,0.75
20160712,KT,WO,B,60848,2,8,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0
20160712,KT,WO,B,64017,2,26,6,3,3,0,0,1,0,0,1,0,0,3,3,4.5
20160712,KT,WO,B,65056,4,22,4,3,0,0,0,0,0,1,1,2,0,0,0,0.0
20160712,KT,WO,B,65057,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,KT,WO,B,65060,16,93,24,23,7,2,0,1,2,0,1,2,0,4,3,0.5625
20160712,WO,KT,T,65331,17,98,25,24,9,1,0,1,0,1,1,2,0,3,3,0.5294117647058824
20160712,WO,KT,T,72749,2,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160712,KT,WO,B,75149,1,7,2,1,0,0,0,0,0,0,1,1,0,0,0,0.0
20160712,WO,KT,T,75342,4,22,4,4,1,0,0,0,0,1,0,1,0,0,0,0.0
20160712,WO,KT,T,76350,3,22,6,5,2,0,0,0,0,0,1,1,1,0,0,0.0
20160712,WO,KT,T,76430,1,16,5,4,3,1,0,0,0,0,1,0,0,2,2,6.0
20160712,KT,WO,B,99563,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160713,LG,HH,B,60181,6,17,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0
20160713,LG,HH,B,62146,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160713,LG,HH,B,62698,15,101,22,22,8,1,1,0,0,0,0,3,2,5,5,1.0
20160713,HH,LG,T,66750,9,38,11,10,2,1,0,0,1,0,0,3,0,0,0,0.0
20160713,LG,HH,B,70839,1,9,2,2,1,0,0,0,0,0,0,1,0,1,1,3.0
20160713,LG,HH,B,71118,4,28,6,6,2,1,0,0,0,0,0,2,0,1,1,0.75
20160713,HH,LG,T,73801,10,60,17,16,6,0,0,0,0,0,1,4,0,5,5,1.5
20160713,HH,LG,T,74167,2,20,4,1,0,0,0,0,0,0,2,0,0,0,0,0.0
20160713,HH,LG,T,79764,6,26,7,7,1,0,0,0,0,0,0,2,0,0,0,0.0
20160713,LT,SS,T,60559,4,24,6,4,0,0,0,0,0,0,1,1,1,0,0,0.0
20160713,SS,LT,B,61411,4,27,7,6,3,0,0,0,1,0,0,0,1,2,1,0.75
20160713,LT,SS,T,62655,0,11,3,3,3,1,0,0,0,0,0,0,0,3,3,inf
20160713,LT,SS,T,64596,4,20,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0
20160713,SS,LT,B,72463,3,25,6,5,2,2,0,0,0,0,1,2,0,0,0,0.0
20160713,LT,SS,T,72535,0,13,3,2,2,1,0,0,0,0,1,0,0,2,2,inf
20160713,LT,SS,T,72862,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160713,LT,SS,T,75321,3,13,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160713,SS,LT,B,76461,14,91,26,24,10,3,0,2,1,0,1,3,0,6,6,1.2857142857142856
20160713,SS,LT,B,77446,0,3,1,1,1,1,0,0,0,0,0,0,0,1,1,inf
20160713,LT,SS,T,77591,13,84,24,20,9,1,1,2,0,0,4,1,0,7,7,1.6153846153846154
20160713,SS,LT,B,77927,6,40,10,10,4,0,0,1,0,0,0,2,0,4,4,2.0
20160713,NC,OB,B,62929,15,75,21,19,5,3,0,1,0,0,2,5,0,2,2,0.4
20160713,NC,OB,B,75867,3,15,3,3,0,0,0,0,0,0,0,2,0,0,0,0.0
20160713,NC,OB,B,76118,6,20,6,6,0,0,0,0,0,0,0,1,0,0,0,0.0
20160713,OB,NC,T,77263,2,10,3,3,1,1,0,0,0,0,0,0,0,0,0,0.0
20160713,NC,OB,B,78352,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160713,OB,NC,T,79229,22,124,32,26,6,0,0,3,0,0,5,3,1,6,6,0.8181818181818182
20160713,SK,HT,T,60845,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
20160713,SK,HT,T,65856,18,103,28,22,5,0,0,0,1,0,4,5,0,1,0,0.0
20160713,HT,SK,B,66643,24,120,34,32,8,2,0,0,1,0,1,2,0,3,2,0.25
20160713,SK,HT,T,71845,5,24,7,7,2,0,0,1,0,0,0,1,0,2,2,1.2
20160713,SK,HT,T,75340,0,11,2,1,1,0,0,0,0,0,1,0,0,0,0,0.0
20160713,SK,HT,T,76858,3,16,5,4,1,0,0,0,0,0,0,1,0,1,1,1.0
20160713,HT,SK,B,95657,3,12,4,4,1,0,0,0,0,0,0,0,0,0,0,0.0
20160713,KT,WO,B,64041,3,24,4,3,0,0,0,0,0,0,1,2,0,0,0,0.0
20160713,KT,WO,B,65056,5,18,5,5,0,0,0,0,0,0,0,3,0,0,0,0.0
20160713,KT,WO,B,65057,5,31,8,5,1,1,0,0,0,0,2,1,0,0,0,0.0
20160713,KT,WO,B,65058,3,15,3,2,0,0,0,0,0,0,1,1,0,0,0,0.0
20160713,KT,WO,B,65062,0,14,3,0,0,0,0,0,1,0,2,0,0,1,1,inf
20160713,WO,KT,T,65348,12,76,20,18,5,1,0,1,0,0,2,2,1,4,4,1.0
20160713,WO,KT,T,72749,6,26,7,5,0,0,0,0,0,0,1,2,0,0,0,0.0
20160713,WO,KT,T,74359,1,14,3,2,1,0,0,0,0,0,1,0,0,2,2,6.0
20160713,KT,WO,B,75149,3,15,3,3,1,0,0,0,0,1,0,0,0,0,0,0.0
20160713,WO,KT,T,75342,2,23,5,4,2,1,0,0,0,0,1,1,0,0,0,0.0
20160713,WO,KT,T,76350,4,14,5,5,1,0,0,0,0,0,0,0,0,0,0,0.0
20160713,KT,WO,B,77318,6,60,13,10,4,0,0,2,1,0,2,2,0,7,7,3.5
20160713,WO,KT,T,97541,2,15,5,5,3,2,0,0,1,0,0,0,1,2,2,3.0
20160713,KT,WO,B,99563,2,33,6,5,3,1,0,0,1,0,1,1,0,3,3,4.5
20160714,LG,HH,B,60146,6,20,6,6,0,0,0,0,0,0,0,3,0,0,0,0.0
20160714,LG,HH,B,60181,4,10,5,5,1,0,0,1,1,0,0,1,0,1,1,0.75
20160714,LG,HH,B,63111,5,40,12,11,6,1,0,0,0,0,0,1,0,4,4,2.4
20160714,LG,HH,B,66138,5,39,7,7,3,1,1,0,2,1,0,1,0,1,1,0.6
20160714,HH,LG,T,66742,13,69,19,17,5,0,0,0,0,0,2,4,0,2,1,0.23076923076923078
20160714,HH,LG,T,72447,3,8,5,5,2,1,0,0,0,0,0,0,0,1,1,1.0
20160714,HH,LG,T,74731,7,48,9,7,0,0,0,0,0,1,0,3,1,0,0,0.0
20160714,LG,HH,B,76650,5,34,7,6,1,0,0,1,0,0,1,2,0,1,1,0.6
20160714,LG,HH,B,76757,2,16,3,2,0,0,0,0,0,0,1,1,0,0,0,0.0
20160714,HH,LG,T,99737,4,24,6,6,2,0,0,0,0,0,0,2,0,1,1,0.75
20160714,SS,LT,B,60457,1,8,2,1,0,0,0,0,1,0,1,0,0,0,0,0.0
20160714,SS,LT,B,61365,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160714,SS,LT,B,61411,6,33,7,7,1,0,0,0,0,0,0,3,0,0,0,0.0
20160714,LT,SS,T,64596,3,15,6,5,2,0,0,0,0,0,1,0,0,0,0,0.0
20160714,LT,SS,T,65546,20,101,26,25,7,0,0,0,0,0,0,5,0,1,1,0.15
20160714,SS,LT,B,72463,2,13,5,4,2,0,0,1,0,0,0,0,0,2,2,3.0
20160714,LT,SS,T,72862,4,34,7,5,1,0,0,1,0,0,2,3,1,1,1,0.75
20160714,LT,SS,T,75321,6,31,8,5,1,0,0,0,0,0,2,1,1,0,0,0.0
20160714,SS,LT,B,77446,2,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160714,SS,LT,B,79440,15,90,22,17,2,0,1,1,1,0,5,6,1,2,2,0.4
20160714,SS,LT,B,99445,6,23,5,5,0,0,0,0,0,1,0,2,0,0,0,0.0
20160714,NC,OB,B,63938,12,55,17,17,5,0,0,3,0,0,0,2,0,3,3,0.75
20160714,OB,NC,T,66226,18,110,27,22,5,1,0,0,2,0,2,7,0,4,3,0.5
20160714,OB,NC,T,73241,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160714,NC,OB,B,75867,4,25,5,5,1,0,0,0,0,0,0,2,0,0,0,0.0
20160714,NC,OB,B,76118,7,23,6,6,0,0,0,0,0,0,0,1,0,0,0,0.0
20160714,OB,NC,T,77263,3,14,2,2,0,0,0,0,0,0,0,1,1,0,0,0.0
20160714,OB,NC,T,78257,2,20,4,1,0,0,0,0,0,0,1,1,0,0,0,0.0
20160714,NC,OB,B,78352,4,25,7,6,2,1,0,0,0,0,0,2,0,0,0,0.0
20160714,HT,SK,B,61643,6,45,9,9,3,0,0,0,0,0,0,2,1,0,0,0.0
20160714,HT,SK,B,61666,0,14,2,1,1,1,0,0,0,0,1,0,0,2,0,0.0
20160714,SK,HT,T,62869,10,76,17,13,3,0,0,0,0,0,4,1,0,4,3,0.8999999999999999
20160714,HT,SK,B,66628,15,98,25,19,6,1,1,2,0,1,5,2,0,5,4,0.8
20160714,HT,SK,B,66659,0,4,1,0,0,0,0,0,0,0,1,0,0,1,1,inf
20160714,SK,HT,T,66825,14,68,14,14,0,0,0,0,0,0,0,7,0,0,0,0.0
20160714,SK,HT,T,66859,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160714,HT,SK,B,70142,1,5,2,0,0,0,0,0,0,0,1,0,0,1,1,3.0
20160714,HT,SK,B,76610,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160714,HT,SK,B,97336,2,12,4,4,1,0,0,1,0,0,0,0,0,2,0,0.0
20160714,KT,WO,B,61929,1,19,4,2,2,0,0,0,0,0,2,0,0,1,1,3.0
20160714,KT,WO,B,64017,4,25,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0
20160714,KT,WO,B,64041,1,14,3,3,2,0,0,1,0,0,0,1,0,2,2,6.0
20160714,KT,WO,B,65056,2,14,3,2,1,1,0,0,0,1,1,1,0,1,1,1.5
20160714,KT,WO,B,65058,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160714,KT,WO,B,66032,2,16,3,3,2,0,0,0,0,1,0,1,0,0,0,0.0
20160714,WO,KT,T,66324,22,115,33,31,11,3,0,0,0,0,2,5,1,5,5,0.6818181818181819
20160714,KT,WO,B,67845,15,97,23,22,9,2,0,2,0,2,1,2,0,6,6,1.2
20160714,WO,KT,T,72749,3,12,4,4,1,0,0,0,1,0,0,1,0,0,0,0.0
20160714,WO,KT,T,74359,2,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160714,KT,WO,B,75149,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0
20160719,LT,HT,B,60559,2,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160719,HT,LT,T,61643,3,32,6,6,3,0,0,0,0,0,0,3,0,0,0,0.0
20160719,LT,HT,B,62655,1,12,3,3,2,2,0,0,0,0,0,0,0,1,1,3.0
20160719,LT,HT,B,63512,3,26,4,4,1,0,0,0,0,0,0,2,0,0,0,0.0
20160719,LT,HT,B,64596,2,13,3,1,0,0,0,0,0,0,1,1,0,0,0,0.0
20160719,HT,LT,T,66659,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
20160719,HT,LT,T,70142,2,11,2,2,0,0,0,0,1,0,0,2,0,0,0,0.0
20160719,LT,HT,B,72535,1,13,3,3,2,0,0,0,0,0,0,1,0,0,0,0.0
20160719,LT,HT,B,72551,5,21,6,4,1,1,0,0,0,0,0,0,0,1,1,0.6
20160719,LT,HT,B,73211,13,92,20,17,5,1,0,1,2,0,2,3,0,4,4,0.9230769230769231
20160719,HT,LT,T,76610,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160719,HT,LT,T,77637,18,96,24,22,3,0,0,0,0,0,2,5,0,0,0,0.0
20160719,HT,LT,T,97336,1,8,3,3,2,0,0,1,0,0,0,0,0,1,1,3.0
20160719,KT,HH,T,64017,2,10,3,3,1,0,0,0,0,0,0,1,0,0,0,0.0
20160719,KT,HH,T,64041,9,46,14,10,1,1,0,0,0,0,4,1,0,3,3,1.0
20160719,KT,HH,T,65056,1,11,3,1,0,0,0,0,0,0,2,0,0,0,0,0.0
20160719,KT,HH,T,65057,4,22,6,6,2,0,1,0,0,0,0,1,0,2,2,1.5
20160719,KT,HH,T,65058,4,25,6,5,2,2,0,0,0,0,0,0,0,1,1,0.75
20160719,KT,HH,T,66050,4,63,14,10,6,2,0,0,0,0,3,3,1,8,8,6.0
20160719,HH,KT,B,66750,9,69,19,16,7,1,0,0,0,0,3,3,0,5,5,1.6666666666666667
20160719,HH,KT,B,72447,3,9,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160719,HH,KT,B,74167,3,11,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160719,HH,KT,B,74731,3,22,6,5,2,1,0,0,0,0,1,0,0,2,2,2.0
20160719,KT,HH,T,77318,0,12,3,1,1,1,0,0,1,0,1,0,0,3,3,inf
20160719,HH,KT,B,78760,4,17,5,4,0,0,0,0,0,0,1,0,0,0,0,0.0
20160719,HH,KT,B,79764,2,12,4,3,1,1,0,0,0,0,0,1,0,0,0,0.0
20160719,HH,KT,B,99737,3,18,5,4,1,0,0,0,0,0,1,0,0,0,0,0.0
20160719,LG,WO,T,60181,4,32,7,7,3,2,0,1,0,0,0,2,1,1,1,0.75
20160719,WO,LG,B,60339,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160719,LG,WO,T,61891,3,22,6,4,1,0,0,0,0,0,1,1,0,0,0,0.0
20160719,LG,WO,T,62146,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160719,LG,WO,T,62698,12,73,21,18,6,1,0,1,0,0,3,3,0,5,5,1.25
20160719,WO,LG,B,65331,15,94,24,23,7,1,0,2,0,0,0,5,0,3,3,0.6
20160719,WO,LG,B,65343,2,13,4,3,1,0,0,0,0,0,1,1,0,2,2,3.0
20160719,WO,LG,B,72749,3,28,5,3,1,0,0,0,0,0,2,1,1,2,2,2.0
20160719,WO,LG,B,75342,0,19,5,3,3,1,0,0,0,0,2,0,0,4,4,inf
20160719,LG,WO,T,76650,2,11,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160719,LG,WO,T,76757,5,30,6,4,0,0,0,0,1,0,2,1,0,0,0,0.0
20160719,WO,LG,B,97541,4,36,9,7,3,0,0,0,1,0,2,1,1,1,1,0.75
20160719,NC,SK,B,60263,6,57,12,11,5,2,0,0,0,0,1,5,1,3,3,1.5
20160719,NC,SK,B,62966,9,51,12,10,2,0,0,1,0,0,1,1,0,1,1,0.3333333333333333
20160719,SK,NC,T,71845,5,12,5,5,1,0,0,0,0,0,0,2,0,0,0,0.0
20160719,SK,NC,T,74838,18,94,25,24,7,1,1,1,0,0,1,4,0,4,4,0.6666666666666666
20160719,NC,SK,B,75867,7,26,7,7,1,0,0,0,0,1,0,5,0,0,0,0.0
20160719,NC,SK,B,76118,2,26,6,3,2,0,0,0,0,0,2,1,0,1,1,1.5
20160719,SK,NC,T,76858,4,22,5,5,1,0,0,0,0,0,0,3,0,0,0,0.0
20160719,NC,SK,B,78352,3,15,4,3,0,0,0,0,0,0,1,0,0,0,0,0.0
20160719,SS,OB,T,61365,4,20,5,5,1,0,0,0,1,0,0,1,0,0,0,0.0
20160719,OB,SS,B,73241,3,11,4,3,0,0,0,0,0,0,1,1,0,0,0,0.0
20160719,SS,OB,T,74454,19,98,25,20,5,0,0,1,0,1,3,2,0,3,3,0.4736842105263158
20160719,OB,SS,B,74513,21,116,29,25,5,0,1,0,1,0,3,4,0,1,1,0.14285714285714285
20160719,OB,SS,B,76329,3,12,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160719,SS,OB,T,77446,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
20160720,HT,LT,T,61666,2,22,5,3,2,1,0,0,0,0,2,0,0,1,1,1.5
20160720,LT,HT,B,63512,3,12,4,4,1,0,0,0,0,0,0,0,0,0,0,0.0
20160720,LT,HT,B,65546,18,115,28,24,7,3,0,1,0,0,3,5,0,5,5,0.8333333333333334
20160720,HT,LT,T,66643,21,117,27,25,5,3,0,0,1,0,2,5,0,3,3,0.42857142857142855
20160720,HT,LT,T,70142,1,14,4,4,2,0,1,0,0,0,0,0,0,3,2,6.0
20160720,LT,HT,B,72535,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
20160720,LT,HT,B,72862,2,22,4,2,0,0,0,0,1,0,2,0,0,0,0,0.0
20160720,LT,HT,B,75321,3,15,5,5,2,0,0,1,0,0,0,0,0,1,1,1.0
20160720,HT,LT,T,75668,0,5,1,0,0,0,0,0,2,0,1,0,0,1,1,inf
20160720,HT,LT,T,95657,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,inf
20160720,KT,HH,T,64017,2,13,3,2,0,0,0,0,0,0,1,1,0,0,0,0.0
20160720,KT,HH,T,65062,2,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160720,HH,KT,B,66742,18,101,25,21,4,2,0,0,1,1,4,5,0,1,1,0.16666666666666666
20160720,KT,HH,T,67845,18,110,26,24,6,1,0,0,0,0,2,4,0,1,1,0.16666666666666666
20160720,HH,KT,B,72447,5,40,9,6,1,0,0,0,0,0,2,3,0,0,0,0.0
20160720,HH,KT,B,74857,2,17,5,4,3,1,0,0,0,0,0,1,1,3,3,4.5
20160720,KT,HH,T,75149,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160720,KT,HH,T,77318,4,20,5,4,0,0,0,0,0,0,0,2,0,0,0,0.0
20160720,HH,KT,B,78760,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
20160720,HH,KT,B,79764,1,15,3,2,1,0,0,0,0,0,1,0,0,0,0,0.0
20160720,LG,WO,T,60146,1,10,2,2,1,0,0,0,0,0,0,1,0,0,0,0.0
20160720,LG,WO,T,62146,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
20160720,WO,LG,B,65348,18,96,23,23,6,0,0,1,1,0,0,5,0,1,1,0.16666666666666666
20160720,LG,WO,T,70839,1,2,2,2,1,1,0,0,0,0,0,0,0,1,1,3.0
20160720,LG,WO,T,71118,1,9,2,1,0,0,0,0,0,0,1,0,0,1,1,3.0
20160720,LG,WO,T,73117,18,88,27,22,6,3,0,1,0,0,3,0,0,3,3,0.5
20160720,WO,LG,B,74359,3,19,5,3,1,0,0,0,0,0,2,0,0,0,0,0.0
20160720,WO,LG,B,76350,3,15,4,4,1,0,0,0,0,0,0,1,0,0,0,0.0
20160720,WO,LG,B,76430,3,27,6,5,2,1,0,1,0,0,1,2,0,2,2,2.0
20160720,LG,WO,T,76650,1,7,3,3,1,0,0,0,0,0,0,0,0,2,1,3.0
20160720,NC,SK,B,63938,15,86,22,18,4,1,0,0,1,0,2,5,0,2,2,0.4
20160720,SK,NC,T,65856,21,96,29,26,7,2,0,0,1,0,1,3,0,3,3,0.42857142857142855
20160720,SK,NC,T,66859,3,22,5,5,2,0,0,1,1,0,0,1,0,1,1,1.0
20160720,NC,SK,B,75867,6,32,7,6,1,0,0,0,0,0,1,4,0,0,0,0.0
20160720,NC,SK,B,76118,4,24,5,5,1,0,0,0,0,0,0,2,0,0,0,0.0
20160720,NC,SK,B,78352,2,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0.0
20160720,OB,SS,B,61214,2,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
20160720,SS,OB,T,61411,3,10,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0
20160720,OB,SS,B,66226,21,108,28,21,3,0,0,2,1,0,5,1,0,5,5,0.7142857142857143
20160720,SS,OB,T,76455,24,106,33,33,8,1,0,1,0,0,0,9,0,4,3,0.375
20160720,OB,SS,B,77263,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
20160720,OB,SS,B,78257,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
20160721,HT,LT,T,62648,3,28,7,4,1,1,0,0,1,0,2,2,0,3,3,3.0
20160721,LT,HT,B,62655,4,32,6,6,2,0,0,0,0,0,0,2,0,0,0,0.0
20160721,LT,HT,B,64021,20,111,25,25,5,1,0,1,0,0,0,8,1,1,1,0.15
20160721,LT,HT,B,64596,3,26,4,3,0,0,0,0,0,0,1,1,0,0,0,0.0
20160721,HT,LT,T,66628,10,86,22,18,8,1,0,0,1,1,4,2,0,7,5,1.5
20160721,HT,LT,T,66659,3,11,4,4,1,1,0,0,0,0,0,0,0,0,0,0.0
20160721,HT,LT,T,76610,8,44,9,9,1,1,0,0,0,0,0,5,0,0,0,0.0
20160721,KT,HH,T,65057,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
20160721,KT,HH,T,65058,9,39,10,8,1,0,0,0,0,0,2,0,0,0,0,0.0
20160721,KT,HH,T,65067,0,10,3,3,3,1,0,0,0,0,0,0,0,2,2,inf
20160721,KT,HH,T,66032,11,88,22,20,8,0,0,1,0,0,2,2,2,6,1,0.27272727272727276
20160721,HH,KT,B,73801,12,53,14,14,2,0,0,1,0,0,0,4,0,1,1,0.25
20160721,HH,KT,B,74731,12,54,13,12,0,0,0,0,1,0,0,4,0,0,0,0.0
