GYEAR,PCODE,T_ID,AGE_VA
2017,78366,NC,28
2017,78454,SS,28
2017,78467,SS,32
2017,78513,LT,31
2017,78517,KT,28
2017,78536,LT,33
2017,78548,KT,27
2017,78552,HH,32
2017,78566,LT,28
2017,78603,HT,28
2017,78629,HT,32
2017,78643,HT,28
2017,78745,HH,33
2017,78753,KT,29
2017,78756,HH,28
2017,78760,HH,32
2017,78765,HT,32
2017,78813,NC,32
2017,78819,SK,30
2017,78892,KT,35
2017,79109,LG,27
2017,79113,LG,27
2017,79130,WO,27
2017,79140,LG,28
2017,79150,LG,27
2017,79191,KT,31
2017,79192,LG,27
2017,79198,LG,31
2017,79215,OB,27
2017,79222,OB,27
2017,79229,OB,31
2017,79235,OB,27
2017,79240,OB,27
2017,79290,OB,28
2017,79293,OB,32
2017,79300,WO,31
2017,79334,WO,27
2017,79349,OB,27
2017,79356,LT,30
2017,79358,NC,27
2017,79364,NC,31
2017,79365,WO,27
2017,79402,SS,27
2017,79440,SS,27
2017,79448,SS,27
2017,79453,KT,31
2017,79456,SS,31
2017,79465,SS,31
2017,79545,LT,28
2017,79608,HT,27
2017,79617,HT,27
2017,79657,NC,27
2017,79705,HH,32
2017,79764,HH,27
2017,79791,SS,32
2017,79825,LG,31
2017,79847,SK,27
2017,94629,NC,41
2017,95436,SS,41
2017,95657,HT,41
2017,97336,HT,43
2017,98144,HH,42
2017,99314,HH,40
2017,99445,SS,37
2017,99563,KT,37
2017,99606,LG,37
2017,99737,HH,41
2017,99810,KT,37
2018,60100,HH,30
2018,60105,LG,27
2018,60140,LG,31
2018,60146,SS,27
2018,60181,LG,30
2018,60184,HH,27
2018,60255,OB,27
2018,60263,NC,28
2018,60288,SS,27
2018,60336,WO,27
2018,60337,SK,27
2018,60339,NC,27
2018,60343,KT,31
2018,60441,OB,31
2018,60456,SS,30
2018,60523,LT,31
2018,60558,KT,27
2018,60559,LT,29
2018,60566,NC,29
2018,60605,HT,31
2018,60634,HT,27
2018,60636,HT,27
2018,60648,HT,27
2018,60658,HT,32
2018,60693,HT,31
2018,60757,HH,27
2018,60764,KT,27
2018,60768,HH,28
2018,60805,HH,31
2018,60841,SK,27
2018,60845,LG,31
2018,61101,LG,26
2018,61102,LG,26
2018,61104,SS,30
2018,61114,LG,29
2018,61145,LG,26
2018,61186,LG,30
2018,61197,SS,30
2018,61204,LT,30
2018,61208,OB,30
2018,61214,OB,26
2018,61240,KT,37
2018,61268,WO,26
2018,61295,OB,26
2018,61329,LG,30
2018,61353,WO,29
2018,61360,OB,26
2018,61365,SS,30
2018,61366,WO,26
2018,61396,WO,26
2018,61404,SS,30
2018,61411,SS,25
2018,61456,WO,26
2018,61457,SS,30
2018,61496,SS,32
2018,61554,HH,29
2018,61557,LT,27
2018,61566,LT,26
2018,61591,LT,31
2018,61643,HT,26
2018,61652,SK,30
2018,61666,HT,25
2018,61700,HH,26
2018,61743,KT,26
2018,61865,SK,29
2018,61869,SK,26
2018,61891,LG,27
2018,61895,SK,26
2018,61896,SK,26
2018,61962,OB,30
2018,62007,HT,33
2018,62016,NC,29
2018,62025,NC,29
2018,62056,SK,30
2018,62146,LG,29
2018,62147,LG,29
2018,62160,SK,24
2018,62164,LG,29
2018,62234,OB,24
2018,62244,OB,28
2018,62263,OB,25
2018,62265,HT,29
2018,62332,WO,25
2018,62353,WO,29
2018,62356,WO,25
2018,62360,WO,26
2018,62363,WO,25
2018,62404,SS,25
2018,62409,SS,29
2018,62415,SS,28
2018,62499,SS,25
2018,62528,LT,25
2018,62537,NC,28
2018,62556,LT,29
2018,62559,LT,29
2018,62595,LT,30
2018,62611,HH,29
2018,62637,HT,29
2018,62648,HT,25
2018,62655,LT,29
2018,62696,HT,29
2018,62698,LG,33
2018,62700,HH,24
2018,62748,HH,24
2018,62754,HT,25
2018,62770,HH,25
2018,62797,HH,29
2018,62802,SK,26
2018,62864,HT,29
2018,62869,SK,29
2018,62884,SK,24
2018,62892,SK,25
2018,62893,HT,29
2018,62895,SK,29
2018,62907,NC,25
2018,62908,HT,25
2018,62917,NC,25
2018,62918,LG,25
2018,62920,NC,29
2018,62921,NC,25
2018,62925,NC,25
2018,62929,NC,25
2018,62931,NC,29
2018,62934,NC,25
2018,62937,WO,29
2018,62947,NC,29
2018,62951,NC,24
2018,62966,NC,29
2018,63027,SS,28
2018,63088,KT,31
2018,63111,LG,35
2018,63123,SK,24
2018,63125,LG,27
2018,63137,HT,24
2018,63145,LG,24
2018,63202,OB,24
2018,63248,OB,23
2018,63257,OB,24
2018,63260,NC,24
2018,63292,OB,23
2018,63342,WO,24
2018,63348,WO,29
2018,63360,LG,25
2018,63440,OB,29
2018,63448,KT,25
2018,63450,KT,24
2018,63512,LT,24
2018,63543,LT,28
2018,63554,LT,28
2018,63559,OB,28
2018,63593,LT,28
2018,63619,WO,29
2018,63628,HT,29
2018,63638,HT,26
2018,63704,SK,28
2018,63722,HT,24
2018,63749,HH,24
2018,63765,HH,24
2018,63895,SK,24
2018,63903,NC,24
2018,63905,LG,24
2018,63936,NC,28
2018,63938,WO,35
2018,63950,NC,23
2018,63960,WO,28
2018,63963,NC,28
2018,63967,NC,28
2018,63991,NC,28
2018,64001,KT,27
2018,64006,KT,23
2018,64011,KT,26
2018,64012,KT,27
2018,64014,KT,28
2018,64017,KT,24
2018,64021,LT,23
2018,64022,LT,23
2018,64029,KT,23
2018,64051,WO,27
2018,64055,LT,27
2018,64086,OB,28
2018,64115,LG,23
2018,64117,LG,27
2018,64153,LG,27
2018,64155,LG,23
2018,64166,KT,23
2018,64255,OB,23
2018,64266,SS,26
2018,64300,WO,23
2018,64346,WO,23
2018,64350,WO,23
2018,64407,SS,23
2018,64410,SS,28
2018,64462,SS,23
2018,64464,SS,23
2018,64469,SS,24
2018,64499,SS,27
2018,64504,LT,26
2018,64554,HH,26
2018,64560,HT,27
2018,64565,LT,27
2018,64594,NC,27
2018,64610,SS,27
2018,64657,HT,27
2018,64717,HH,24
2018,64718,LT,26
2018,64724,HH,27
2018,64759,HH,26
2018,64760,HH,23
2018,64793,SS,27
2018,64805,SK,23
2018,64868,SK,29
2018,64893,SK,26
2018,64906,NC,26
2018,64907,KT,28
2018,64944,NC,23
2018,64984,NC,23
2018,64987,NC,27
2018,64995,NC,23
2018,65040,KT,22
2018,65042,KT,25
2018,65044,KT,22
2018,65048,KT,26
2018,65056,KT,22
2018,65058,KT,22
2018,65060,KT,23
2018,65062,KT,28
2018,65064,OB,26
2018,65067,LT,27
2018,65096,KT,23
2018,65109,LG,23
2018,65115,LG,22
2018,65132,LG,22
2018,65136,LG,27
2018,65157,LG,22
2018,65209,OB,26
2018,65269,OB,22
2018,65320,WO,21
2018,65331,KT,33
2018,65343,SK,22
2018,65345,WO,22
2018,65357,WO,22
2018,65392,WO,22
2018,65399,WO,28
2018,65412,SS,26
2018,65509,LT,22
2018,65514,LT,22
2018,65516,KT,22
2018,65543,OB,31
2018,65546,LT,30
2018,65586,LT,26
2018,65616,HT,25
2018,65618,HT,27
2018,65639,HT,22
2018,65643,HT,26
2018,65661,HT,26
2018,65703,HH,22
2018,65742,WO,33
2018,65764,HH,23
2018,65769,HH,23
2018,65802,SK,22
2018,65844,SS,22
2018,65856,SK,30
2018,65896,SK,22
2018,65908,NC,22
2018,65933,NC,21
2018,65964,NC,22
2018,66018,WO,27
2018,66047,KT,21
2018,66052,KT,27
2018,66064,KT,21
2018,66068,WO,21
2018,66098,KT,25
2018,66108,LG,25
2018,66112,LG,21
2018,66145,LG,21
2018,66160,OB,21
2018,66162,LG,20
2018,66201,OB,25
2018,66207,OB,22
2018,66209,OB,25
2018,66291,OB,21
2018,66354,WO,21
2018,66357,WO,21
2018,66392,WO,25
2018,66397,WO,22
2018,66398,WO,21
2018,66399,WO,21
2018,66406,SS,25
2018,66444,SS,26
2018,66451,SS,21
2018,66462,SS,25
2018,66469,SS,21
2018,66492,SS,26
2018,66504,LT,22
2018,66508,LT,27
2018,66558,LT,21
2018,66606,HT,21
2018,66609,HT,22
2018,66615,HT,21
2018,66643,HT,31
2018,66662,HT,20
2018,66702,HH,22
2018,66704,HH,21
2018,66706,HH,25
2018,66710,HH,21
2018,66715,HH,24
2018,66716,HH,25
2018,66741,HH,25
2018,66804,HT,25
2018,66833,SK,21
2018,66838,SK,28
2018,66858,SK,21
2018,66859,SK,25
2018,66864,SK,21
2018,66917,NC,21
2018,66920,NC,21
2018,66960,NC,28
2018,66965,NC,25
2018,66968,NC,25
2018,66992,NC,25
2018,67005,KT,21
2018,67025,KT,28
2018,67048,KT,21
2018,67066,KT,21
2018,67119,LG,20
2018,67122,LG,20
2018,67143,LG,20
2018,67202,OB,20
2018,67207,OB,20
2018,67246,OB,25
2018,67263,OB,24
2018,67266,OB,20
2018,67304,WO,19
2018,67313,WO,30
2018,67341,WO,20
2018,67360,WO,20
2018,67394,WO,29
2018,67421,SS,20
2018,67443,SS,21
2018,67449,SS,19
2018,67450,SS,32
2018,67454,LT,24
2018,67467,SS,20
2018,67539,LT,20
2018,67588,LT,19
2018,67598,LT,28
2018,67603,WO,19
2018,67610,HT,19
2018,67640,HT,20
2018,67645,HT,29
2018,67650,HT,34
2018,67668,HT,20
2018,67703,HH,24
2018,67737,HH,26
2018,67760,HH,23
2018,67762,HH,20
2018,67768,HH,20
2018,67828,WO,24
2018,67840,SK,31
2018,67863,SK,20
2018,67872,SK,33
2018,67893,SK,20
2018,67935,NC,31
2018,67944,NC,27
2018,67993,NC,19
2018,68036,KT,19
2018,68043,KT,19
2018,68050,KT,19
2018,68067,KT,22
2018,68068,KT,19
2018,68069,KT,19
2018,68092,KT,21
2018,68097,KT,19
2018,68100,LG,19
2018,68103,LG,33
2018,68119,LG,21
2018,68130,LG,19
2018,68135,LG,29
2018,68157,LG,23
2018,68159,LG,19
2018,68200,OB,19
2018,68201,OB,23
2018,68204,OB,19
2018,68205,OB,19
2018,68207,OB,20
2018,68208,OB,19
2018,68209,OB,19
2018,68211,OB,23
2018,68220,OB,19
2018,68240,OB,30
2018,68242,OB,19
2018,68244,OB,30
2018,68245,OB,32
2018,68249,OB,19
2018,68260,OB,25
2018,68302,WO,19
2018,68330,WO,19
2018,68341,WO,19
2018,68345,WO,31
2018,68346,WO,20
2018,68362,WO,19
2018,68400,SS,28
2018,68415,SS,19
2018,68419,SS,23
2018,68435,SS,31
2018,68453,SS,19
2018,68454,SS,19
2018,68463,SS,19
2018,68466,SS,23
2018,68468,SS,19
2018,68504,LT,23
2018,68525,LT,19
2018,68526,LT,31
2018,68529,LT,20
2018,68556,LT,23
2018,68585,LT,20
2018,68589,LT,23
2018,68639,HT,19
2018,68646,HT,19
2018,68659,HT,19
2018,68661,HT,23
2018,68669,HT,19
2018,68701,HH,18
2018,68703,HH,19
2018,68707,HH,19
2018,68730,HH,29
2018,68742,HH,28
2018,68743,HH,18
2018,68748,HH,27
2018,68794,HH,31
2018,68797,HH,19
2018,68798,HH,19
2018,68815,SK,29
2018,68830,SK,19
2018,68848,SK,19
2018,68856,SK,19
2018,68868,SK,19
2018,68869,SK,19
2018,68896,SK,20
2018,68900,NC,18
2018,68901,NC,19
2018,68904,NC,18
2018,68906,NC,20
2018,68908,NC,19
2018,68909,NC,20
2018,68912,NC,19
2018,68928,NC,19
2018,68948,NC,26
2018,68953,NC,28
2018,68968,NC,24
2018,70410,HT,37
2018,70425,HH,37
2018,70553,KT,37
2018,70756,HT,37
2018,71118,LG,35
2018,71184,SK,37
2018,71347,HH,36
2018,71432,SS,39
2018,71552,NC,35
2018,71564,LT,36
2018,71752,HH,36
2018,71837,SK,36
2018,71842,LG,36
2018,71845,SK,36
2018,71848,SK,37
2018,72133,LG,39
2018,72443,HT,35
2018,72447,HH,35
2018,72456,SS,35
2018,72466,SS,35
2018,72523,LT,35
2018,72535,LT,36
2018,72546,LT,35
2018,72551,LT,39
2018,72559,HT,35
2018,72860,SK,37
2018,72862,LT,35
2018,73113,KT,34
2018,73117,SS,33
2018,73136,HH,34
2018,73153,KT,35
2018,73209,SK,34
2018,73211,LT,34
2018,73213,NC,38
2018,73248,OB,37
2018,73306,NC,34
2018,73339,NC,38
2018,73342,WO,38
2018,73606,HT,34
2018,73632,SK,34
2018,73738,HH,34
2018,73750,HH,34
2018,73801,HH,34
2018,74163,HH,33
2018,74167,HH,37
2018,74206,OB,33
2018,74215,KT,33
2018,74339,KT,37
2018,74358,NC,33
2018,74359,WO,33
2018,74454,SS,37
2018,74465,NC,33
2018,74513,OB,33
2018,74540,SS,33
2018,74543,OB,33
2018,74605,HT,33
2018,74630,SS,33
2018,74729,HH,33
2018,74731,HH,33
2018,74748,SK,34
2018,74823,LG,33
2018,74838,SK,33
2018,74846,SK,37
2018,74857,HH,33
2018,75125,WO,32
2018,75138,SK,36
2018,75149,KT,32
2018,75151,SK,32
2018,75250,SK,36
2018,75258,KT,32
2018,75321,LT,36
2018,75334,OB,32
2018,75340,SK,32
2018,75342,WO,32
2018,75537,LT,33
2018,75566,SS,32
2018,75620,HT,32
2018,75668,HT,32
2018,75730,KT,32
2018,75808,HH,36
2018,75847,SK,31
2018,75867,NC,33
2018,76100,LT,35
2018,76118,NC,31
2018,76158,SK,30
2018,76225,LT,30
2018,76232,OB,31
2018,76249,LT,31
2018,76267,OB,30
2018,76290,LG,30
2018,76313,KT,31
2018,76329,OB,35
2018,76350,HT,31
2018,76355,SS,35
2018,76368,HT,31
2018,76430,WO,30
2018,76455,LG,31
2018,76461,SS,31
2018,76509,LT,31
2018,76540,LT,31
2018,76610,SS,31
2018,76639,HT,31
2018,76650,LG,32
2018,76653,HT,31
2018,76720,NC,31
2018,76746,WO,34
2018,76753,HH,35
2018,76757,NC,32
2018,76802,SK,31
2018,76812,SK,30
2018,76849,HT,31
2018,76858,SK,35
2018,76869,SK,31
2018,77147,LG,38
2018,77211,OB,29
2018,77243,SK,34
2018,77248,OB,33
2018,77263,OB,30
2018,77318,LT,31
2018,77446,SS,31
2018,77452,HH,35
2018,77462,KT,30
2018,77463,LT,36
2018,77466,SS,29
2018,77532,LT,30
2018,77563,KT,30
2018,77564,WO,30
2018,77591,LT,38
2018,77637,HT,30
2018,77648,HT,34
2018,77654,KT,30
2018,77748,HH,31
2018,77829,SK,30
2018,77927,SS,30
2018,78135,LG,29
2018,78148,LG,28
2018,78168,WO,29
2018,78217,LG,33
2018,78224,OB,30
2018,78247,OB,28
2018,78248,KT,34
2018,78288,HH,29
2018,78352,NC,33
2018,78361,KT,29
2018,78366,NC,29
2018,78467,HT,33
2018,78513,LT,32
2018,78517,KT,29
2018,78536,LT,34
2018,78548,KT,28
2018,78552,HH,33
2018,78566,LT,29
2018,78603,HT,29
2018,78629,HT,33
2018,78643,HT,29
2018,78753,KT,30
2018,78756,HH,29
2018,78813,NC,33
2018,78819,SK,31
2018,79109,LG,28
2018,79113,LG,28
2018,79130,SK,28
2018,79140,LG,29
2018,79150,LG,28
2018,79191,KT,32
2018,79192,LG,28
2018,79198,LG,32
2018,79215,OB,28
2018,79222,OB,28
2018,79229,OB,32
2018,79231,OB,28
2018,79240,OB,28
2018,79290,OB,29
2018,79293,LT,33
2018,79300,WO,32
2018,79334,WO,28
2018,79339,LG,28
2018,79356,LT,31
2018,79358,NC,28
2018,79364,NC,32
2018,79365,WO,28
2018,79402,SS,28
2018,79440,SS,28
2018,79453,KT,32
2018,79456,SS,32
2018,79465,SS,32
2018,79530,OB,28
2018,79535,OB,28
2018,79545,LT,29
2018,79608,HT,28
2018,79617,HT,28
2018,79705,HH,33
2018,79764,HH,28
2018,79791,SS,33
2018,79825,LG,32
2018,79847,SK,28
2018,95657,HT,42
2018,99445,SS,38
2018,99563,KT,38
2018,99606,HT,38
2018,99737,HH,42
2018,99810,KT,38
2019,60100,HH,31
2019,60140,HH,32
2019,60146,SS,28
2019,60181,LG,31
2019,60184,HH,28
2019,60263,NC,29
2019,60288,SS,28
2019,60336,WO,28
2019,60337,KT,28
2019,60339,NC,28
2019,60343,KT,32
2019,60523,LT,32
2019,60558,KT,28
2019,60559,LT,30
2019,60566,NC,30
2019,60605,HT,32
2019,60634,HT,28
2019,60648,HT,28
2019,60757,HH,28
2019,60764,KT,28
2019,60768,HH,29
2019,60805,HH,32
2019,60841,SK,28
2019,60845,LG,32
2019,61101,LG,27
2019,61102,LG,27
2019,61104,OB,31
2019,61114,LG,30
2019,61145,LG,27
2019,61186,LG,31
2019,61197,SS,31
2019,61204,LT,31
2019,61208,OB,31
2019,61214,OB,27
2019,61268,WO,27
2019,61295,OB,27
2019,61329,NC,31
2019,61353,SK,30
2019,61360,OB,27
2019,61365,SS,31
2019,61396,OB,27
2019,61404,SS,31
2019,61456,WO,27
2019,61457,SS,31
2019,61554,HH,30
2019,61565,LT,28
2019,61566,LT,27
2019,61591,LT,32
2019,61643,HT,27
2019,61652,SK,31
2019,61666,HT,26
2019,61700,HH,27
2019,61743,SK,27
2019,61767,HH,27
2019,61869,SK,27
2019,61895,SK,27
2019,61896,SK,27
2019,61962,LG,31
2019,62025,NC,30
2019,62056,SK,31
2019,62146,LG,30
2019,62160,SK,25
2019,62164,LG,30
2019,62234,OB,25
2019,62242,OB,30
2019,62244,OB,29
2019,62263,OB,26
2019,62265,HT,30
2019,62294,OB,26
2019,62353,WO,30
2019,62356,WO,26
2019,62360,WO,27
2019,62363,WO,26
2019,62404,SS,26
2019,62409,SS,30
2019,62415,SS,29
2019,62499,SS,26
2019,62528,LT,26
2019,62537,NC,29
2019,62556,LT,30
2019,62558,LT,25
2019,62595,LT,31
2019,62611,HH,30
2019,62637,HT,30
2019,62648,HT,26
2019,62655,LT,30
2019,62668,HT,30
2019,62698,SK,34
2019,62700,HH,25
2019,62754,HT,26
2019,62770,HH,26
2019,62797,HH,30
2019,62802,KT,27
2019,62864,HT,30
2019,62869,SK,30
2019,62884,SK,25
2019,62893,HT,30
2019,62895,SK,30
2019,62907,NC,26
2019,62908,HT,26
2019,62920,NC,30
2019,62921,NC,26
2019,62925,NC,26
2019,62929,NC,26
2019,62931,NC,30
2019,62934,NC,26
2019,62937,WO,30
2019,62947,NC,30
2019,62951,OB,25
2019,63088,KT,32
2019,63103,LG,30
2019,63104,KT,29
2019,63111,LG,36
2019,63123,SK,25
2019,63145,LG,25
2019,63202,OB,25
2019,63248,OB,24
2019,63257,OB,25
2019,63260,HT,25
2019,63292,OB,24
2019,63342,WO,25
2019,63348,WO,30
2019,63360,LG,26
2019,63440,OB,30
2019,63448,KT,26
2019,63450,SK,25
2019,63512,LT,25
2019,63543,LT,29
2019,63558,LT,25
2019,63559,OB,29
2019,63593,LT,29
2019,63619,WO,30
2019,63628,HT,30
2019,63636,HT,29
2019,63638,HT,27
2019,63700,HH,25
2019,63703,HH,25
2019,63704,SK,29
2019,63722,HT,25
2019,63749,HH,25
2019,63765,HH,25
2019,63791,HH,30
2019,63895,SK,25
2019,63903,NC,25
2019,63905,LG,25
2019,63913,LG,29
2019,63920,NC,28
2019,63936,NC,29
2019,63950,NC,24
2019,63959,NC,29
2019,63960,WO,29
2019,63961,HH,25
2019,63963,NC,29
2019,63991,NC,29
2019,64004,KT,24
2019,64006,KT,24
2019,64007,KT,28
2019,64011,KT,27
2019,64012,KT,28
2019,64014,KT,29
2019,64021,LT,24
2019,64022,LT,24
2019,64029,KT,24
2019,64047,KT,25
2019,64051,WO,28
2019,64086,OB,29
2019,64100,LG,24
2019,64117,LG,28
2019,64155,LG,24
2019,64164,LG,24
2019,64166,KT,24
2019,64213,OB,28
2019,64260,OB,24
2019,64266,SS,27
2019,64300,WO,24
2019,64340,WO,24
2019,64346,WO,24
2019,64350,WO,24
2019,64407,SS,24
2019,64410,SS,29
2019,64464,SS,24
2019,64468,SS,23
2019,64469,SS,25
2019,64493,SS,28
2019,64499,SS,28
2019,64501,LT,24
2019,64504,LT,27
2019,64554,HH,27
2019,64560,HT,28
2019,64565,LT,28
2019,64602,HT,28
2019,64615,HT,24
2019,64646,HT,24
2019,64657,HT,28
2019,64706,HH,28
2019,64717,HH,25
2019,64718,LT,27
2019,64724,HH,28
2019,64759,HH,27
2019,64760,HH,24
2019,64768,SK,24
2019,64769,SS,28
2019,64793,SS,28
2019,64802,SK,27
2019,64803,SK,28
2019,64805,SK,24
2019,64868,KT,30
2019,64893,SK,27
2019,64906,KT,27
2019,64984,NC,24
2019,64995,NC,24
2019,65042,NC,26
2019,65048,KT,27
2019,65056,KT,23
2019,65058,KT,23
2019,65060,KT,24
2019,65062,KT,29
2019,65064,OB,27
2019,65067,LT,28
2019,65109,LG,24
2019,65117,LG,23
2019,65132,LG,23
2019,65136,LG,28
2019,65207,LG,23
2019,65269,OB,23
2019,65304,WO,26
2019,65320,WO,22
2019,65343,SK,23
2019,65357,WO,23
2019,65362,WO,23
2019,65398,WO,28
2019,65399,WO,29
2019,65462,SS,24
2019,65464,HT,23
2019,65496,SS,23
2019,65509,LT,23
2019,65515,LT,27
2019,65516,KT,23
2019,65543,OB,32
2019,65546,LT,31
2019,65586,LT,27
2019,65610,HT,23
2019,65616,HT,26
2019,65618,HT,28
2019,65639,HT,23
2019,65643,HT,27
2019,65653,HT,27
2019,65665,HT,27
2019,65696,HT,27
2019,65764,HH,24
2019,65769,HH,24
2019,65801,SK,23
2019,65827,KT,23
2019,65869,SK,27
2019,65898,WO,23
2019,65905,NC,23
2019,65933,NC,22
2019,65964,NC,23
2019,66018,WO,28
2019,66047,KT,22
2019,66052,SK,28
2019,66064,KT,22
2019,66068,WO,22
2019,66108,LG,26
2019,66112,LG,22
2019,66145,LG,22
2019,66160,OB,22
2019,66203,OB,26
2019,66207,OB,23
2019,66291,OB,22
2019,66354,WO,22
2019,66392,WO,26
2019,66398,WO,22
2019,66409,SS,26
2019,66444,SK,27
2019,66451,SS,22
2019,66462,SS,26
2019,66469,SS,22
2019,66492,SS,27
2019,66493,SS,26
2019,66504,LT,23
2019,66508,LT,28
2019,66557,LT,23
2019,66606,HT,22
2019,66609,HT,23
2019,66615,HT,22
2019,66657,HT,22
2019,66662,HT,21
2019,66702,HH,23
2019,66704,HH,22
2019,66706,HH,26
2019,66707,HH,22
2019,66715,HH,25
2019,66741,HH,26
2019,66749,HH,26
2019,66802,SK,22
2019,66833,SK,22
2019,66838,SS,29
2019,66859,SK,26
2019,66864,SK,22
2019,66917,NC,22
2019,66920,NC,22
2019,66960,NC,29
2019,67006,KT,21
2019,67008,KT,30
2019,67025,KT,29
2019,67045,KT,21
2019,67048,KT,22
2019,67066,KT,22
2019,67092,KT,24
2019,67116,LG,21
2019,67119,LG,21
2019,67122,LG,21
2019,67123,LG,21
2019,67202,OB,21
2019,67207,OB,21
2019,67263,OB,25
2019,67266,OB,21
2019,67304,WO,20
2019,67313,WO,31
2019,67341,WO,21
2019,67365,WO,21
2019,67391,WO,21
2019,67419,SS,24
2019,67421,SS,21
2019,67443,SS,22
2019,67450,SS,33
2019,67467,SS,21
2019,67504,LT,21
2019,67539,LT,21
2019,67588,LT,20
2019,67603,WO,20
2019,67604,HT,21
2019,67610,HT,20
2019,67640,HT,21
2019,67644,HT,25
2019,67646,HT,25
2019,67703,HH,25
2019,67737,HH,27
2019,67762,HH,21
2019,67828,WO,25
2019,67863,SK,21
2019,67872,SK,34
2019,67944,NC,28
2019,67962,NC,20
2019,68036,KT,20
2019,68043,KT,20
2019,68050,KT,20
2019,68067,KT,23
2019,68068,KT,20
2019,68069,KT,20
2019,68097,KT,20
2019,68100,LG,20
2019,68130,LG,20
2019,68135,LG,30
2019,68157,LG,24
2019,68159,LG,20
2019,68200,OB,20
2019,68204,OB,20
2019,68205,OB,20
2019,68211,OB,24
2019,68240,OB,31
2019,68249,OB,20
2019,68269,OB,21
2019,68302,WO,20
2019,68330,WO,20
2019,68341,WO,20
2019,68345,WO,32
2019,68346,WO,21
2019,68362,WO,20
2019,68403,SS,20
2019,68407,SS,20
2019,68415,SS,20
2019,68419,SS,24
2019,68453,SS,20
2019,68454,SS,20
2019,68463,SS,20
2019,68466,SS,24
2019,68468,SS,20
2019,68501,LT,20
2019,68518,LT,20
2019,68525,LT,20
2019,68529,LT,21
2019,68556,LT,24
2019,68614,HT,20
2019,68616,HT,21
2019,68639,HT,20
2019,68646,HT,20
2019,68700,HH,20
2019,68701,HH,19
2019,68703,HH,20
2019,68707,HH,20
2019,68730,HH,30
2019,68743,HH,19
2019,68815,SK,30
2019,68830,SK,20
2019,68848,SK,20
2019,68868,SK,20
2019,68869,SK,20
2019,68900,NC,19
2019,68901,NC,20
2019,68904,NC,19
2019,68906,NC,21
2019,68912,NC,20
2019,69032,KT,29
2019,69035,KT,19
2019,69041,KT,18
2019,69045,KT,27
2019,69047,KT,19
2019,69054,KT,24
2019,69055,KT,23
2019,69056,KT,19
2019,69068,KT,19
2019,69100,LG,22
2019,69103,LG,30
2019,69111,LG,25
2019,69134,LG,23
2019,69150,LG,28
2019,69158,LG,24
2019,69159,LG,20
2019,69165,LG,32
2019,69168,LG,19
2019,69203,OB,19
2019,69204,OB,19
2019,69205,OB,19
2019,69206,OB,21
2019,69207,OB,23
2019,69209,OB,31
2019,69238,OB,19
2019,69306,WO,23
2019,69328,WO,19
2019,69332,WO,19
2019,69343,WO,30
2019,69360,WO,20
2019,69393,WO,20
2019,69399,WO,26
2019,69403,SS,19
2019,69405,SS,29
2019,69413,SS,30
2019,69418,SS,19
2019,69428,SS,20
2019,69430,SS,19
2019,69435,SS,28
2019,69439,SS,27
2019,69442,SS,19
2019,69446,SS,19
2019,69453,SS,29
2019,69507,LT,19
2019,69508,LT,23
2019,69516,LT,19
2019,69517,LT,19
2019,69530,LT,28
2019,69539,LT,19
2019,69550,LT,25
2019,69569,LT,29
2019,69585,LT,19
2019,69594,LT,20
2019,69605,HT,32
2019,69620,HT,19
2019,69636,HT,23
2019,69640,HT,28
2019,69643,HT,19
2019,69645,HT,19
2019,69646,HT,27
2019,69652,HT,29
2019,69656,HT,29
2019,69727,HH,19
2019,69737,HH,19
2019,69744,HH,29
2019,69745,HH,19
2019,69748,HH,30
2019,69762,HH,23
2019,69766,HH,19
2019,69767,HH,19
2019,69802,SK,23
2019,69804,SK,24
2019,69813,SK,29
2019,69825,SK,19
2019,69839,SK,19
2019,69860,SK,26
2019,69861,LT,25
2019,69893,SK,19
2019,69901,NC,30
2019,69934,NC,28
2019,69940,NC,31
2019,69950,NC,28
2019,69953,NC,32
2019,69962,NC,19
2019,69965,NC,19
2019,69969,NC,20
2019,69974,NC,20
2019,69984,NC,19
2019,70410,HT,38
2019,70425,OB,38
2019,70756,HT,38
2019,71118,LG,36
2019,71184,LG,38
2019,71432,SS,40
2019,71564,LT,37
2019,71752,HH,37
2019,71837,SK,37
2019,71842,LG,37
2019,71845,SK,37
2019,72133,LG,40
2019,72443,HT,36
2019,72447,OB,36
2019,72456,SS,36
2019,72523,LT,36
2019,72546,LT,36
2019,72862,LT,36
2019,73113,KT,35
2019,73117,SS,34
2019,73136,HH,35
2019,73153,KT,36
2019,73209,SK,35
2019,73213,NC,39
2019,73248,OB,38
2019,73306,NC,35
2019,73342,WO,39
2019,73606,HT,35
2019,73738,HH,35
2019,73750,HH,35
2019,73801,LG,35
2019,74163,HH,34
2019,74167,LG,38
2019,74206,OB,34
2019,74215,KT,34
2019,74339,KT,38
2019,74359,WO,34
2019,74454,SS,38
2019,74465,NC,34
2019,74513,OB,34
2019,74540,SS,34
2019,74543,OB,34
2019,74605,HT,34
2019,74630,LT,34
2019,74729,HH,34
2019,74731,HH,34
2019,74748,SK,35
2019,74838,SK,34
2019,74846,SK,38
2019,74857,HH,34
2019,75125,WO,33
2019,75138,SK,37
2019,75151,SK,33
2019,75250,SK,37
2019,75258,KT,33
2019,75321,LT,37
2019,75334,OB,33
2019,75340,KT,33
