GDAY_DS,VISIT_KEY,HOME_KEY,STADIUM
20170620,WO,HH,대전
20170621,LT,KT,수원
20170621,NC,SK,문학
20170621,OB,HT,광주
20170621,SS,LG,잠실
20170621,WO,HH,대전
20170622,LT,KT,수원
20170622,NC,SK,문학
20170622,OB,HT,광주
20170622,SS,LG,잠실
20170622,WO,HH,대전
20170623,HH,SS,대구
20170623,HT,NC,마산
20170623,KT,SK,문학
20170623,LG,WO,고척
20170623,LT,OB,잠실
20170624,HH,SS,대구
20170624,HT,NC,마산
20170624,KT,SK,문학
20170624,LG,WO,고척
20170624,LT,OB,잠실
20170625,HH,SS,대구
20170625,HT,NC,마산
20170625,KT,SK,문학
20170625,LG,WO,고척
20170625,LT,OB,잠실
20170627,KT,HH,청주
20170627,LG,LT,사직
20170627,SK,OB,잠실
20170627,SS,HT,광주
20170627,WO,NC,마산
20170628,KT,HH,청주
20170628,LG,LT,사직
20170628,SK,OB,잠실
20170628,SS,HT,광주
20170628,WO,NC,마산
20170629,KT,HH,청주
20170629,SK,OB,잠실
20170629,SS,HT,광주
20170630,HT,LG,잠실
20170630,NC,LT,사직
20170630,OB,HH,대전
20170630,SS,SK,문학
20170630,WO,KT,수원
20170701,HT,LG,잠실
20170701,NC,LT,사직
20170701,OB,HH,대전
20170701,SS,SK,문학
20170702,HT,LG,잠실
20170702,NC,LT,사직
20170702,SS,SK,문학
20170702,WO,KT,수원
20170704,HH,WO,고척
20170704,HT,SK,문학
20170704,KT,OB,잠실
20170704,LT,SS,포항
20170705,HH,WO,고척
20170705,HT,SK,문학
20170705,KT,OB,잠실
20170705,LG,NC,마산
20170705,LT,SS,포항
20170706,HH,WO,고척
20170706,HT,SK,문학
20170706,LT,SS,포항
20170707,OB,NC,마산
20170707,SK,LT,사직
20170707,WO,SS,대구
20170708,HH,LG,잠실
20170708,HT,KT,수원
20170708,SK,LT,사직
20170708,WO,SS,대구
20170709,HH,LG,잠실
20170709,OB,NC,마산
20170709,SK,LT,사직
20170709,WO,SS,대구
20170711,LG,SK,문학
20170711,LT,HH,대전
20170711,NC,HT,광주
20170711,SS,KT,수원
20170711,WO,OB,잠실
20170712,LG,SK,문학
20170712,LT,HH,대전
20170712,NC,HT,광주
20170712,SS,KT,수원
20170712,WO,OB,잠실
20170713,LG,SK,문학
20170713,LT,HH,대전
20170713,NC,HT,광주
20170713,SS,KT,수원
20170713,WO,OB,잠실
20170718,HT,WO,고척
20170718,KT,LG,잠실
20170718,NC,HH,청주
20170718,OB,SK,문학
20170718,SS,LT,울산
20170719,HT,WO,고척
20170719,KT,LG,잠실
20170719,NC,HH,청주
20170719,OB,SK,문학
20170719,SS,LT,울산
20170720,HT,WO,고척
20170720,KT,LG,잠실
20170720,NC,HH,청주
20170720,OB,SK,문학
20170720,SS,LT,울산
20170721,HH,OB,잠실
20170721,KT,WO,고척
20170721,LG,SS,대구
20170721,LT,HT,광주
20170721,SK,NC,마산
20170722,HH,OB,잠실
20170722,KT,WO,고척
20170722,LT,HT,광주
20170722,SK,NC,마산
20170723,HH,OB,잠실
20170723,KT,WO,고척
20170723,LG,SS,대구
20170723,LT,HT,광주
20170723,SK,NC,마산
20170725,NC,SS,대구
20170725,OB,KT,수원
20170725,SK,HT,광주
20170725,WO,LG,잠실
20170726,HH,LT,사직
20170726,NC,SS,대구
20170726,OB,KT,수원
20170726,SK,HT,광주
20170726,WO,LG,잠실
20170727,HH,LT,사직
20170727,NC,SS,대구
20170727,OB,KT,수원
20170727,SK,HT,광주
20170727,WO,LG,잠실
20170728,HT,OB,잠실
20170728,LG,HH,대전
20170728,LT,SK,문학
20170728,NC,KT,수원
20170728,SS,WO,고척
20170729,HT,OB,잠실
20170729,LG,HH,대전
20170729,LT,SK,문학
20170729,NC,KT,수원
20170729,SS,WO,고척
20170730,HT,OB,잠실
20170730,LG,HH,대전
20170730,LT,SK,문학
20170730,NC,KT,수원
20170730,SS,WO,고척
20170801,HH,NC,마산
20170801,KT,HT,광주
20170801,LT,LG,잠실
20170801,OB,SS,대구
20170801,SK,WO,고척
20170802,HH,NC,마산
20170802,LT,LG,잠실
20170802,OB,SS,대구
20170802,SK,WO,고척
20170803,HH,NC,마산
20170803,KT,HT,광주
20170803,LT,LG,잠실
20170803,OB,SS,대구
20170803,SK,WO,고척
20170804,HT,HH,대전
20170804,OB,LG,잠실
20170804,SK,KT,수원
20170804,SS,NC,마산
20170804,WO,LT,사직
20170805,HT,HH,대전
20170805,OB,LG,잠실
20170805,SK,KT,수원
20170805,SS,NC,마산
20170805,WO,LT,사직
20170806,OB,LG,잠실
20170806,SK,KT,수원
20170806,SS,NC,마산
20170806,WO,LT,사직
20170808,HH,OB,잠실
20170808,KT,LT,사직
20170808,LG,SS,대구
20170808,NC,SK,문학
20170808,WO,HT,광주
20170809,HH,OB,잠실
20170809,KT,LT,사직
20170809,LG,SS,대구
20170809,NC,SK,문학
20170809,WO,HT,광주
20170810,LT,NC,마산
20170810,OB,WO,고척
20170810,SK,LG,잠실
20170811,HT,KT,수원
20170811,LT,NC,마산
20170811,OB,WO,고척
20170811,SK,LG,잠실
20170811,SS,HH,대전
20170812,HH,WO,고척
20170812,KT,SK,문학
20170812,LG,HT,광주
20170812,LT,SS,대구
20170812,NC,OB,잠실
20170813,HH,WO,고척
20170813,KT,SK,문학
20170813,LT,SS,대구
20170813,NC,OB,잠실
20170815,NC,HT,광주
20170815,OB,LT,사직
20170816,KT,LG,잠실
20170816,NC,HT,광주
20170816,OB,LT,사직
20170816,SK,HH,대전
20170816,WO,SS,대구
20170817,HH,NC,마산
20170817,HT,OB,잠실
20170817,LG,SK,문학
20170817,LT,WO,고척
20170817,SS,KT,수원
20170818,HH,NC,마산
20170818,HT,OB,잠실
20170818,LG,SK,문학
20170818,LT,WO,고척
20170818,SS,KT,수원
20170819,LT,HH,대전
20170819,NC,WO,고척
20170819,OB,KT,수원
20170819,SK,HT,광주
20170819,SS,LG,잠실
20170820,LT,HH,대전
20170820,NC,WO,고척
20170820,OB,KT,수원
20170822,HH,KT,수원
20170822,LT,HT,광주
20170822,NC,LG,잠실
20170822,OB,SK,문학
20170822,SS,WO,고척
20170823,HH,KT,수원
20170823,LT,HT,광주
20170823,NC,LG,잠실
20170823,OB,SK,문학
20170823,SS,WO,고척
20170824,KT,NC,마산
20170824,LG,LT,사직
20170824,SK,SS,대구
20170824,WO,OB,잠실
20170825,HT,HH,대전
20170825,KT,NC,마산
20170825,LG,LT,사직
20170825,SK,SS,대구
20170825,WO,OB,잠실
20170826,HH,SK,문학
20170826,HT,NC,마산
20170826,KT,SS,대구
20170826,LG,OB,잠실
20170826,WO,LT,사직
20170827,HH,SK,문학
20170827,HT,NC,마산
20170827,KT,SS,대구
20170827,LG,OB,잠실
20170827,WO,LT,사직
20170829,HT,SS,대구
20170829,LG,HH,대전
20170829,LT,OB,잠실
20170829,NC,KT,수원
20170829,SK,WO,고척
20170830,HT,SS,대구
20170830,LG,HH,대전
20170830,LT,OB,잠실
20170830,NC,KT,수원
20170830,SK,WO,고척
20170831,KT,HH,대전
20170831,NC,LT,사직
20170831,OB,HT,광주
20170831,SS,SK,문학
20170831,WO,LG,잠실
20170901,KT,HH,대전
20170901,NC,LT,사직
20170901,OB,HT,광주
20170901,SS,SK,문학
20170901,WO,LG,잠실
20170902,HH,LT,사직
20170902,HT,WO,고척
20170902,LG,NC,마산
20170902,SK,KT,수원
20170902,SS,OB,잠실
20170903,HH,LT,사직
20170903,HT,WO,고척
20170903,LG,NC,마산
20170903,SK,KT,수원
20170903,SS,OB,잠실
20170905,HT,LG,잠실
20170905,LT,SK,문학
20170905,NC,SS,대구
20170905,OB,HH,대전
20170905,WO,KT,수원
20170906,HT,LG,잠실
20170906,OB,HH,대전
20170906,WO,KT,수원
20170907,HH,HT,광주
20170907,KT,OB,잠실
20170907,LG,WO,고척
20170907,SK,NC,마산
20170907,SS,LT,사직
20170908,HH,HT,광주
20170908,KT,OB,잠실
20170908,LG,WO,고척
20170908,SK,NC,마산
20170908,SS,LT,사직
20170909,LT,KT,수원
20170909,NC,HH,대전
20170909,OB,LG,잠실
20170909,SS,HT,광주
20170909,WO,SK,문학
20170910,LT,KT,수원
20170910,NC,HH,대전
20170910,OB,LG,잠실
20170910,SS,HT,광주
20170910,WO,SK,문학
20170912,HH,SS,대구
20170912,HT,SK,문학
20170912,KT,WO,고척
20170912,LT,LG,잠실
20170912,OB,NC,마산
20170913,HH,SS,대구
20170913,HT,SK,문학
20170913,KT,WO,고척
20170913,LT,LG,잠실
20170913,OB,NC,마산
20170914,HT,LT,사직
20170914,LG,KT,수원
20170914,SK,OB,잠실
20170914,SS,NC,마산
20170914,WO,HH,대전
20170915,HT,LT,사직
20170915,LG,KT,수원
20170915,SK,OB,잠실
20170915,SS,NC,마산
20170915,WO,HH,대전
20170916,HH,LG,잠실
20170916,KT,HT,광주
20170916,OB,SS,대구
20170916,SK,LT,사직
20170916,WO,NC,마산
20170917,HH,LG,잠실
20170917,KT,HT,광주
20170917,OB,SS,대구
20170917,SK,LT,사직
20170917,WO,NC,마산
20170919,KT,LG,잠실
20170919,OB,LT,사직
20170919,SK,HT,광주
20170920,HH,LG,잠실
20170920,OB,NC,마산
20170920,SK,HT,광주
20170921,LG,SS,대구
20170921,WO,KT,수원
20170922,LG,SS,대구
20170922,LT,HH,대전
20170922,OB,HT,광주
20170923,KT,HT,광주
20170923,LG,NC,마산
20170923,SS,HH,대전
20170923,WO,LT,사직
20170924,HH,HT,광주
20170924,KT,OB,잠실
20170924,LG,NC,마산
20170926,HH,LT,사직
20170926,LG,HT,광주
20170927,NC,SS,대구
20170927,OB,KT,수원
20170928,HT,HH,대전
20170928,LG,KT,수원
20170929,HT,HH,대전
20170929,LT,SK,문학
20170929,OB,LG,잠실
20170929,WO,NC,마산
20170930,SK,HH,대전
20170930,SS,LG,잠실
20170930,WO,NC,마산
20171001,HT,KT,수원
20171001,OB,HH,대전
20171001,SS,LG,잠실
20171002,HT,KT,수원
20171003,HT,KT,수원
20171003,LG,LT,사직
20171003,NC,HH,대전
20171003,SK,OB,잠실
20171003,WO,SS,대구
20180324,HH,WO,고척
20180324,KT,HT,광주
20180324,LG,NC,마산
20180324,LT,SK,문학
20180324,SS,OB,잠실
20180325,HH,WO,고척
20180325,KT,HT,광주
20180325,LG,NC,마산
20180325,LT,SK,문학
20180325,SS,OB,잠실
20180327,HH,NC,마산
20180327,KT,SK,문학
20180327,LG,WO,고척
20180327,LT,OB,잠실
20180327,SS,HT,광주
20180328,HH,NC,마산
20180328,KT,SK,문학
20180328,LG,WO,고척
20180328,LT,OB,잠실
20180328,SS,HT,광주
20180329,HH,NC,마산
20180329,KT,SK,문학
20180329,LG,WO,고척
20180329,LT,OB,잠실
20180329,SS,HT,광주
20180330,HT,LG,잠실
20180330,NC,LT,사직
20180330,OB,KT,수원
20180330,SK,HH,대전
20180330,WO,SS,대구
20180331,HT,LG,잠실
20180331,NC,LT,사직
20180331,OB,KT,수원
20180331,SK,HH,대전
20180331,WO,SS,대구
20180401,HT,LG,잠실
20180401,NC,LT,사직
20180401,OB,KT,수원
20180401,SK,HH,대전
20180401,WO,SS,대구
20180403,HT,SK,문학
20180403,KT,WO,고척
20180403,LG,OB,잠실
20180403,LT,HH,대전
20180403,SS,NC,마산
20180404,HT,SK,문학
20180404,KT,WO,고척
20180404,LG,OB,잠실
20180404,LT,HH,대전
20180404,SS,NC,마산
20180405,KT,WO,고척
20180405,SS,NC,마산
20180406,LG,LT,사직
20180406,WO,HT,광주
20180407,HH,KT,수원
20180407,LG,LT,사직
20180407,NC,OB,잠실
20180407,SS,SK,문학
20180407,WO,HT,광주
20180408,HH,KT,수원
20180408,LG,LT,사직
20180408,NC,OB,잠실
20180408,SS,SK,문학
20180408,WO,HT,광주
20180410,HT,HH,대전
20180410,KT,NC,마산
20180410,OB,SS,대구
20180410,SK,LG,잠실
20180410,WO,LT,울산
20180411,HT,HH,대전
20180411,KT,NC,마산
20180411,OB,SS,대구
20180411,SK,LG,잠실
20180411,WO,LT,울산
20180412,HT,HH,대전
20180412,KT,NC,마산
20180412,OB,SS,대구
20180412,SK,LG,잠실
20180412,WO,LT,울산
20180413,KT,LG,잠실
20180413,LT,HT,광주
20180413,NC,SK,문학
20180413,OB,WO,고척
20180413,SS,HH,대전
20180414,KT,LG,잠실
20180414,NC,SK,문학
20180414,OB,WO,고척
20180414,SS,HH,대전
20180415,KT,LG,잠실
20180415,NC,SK,문학
20180415,OB,WO,고척
20180415,SS,HH,대전
20180417,HH,OB,잠실
20180417,LG,HT,광주
20180417,NC,WO,고척
20180417,SK,KT,수원
20180417,SS,LT,사직
20180418,HH,OB,잠실
20180418,LG,HT,광주
20180418,NC,WO,고척
20180418,SK,KT,수원
20180418,SS,LT,사직
20180419,HH,OB,잠실
20180419,LG,HT,광주
20180419,NC,WO,고척
20180419,SK,KT,수원
20180419,SS,LT,사직
20180420,HT,OB,잠실
20180420,KT,SS,대구
20180420,LG,NC,마산
20180420,SK,LT,사직
20180420,WO,HH,대전
20180421,HT,OB,잠실
20180421,KT,SS,대구
20180421,LG,NC,마산
20180421,SK,LT,사직
20180421,WO,HH,대전
20180422,HT,OB,잠실
20180422,KT,SS,대구
20180422,LG,NC,마산
20180422,SK,LT,사직
20180422,WO,HH,대전
20180424,LT,KT,수원
20180424,NC,SS,대구
20180424,OB,SK,문학
20180424,WO,LG,잠실
20180425,HH,HT,광주
20180425,LT,KT,수원
20180425,NC,SS,대구
20180425,OB,SK,문학
20180425,WO,LG,잠실
20180426,HH,HT,광주
20180426,LT,KT,수원
20180426,NC,SS,대구
20180426,OB,SK,문학
20180426,WO,LG,잠실
20180427,HH,LT,사직
20180427,HT,KT,수원
20180427,OB,NC,마산
20180427,SK,WO,고척
20180427,SS,LG,잠실
20180428,HH,LT,사직
20180428,HT,KT,수원
20180428,OB,NC,마산
20180428,SK,WO,고척
20180428,SS,LG,잠실
20180429,HH,LT,사직
20180429,HT,KT,수원
20180429,OB,NC,마산
20180429,SK,WO,고척
20180429,SS,LG,잠실
20180501,HT,LT,사직
20180501,KT,OB,잠실
20180501,LG,HH,대전
20180501,SK,SS,대구
20180501,WO,NC,마산
20180502,HT,LT,사직
20180502,LG,HH,대전
20180502,SK,SS,대구
20180502,WO,NC,마산
20180503,HT,LT,사직
20180503,KT,OB,잠실
20180503,LG,HH,대전
20180503,SK,SS,대구
20180503,WO,NC,마산
20180504,HH,SS,대구
20180504,LT,SK,문학
20180504,NC,HT,광주
20180504,OB,LG,잠실
20180504,WO,KT,수원
20180505,HH,SS,대구
20180505,LT,SK,문학
20180505,NC,HT,광주
20180505,OB,LG,잠실
20180505,WO,KT,수원
20180506,NC,HT,광주
20180506,OB,LG,잠실
20180508,HH,WO,고척
20180508,LT,LG,잠실
20180508,OB,HT,광주
20180508,SK,NC,마산
20180508,SS,KT,수원
20180509,HH,WO,고척
20180509,LT,LG,잠실
20180509,OB,HT,광주
20180509,SK,NC,마산
20180509,SS,KT,수원
20180510,HH,WO,고척
20180510,LT,LG,잠실
20180510,OB,HT,광주
20180510,SK,NC,마산
20180510,SS,KT,수원
20180511,HT,SS,대구
20180511,KT,LT,사직
20180511,LG,SK,문학
20180511,NC,HH,대전
20180511,WO,OB,잠실
20180513,HT,SS,대구
20180513,KT,LT,사직
20180513,LG,SK,문학
20180513,NC,HH,대전
20180513,WO,OB,잠실
20180515,HT,WO,고척
20180515,KT,HH,대전
20180515,LG,SS,포항
20180515,LT,NC,마산
20180515,SK,OB,잠실
20180516,HT,WO,고척
20180516,KT,HH,대전
20180516,LG,SS,포항
20180516,SK,OB,잠실
20180517,HT,WO,고척
20180517,KT,HH,대전
20180517,LG,SS,포항
20180517,LT,NC,마산
20180518,HH,LG,잠실
20180518,NC,KT,수원
20180518,OB,LT,사직
20180518,SK,HT,광주
20180518,SS,WO,고척
20180519,HH,LG,잠실
20180519,NC,KT,수원
20180519,OB,LT,사직
20180519,SK,HT,광주
20180519,SS,WO,고척
20180520,HH,LG,잠실
20180520,NC,KT,수원
20180520,OB,LT,사직
20180520,SK,HT,광주
20180520,SS,WO,고척
20180522,KT,HT,광주
20180522,LT,SS,대구
20180522,NC,LG,잠실
20180522,OB,HH,대전
20180522,WO,SK,문학
20180523,KT,HT,광주
20180523,LT,SS,대구
20180523,NC,LG,잠실
20180523,OB,HH,대전
20180523,WO,SK,문학
20180524,KT,HT,광주
20180524,LT,SS,대구
20180524,NC,LG,잠실
20180524,OB,HH,대전
20180524,WO,SK,문학
20180525,HH,SK,문학
20180525,HT,NC,마산
20180525,LG,KT,수원
20180525,LT,WO,고척
20180525,SS,OB,잠실
20180526,HH,SK,문학
20180526,HT,NC,마산
20180526,LG,KT,수원
20180526,LT,WO,고척
20180526,SS,OB,잠실
20180527,HH,SK,문학
20180527,HT,NC,마산
20180527,LG,KT,수원
20180527,LT,WO,고척
20180527,SS,OB,잠실
20180529,KT,SS,대구
20180529,LG,LT,사직
20180529,NC,HH,대전
20180529,WO,HT,광주
20180530,KT,SS,대구
20180530,LG,LT,사직
20180530,NC,HH,대전
20180530,SK,OB,잠실
20180530,WO,HT,광주
20180531,KT,SS,대구
20180531,LG,LT,사직
20180531,NC,HH,대전
20180531,SK,OB,잠실
20180531,WO,HT,광주
20180601,HH,LT,사직
20180601,KT,SK,문학
20180601,OB,HT,광주
20180601,SS,NC,마산
20180601,WO,LG,잠실
20180602,HH,LT,사직
20180602,KT,SK,문학
20180602,OB,HT,광주
20180602,SS,NC,마산
20180602,WO,LG,잠실
20180603,HH,LT,사직
20180603,KT,SK,문학
20180603,OB,HT,광주
20180603,SS,NC,마산
20180603,WO,LG,잠실
20180605,HH,LG,잠실
20180605,HT,KT,수원
20180605,LT,NC,마산
20180605,OB,WO,고척
20180605,SS,SK,문학
20180606,HH,LG,잠실
20180606,HT,KT,수원
20180606,LT,NC,마산
20180606,OB,WO,고척
20180606,SS,SK,문학
20180607,HH,LG,잠실
20180607,HT,KT,수원
20180607,LT,NC,마산
20180607,OB,WO,고척
20180607,SS,SK,문학
20180608,HT,LT,사직
20180608,LG,SS,대구
20180608,NC,OB,잠실
20180608,SK,HH,대전
20180608,WO,KT,수원
20180609,HT,LT,사직
20180609,LG,SS,대구
20180609,NC,OB,잠실
20180609,SK,HH,대전
20180609,WO,KT,수원
20180610,LG,SS,대구
20180610,NC,OB,잠실
20180610,SK,HH,대전
20180610,WO,KT,수원
20180612,HH,WO,고척
20180612,KT,OB,잠실
20180612,LG,NC,마산
20180612,SK,HT,광주
20180612,SS,LT,사직
20180613,HH,WO,고척
20180613,KT,OB,잠실
20180613,LG,NC,마산
20180613,SK,HT,광주
20180613,SS,LT,사직
20180614,HH,WO,고척
20180614,KT,OB,잠실
20180614,LG,NC,마산
20180614,SK,HT,광주
20180614,SS,LT,사직
20180615,HT,LG,잠실
20180615,KT,NC,마산
20180615,LT,SK,문학
20180615,OB,HH,대전
20180615,SS,WO,고척
20180616,HT,LG,잠실
20180616,KT,NC,마산
20180616,LT,SK,문학
20180616,OB,HH,대전
20180616,SS,WO,고척
20180617,HT,LG,잠실
20180617,KT,NC,마산
20180617,LT,SK,문학
20180617,OB,HH,대전
20180617,SS,WO,고척
20180619,LG,HH,청주
20180619,LT,KT,수원
20180619,SK,SS,대구
20180619,WO,OB,잠실
20180620,LG,HH,청주
20180620,LT,KT,수원
20180620,NC,HT,광주
20180620,SK,SS,대구
20180620,WO,OB,잠실
20180621,LG,HH,청주
20180621,LT,KT,수원
20180621,NC,HT,광주
20180621,SK,SS,대구
20180621,WO,OB,잠실
20180622,HH,NC,마산
20180622,HT,WO,고척
20180622,LT,LG,잠실
20180622,OB,SS,대구
20180622,SK,KT,수원
20180623,HH,NC,마산
20180623,HT,WO,고척
20180623,LT,LG,잠실
20180623,OB,SS,대구
20180623,SK,KT,수원
20180624,HH,NC,마산
20180624,HT,WO,고척
20180624,LT,LG,잠실
20180624,OB,SS,대구
20180624,SK,KT,수원
20180626,OB,NC,마산
20180626,SS,HH,대전
20180626,WO,LT,사직
20180627,HT,SK,문학
20180627,KT,LG,잠실
20180627,OB,NC,마산
20180627,SS,HH,대전
20180627,WO,LT,사직
20180628,OB,NC,마산
20180628,SS,HH,대전
20180628,WO,LT,사직
20180629,HT,OB,잠실
20180629,LG,SK,문학
20180629,LT,HH,대전
20180629,NC,KT,수원
20180629,WO,SS,대구
20180630,HT,OB,잠실
20180630,LG,SK,문학
20180630,LT,HH,대전
20180630,NC,KT,수원
20180701,WO,SS,대구
20180703,HH,HT,광주
20180703,NC,LG,잠실
20180703,SK,WO,고척
20180704,HH,HT,광주
20180704,NC,LG,잠실
20180704,OB,LT,사직
20180704,SK,WO,고척
20180704,SS,KT,수원
20180705,HH,HT,광주
20180705,NC,LG,잠실
20180705,OB,LT,사직
20180705,SK,WO,고척
20180705,SS,KT,수원
20180706,HH,SK,문학
20180706,KT,LT,사직
20180706,LG,HT,광주
20180706,NC,WO,고척
20180706,SS,OB,잠실
20180707,HH,SK,문학
20180707,KT,LT,사직
20180707,LG,HT,광주
20180707,NC,WO,고척
20180707,SS,OB,잠실
20180708,HH,SK,문학
20180708,KT,LT,사직
20180708,LG,HT,광주
20180708,NC,WO,고척
20180708,SS,OB,잠실
20180710,HT,NC,마산
20180710,LT,SS,포항
20180710,OB,KT,수원
20180710,SK,LG,잠실
20180710,WO,HH,대전
20180711,HT,NC,마산
20180711,LT,SS,포항
20180711,OB,KT,수원
20180711,SK,LG,잠실
20180711,WO,HH,대전
20180712,HT,NC,마산
20180712,LT,SS,포항
20180712,OB,KT,수원
20180712,SK,LG,잠실
20180712,WO,HH,대전
20180717,HH,KT,수원
20180717,LG,WO,고척
20180717,LT,OB,잠실
20180717,NC,SK,문학
20180717,SS,HT,광주
20180718,HH,KT,수원
20180718,LG,WO,고척
20180718,LT,OB,잠실
20180718,NC,SK,문학
20180718,SS,HT,광주
20180719,HH,KT,수원
20180719,LG,WO,고척
20180719,LT,OB,잠실
20180719,NC,SK,문학
20180719,SS,HT,광주
20180720,HH,SS,대구
20180720,KT,HT,광주
20180720,OB,LG,잠실
20180720,SK,LT,사직
20180720,WO,NC,마산
20180721,HH,SS,대구
20180721,KT,HT,광주
20180721,OB,LG,잠실
20180721,SK,LT,사직
20180721,WO,NC,마산
20180722,HH,SS,대구
20180722,KT,HT,광주
20180722,OB,LG,잠실
20180722,SK,LT,사직
20180722,WO,NC,마산
20180724,HT,HH,대전
20180724,KT,WO,고척
20180724,NC,LT,사직
20180724,OB,SK,문학
20180724,SS,LG,잠실
20180725,HT,HH,대전
20180725,KT,WO,고척
20180725,NC,LT,사직
20180725,OB,SK,문학
20180725,SS,LG,잠실
20180726,HT,HH,대전
20180726,KT,WO,고척
20180726,NC,LT,사직
20180726,OB,SK,문학
20180726,SS,LG,잠실
20180727,HH,OB,잠실
20180727,HT,SS,대구
20180727,LG,KT,수원
20180727,LT,WO,고척
20180727,SK,NC,마산
20180728,HH,OB,잠실
20180728,HT,SS,대구
20180728,LG,KT,수원
20180728,LT,WO,고척
20180728,SK,NC,마산
20180729,HH,OB,잠실
20180729,HT,SS,대구
20180729,LG,KT,수원
20180729,LT,WO,고척
20180729,SK,NC,마산
20180731,KT,HH,대전
20180731,LG,OB,잠실
20180731,LT,HT,광주
20180731,NC,SS,대구
20180731,WO,SK,문학
20180801,KT,HH,대전
20180801,LG,OB,잠실
20180801,LT,HT,광주
20180801,NC,SS,대구
20180801,WO,SK,문학
20180802,KT,HH,대전
20180802,LG,OB,잠실
20180802,LT,HT,광주
20180802,NC,SS,대구
20180802,WO,SK,문학
20180804,NC,HH,대전
20180804,OB,HT,광주
20180804,SK,LG,잠실
20180804,SS,LT,사직
20180804,WO,KT,수원
20180805,NC,HH,대전
20180805,OB,HT,광주
20180805,SK,LG,잠실
20180805,SS,LT,사직
20180805,WO,KT,수원
20180807,HH,OB,잠실
20180807,HT,WO,고척
20180807,KT,NC,마산
20180807,LG,LT,울산
20180807,SS,SK,문학
20180808,HH,OB,잠실
20180808,HT,WO,고척
20180808,KT,NC,마산
20180808,LG,LT,울산
20180808,SS,SK,문학
20180809,LT,HT,광주
20180809,OB,KT,수원
20180809,SK,NC,마산
20180809,SS,LG,잠실
20180809,WO,HH,청주
20180810,OB,KT,수원
20180810,SK,NC,마산
20180810,SS,LG,잠실
20180810,WO,HH,청주
20180811,HT,SK,문학
20180811,KT,HH,대전
20180811,LG,WO,고척
20180811,LT,OB,잠실
20180811,NC,SS,대구
20180812,HT,SK,문학
20180812,KT,HH,대전
20180812,LG,WO,고척
20180812,LT,OB,잠실
20180812,NC,SS,대구
20180814,HH,LT,사직
20180814,LG,HT,광주
20180814,NC,KT,수원
20180814,SK,OB,잠실
20180814,WO,SS,대구
20180815,LG,HT,광주
20180815,NC,KT,수원
20180815,SK,OB,잠실
20180815,WO,SS,대구
20180816,HH,SS,대구
20180816,HT,LT,사직
20180816,LG,SK,문학
20180816,NC,KT,수원
20180816,WO,OB,잠실
20180904,HT,OB,잠실
20180904,LG,KT,수원
20180904,LT,HH,대전
20180904,SS,NC,마산
20180904,WO,SK,문학
20180905,HT,OB,잠실
20180905,LG,KT,수원
20180905,LT,HH,대전
20180905,SS,NC,마산
20180905,WO,SK,문학
20180906,HH,KT,수원
20180906,NC,LG,잠실
20180906,OB,SS,대구
20180906,SK,LT,울산
20180906,WO,HT,광주
20180907,HH,KT,수원
20180907,NC,LG,잠실
20180907,OB,SS,대구
20180907,SK,LT,울산
20180907,WO,HT,광주
20180908,HH,LG,잠실
20180908,KT,WO,고척
20180908,LT,NC,마산
20180908,OB,SK,문학
20180908,SS,HT,광주
20180909,HH,LG,잠실
20180909,KT,WO,고척
20180909,LT,NC,마산
20180909,OB,SK,문학
20180909,SS,HT,광주
20180911,HH,SS,대구
20180911,HT,NC,마산
20180911,KT,SK,문학
20180911,OB,LT,사직
20180911,WO,LG,잠실
20180912,HH,SS,대구
20180912,HT,NC,마산
20180912,KT,SK,문학
20180912,OB,LT,사직
20180912,WO,LG,잠실
20180913,KT,OB,잠실
20180913,LG,SS,대구
20180913,SK,HH,청주
20180914,HT,LT,사직
20180914,KT,OB,잠실
20180914,LG,SS,대구
20180914,SK,HH,청주
20180914,WO,NC,마산
20180915,LG,HH,대전
20180915,NC,OB,잠실
20180915,SK,HT,광주
20180915,SS,KT,수원
20180915,WO,LT,사직
20180916,LG,HH,대전
20180916,NC,OB,잠실
20180916,SK,HT,광주
20180916,SS,KT,수원
20180916,WO,LT,사직
20180918,HH,NC,마산
20180918,HT,SS,대구
20180918,LT,LG,잠실
20180918,OB,WO,고척
20180918,SK,KT,수원
20180919,HH,NC,마산
20180919,HT,SS,대구
20180919,LT,LG,잠실
20180919,OB,WO,고척
20180919,SK,KT,수원
20180920,HH,SK,문학
20180920,KT,LT,사직
20180920,NC,HT,광주
20180920,OB,LG,잠실
20180920,SS,WO,고척
20180921,HH,SK,문학
20180921,NC,HT,광주
20180921,OB,LG,잠실
20180921,SS,WO,고척
20180922,HT,HH,대전
20180922,KT,LG,잠실
20180922,LT,SS,대구
20180922,OB,NC,마산
20180922,SK,WO,고척
20180923,HT,HH,대전
20180923,KT,LG,잠실
20180923,LT,SS,대구
20180923,OB,NC,마산
20180923,SK,WO,고척
20180925,HT,KT,수원
20180925,LG,SK,문학
20180925,NC,LT,사직
20180925,SS,HH,대전
20180925,WO,OB,잠실
20180926,HT,KT,수원
20180926,LG,SK,문학
20180926,NC,LT,사직
20180926,SS,HH,대전
20180926,WO,OB,잠실
20180927,HT,LG,잠실
20180927,KT,SS,대구
20180927,LT,WO,고척
20180927,NC,SK,문학
20180927,OB,HH,대전
20180928,HT,LG,잠실
20180928,KT,SS,대구
