P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial,BABIP
77463,T,0,4,0,0,2,0,0,0.5,0,0.5
77564,T,0,4,1,1,1,0,1,0.25,0,0.0
78168,T,0,4,0,0,2,0,0,0.5,1,0.5
78224,B,1,3,2,0,2,0,1,0.6666666666666666,0,1.0
79215,B,1,4,1,1,1,0,0,0.25,0,0.0
79240,B,0,4,1,1,1,0,1,0.25,0,0.0
79290,B,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
79365,T,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
60343,T,2,3,0,1,1,1,2,0.3333333333333333,0,1.0
60496,T,3,1,1,0,0,1,0,0.0,0,0.0
62265,T,0,4,0,2,3,0,0,0.75,0,0.75
63634,B,1,3,0,0,1,0,0,0.3333333333333333,1,0.3333333333333333
64007,T,0,1,0,0,1,0,0,1.0,0,1.0
64610,B,0,0,0,0,0,0,0,0.0,0,0.0
64646,B,0,4,0,0,0,0,1,0.0,0,0.0
65653,B,1,4,3,0,2,0,1,0.5,0,0.6666666666666666
66606,B,0,0,0,0,0,0,0,0.0,0,0.0
70410,B,0,5,1,2,2,0,1,0.4,0,0.3333333333333333
70553,T,0,5,1,0,1,0,1,0.2,0,0.25
70756,B,1,4,0,1,3,0,0,0.75,0,0.75
72559,B,2,3,0,0,0,0,1,0.0,0,0.0
73113,T,0,5,0,0,1,0,2,0.2,0,0.3333333333333333
73153,T,0,6,2,2,1,0,1,0.16666666666666666,0,0.2
73606,B,0,5,0,0,0,0,2,0.0,0,0.0
74339,T,1,4,1,2,3,0,1,0.75,0,1.0
74605,B,1,3,0,0,0,0,1,0.0,0,0.0
77462,T,0,1,0,0,0,0,1,0.0,0,0.0
77609,T,0,1,0,0,0,0,0,0.0,0,0.0
78517,T,0,0,0,0,0,0,0,0.0,0,0.0
78629,B,0,5,0,1,2,0,0,0.4,0,0.4
79453,T,0,5,1,0,3,0,0,0.6,0,0.6
99810,T,1,3,1,0,0,0,0,0.0,0,0.0
60558,T,1,1,0,0,0,0,1,0.0,0,0.0
61204,T,0,2,0,0,0,0,0,0.0,0,0.0
61353,B,0,1,0,0,0,0,0,0.0,0,0.0
62353,B,0,4,0,3,2,0,1,0.5,1,0.6666666666666666
62558,T,0,1,0,0,0,0,1,0.0,0,0.0
62559,T,1,3,0,0,0,0,0,0.0,0,0.0
64300,B,2,3,1,2,1,0,1,0.3333333333333333,0,0.0
64346,B,0,2,0,0,0,0,1,0.0,0,0.0
66306,B,1,3,2,1,1,0,2,0.3333333333333333,0,1.0
66523,T,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
71552,T,1,3,0,0,0,0,1,0.0,0,0.0
72546,T,0,2,0,0,0,0,0,0.0,0,0.0
73342,B,1,3,2,0,2,0,0,0.6666666666666666,1,0.6666666666666666
74540,T,0,4,0,0,0,0,1,0.0,0,0.0
76313,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
76368,B,0,1,0,0,0,0,0,0.0,0,0.0
76435,T,0,0,0,0,0,0,0,0.0,0,0.0
76509,T,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
77463,B,0,5,0,0,1,0,1,0.2,0,0.25
77532,T,0,4,0,0,0,0,0,0.0,0,0.0
77564,B,1,3,1,0,0,0,2,0.0,0,0.0
78168,B,2,3,2,0,2,0,0,0.6666666666666666,1,0.6666666666666666
79334,B,0,1,0,0,0,0,1,0.0,0,0.0
79365,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
60667,B,0,1,0,0,0,0,0,0.0,0,0.0
62234,T,0,3,0,1,1,0,1,0.3333333333333333,0,0.5
62244,T,0,1,1,1,1,0,0,1.0,0,0.0
62700,B,0,3,0,0,1,0,1,0.3333333333333333,0,0.5
62797,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
66203,T,0,1,0,0,0,0,1,0.0,0,0.0
66209,T,0,2,0,0,0,0,2,0.0,0,0.0
66740,B,0,4,1,1,1,0,1,0.25,0,0.0
71347,B,1,2,0,0,0,0,0,0.0,0,0.0
71610,B,0,1,0,0,0,0,0,0.0,0,0.0
71752,B,1,3,0,0,0,0,2,0.0,0,0.0
72214,T,0,0,0,0,0,0,0,0.0,0,0.0
73602,B,1,0,0,0,0,0,0,0.0,0,0.0
74163,B,1,3,0,0,0,0,0,0.0,0,0.0
74206,T,0,4,0,0,0,0,0,0.0,0,0.0
75334,T,0,5,2,4,3,0,0,0.6,0,0.3333333333333333
75808,B,1,3,2,0,2,0,1,0.6666666666666666,1,1.0
76232,T,0,4,3,4,3,0,0,0.75,0,0.6666666666666666
76249,T,0,5,1,0,1,0,1,0.2,0,0.25
76267,T,0,2,0,0,0,0,0,0.0,0,0.0
76746,B,0,1,0,0,0,0,1,0.0,0,0.0
76753,B,0,4,0,1,0,0,1,0.0,0,0.0
78224,T,1,4,2,1,1,0,1,0.25,0,0.0
78756,B,0,0,0,0,0,0,0,0.0,0,0.0
79215,T,0,3,1,1,1,0,2,0.3333333333333333,0,1.0
79240,T,0,4,1,0,2,0,1,0.5,0,0.6666666666666666
79290,T,0,4,2,1,2,0,1,0.5,0,0.6666666666666666
95158,B,0,0,0,0,0,0,0,0.0,0,0.0
98144,B,0,2,0,0,0,0,0,0.0,0,0.0
61102,B,0,3,0,3,2,0,0,0.6666666666666666,0,0.6666666666666666
61186,B,0,0,0,0,0,0,0,0.0,0,0.0
62802,T,0,2,0,0,0,0,1,0.0,0,0.0
62864,T,1,2,1,1,0,0,0,0.0,0,0.0
64115,B,0,0,0,0,0,0,0,0.0,0,0.0
64153,B,0,4,1,0,1,0,0,0.25,0,0.25
64895,T,0,0,0,0,0,0,0,0.0,0,0.0
65115,B,0,1,0,0,0,0,0,0.0,0,0.0
65464,T,0,0,0,0,0,0,0,0.0,0,0.0
66805,T,0,3,0,0,0,0,0,0.0,0,0.0
66838,T,1,3,0,0,2,0,1,0.6666666666666666,0,1.0
71837,T,1,3,0,1,2,0,1,0.6666666666666666,0,1.0
71842,B,0,1,0,0,0,0,1,0.0,0,0.0
72133,B,0,4,2,2,2,0,0,0.5,0,0.5
72456,B,1,4,1,1,1,0,0,0.25,0,0.25
74846,T,0,5,0,0,2,0,1,0.4,0,0.5
75151,T,0,5,0,0,0,0,1,0.0,0,0.0
75847,T,0,5,1,0,2,0,1,0.4,0,0.5
76802,T,2,2,2,0,0,0,1,0.0,0,0.0
76812,T,0,1,0,0,0,0,0,0.0,0,0.0
76849,T,1,3,0,1,1,1,1,0.3333333333333333,0,0.3333333333333333
78135,B,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
78217,B,0,5,2,0,2,0,2,0.4,0,0.6666666666666666
79109,B,0,4,1,2,1,0,1,0.25,0,0.3333333333333333
79192,B,0,4,1,1,2,0,1,0.5,0,0.6666666666666666
99606,B,0,4,2,2,2,0,1,0.5,0,0.6666666666666666
60456,T,2,3,1,0,1,0,2,0.3333333333333333,0,1.0
62404,T,0,6,0,3,2,0,2,0.3333333333333333,0,0.5
62415,T,1,5,0,3,3,0,1,0.6,1,0.75
62907,B,0,4,0,0,0,0,1,0.0,0,0.0
62934,B,2,2,1,0,0,0,1,0.0,0,0.0
62947,B,0,5,1,1,2,0,1,0.4,0,0.5
63440,T,0,0,0,0,0,0,0,0.0,0,0.0
63913,T,1,5,3,1,2,0,0,0.4,0,0.4
64493,T,0,1,0,0,0,0,0,0.0,0,0.0
64906,B,0,1,0,0,0,0,1,0.0,0,0.0
64914,B,0,4,1,0,2,0,0,0.5,0,0.5
71432,T,2,3,1,0,0,1,2,0.0,0,0.0
72443,T,0,5,1,0,1,0,0,0.2,0,0.2
72466,T,0,0,0,0,0,0,0,0.0,0,0.0
73306,B,0,4,0,0,1,0,2,0.25,0,0.5
73339,B,0,4,0,2,2,0,1,0.5,0,0.6666666666666666
74223,B,0,0,0,0,0,0,0,0.0,0,0.0
74465,B,1,3,1,0,0,0,1,0.0,0,0.0
75441,B,0,1,0,0,1,0,0,1.0,0,1.0
77454,B,0,1,0,0,0,0,0,0.0,0,0.0
78122,B,0,2,1,0,1,0,0,0.5,0,0.5
78467,T,0,0,0,0,0,0,0,0.0,0,0.0
78813,B,0,1,0,0,0,0,0,0.0,0,0.0
79402,T,2,3,3,1,1,0,1,0.3333333333333333,0,0.5
79456,T,0,5,1,3,2,0,0,0.4,0,0.4
94629,B,1,3,0,1,0,0,0,0.0,0,0.0
95436,T,1,4,2,0,2,0,2,0.5,0,1.0
60558,T,1,3,0,0,1,0,2,0.3333333333333333,0,1.0
61204,T,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
61353,B,1,4,2,0,2,0,0,0.5,0,0.5
61366,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
61554,T,0,1,0,0,1,0,0,1.0,0,1.0
62332,B,0,0,0,0,0,0,0,0.0,0,0.0
62353,B,0,5,2,1,2,0,0,0.4,0,0.25
62558,T,0,1,0,0,0,0,0,0.0,0,0.0
62559,T,0,4,0,0,0,0,1,0.0,0,0.0
64300,B,0,4,1,2,1,0,1,0.25,0,0.0
64346,B,0,0,0,0,0,0,0,0.0,0,0.0
65399,B,0,1,0,0,1,0,0,1.0,0,1.0
65506,T,0,0,0,0,0,0,0,0.0,0,0.0
65513,T,0,1,0,0,0,0,1,0.0,0,0.0
66523,T,1,3,0,0,1,0,0,0.3333333333333333,1,0.3333333333333333
71552,T,0,1,0,0,0,0,1,0.0,0,0.0
72546,T,0,2,0,0,0,0,1,0.0,0,0.0
73342,B,1,3,0,1,2,1,0,0.6666666666666666,0,0.5
74540,T,0,3,0,0,0,0,3,0.0,0,0.0
76313,T,0,3,0,0,0,0,1,0.0,0,0.0
76509,T,1,3,0,0,0,0,0,0.0,0,0.0
77463,B,0,4,1,0,0,0,1,0.0,0,0.0
77532,T,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
77564,B,0,4,1,1,2,0,1,0.5,0,0.6666666666666666
78168,B,2,2,0,2,1,0,0,0.5,1,0.5
79300,B,0,1,0,0,0,0,0,0.0,0,0.0
79365,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
60667,B,0,0,0,0,0,0,0,0.0,0,0.0
62234,T,0,2,0,0,0,0,2,0.0,0,0.0
62700,B,0,4,0,1,1,0,1,0.25,0,0.3333333333333333
62797,B,2,2,2,0,1,0,0,0.5,0,0.5
66209,T,0,2,0,0,1,0,0,0.5,0,0.5
66740,B,0,4,1,1,1,0,0,0.25,0,0.0
71347,B,0,2,1,0,0,0,0,0.0,0,0.0
71610,B,0,1,0,0,1,0,0,1.0,0,1.0
71752,B,2,3,0,0,0,0,0,0.0,0,0.0
72214,T,0,1,0,0,0,0,0,0.0,0,0.0
73602,B,1,3,0,0,1,0,1,0.3333333333333333,0,0.5
74163,B,0,5,0,0,2,0,1,0.4,0,0.5
74206,T,0,4,0,0,0,0,1,0.0,0,0.0
75334,T,1,4,0,1,2,0,0,0.5,0,0.5
75808,B,1,4,0,1,1,0,1,0.25,0,0.3333333333333333
76232,T,0,5,0,0,2,0,0,0.4,0,0.4
76249,T,3,2,3,0,0,0,1,0.0,1,0.0
76746,B,0,1,0,0,0,0,1,0.0,0,0.0
76753,B,0,5,0,0,1,0,1,0.2,0,0.25
77248,T,1,1,0,0,0,0,0,0.0,0,0.0
78224,T,0,5,2,4,3,0,1,0.6,0,0.6666666666666666
79215,T,1,4,2,0,2,0,0,0.5,0,0.5
79240,T,1,4,0,0,0,1,0,0.0,0,0.0
79290,T,0,2,0,0,0,0,1,0.0,0,0.0
95158,B,0,0,0,0,0,0,0,0.0,0,0.0
98144,B,0,0,0,0,0,0,0,0.0,0,0.0
61102,B,0,1,0,0,0,0,0,0.0,0,0.0
61186,B,0,4,0,0,1,0,1,0.25,1,0.3333333333333333
62802,T,0,5,2,0,3,0,1,0.6,0,0.75
64115,B,0,0,0,0,0,0,0,0.0,0,0.0
64153,B,0,4,0,0,2,0,0,0.5,0,0.5
64895,T,0,1,1,0,0,0,0,0.0,0,0.0
66805,T,0,5,1,1,2,0,0,0.4,0,0.4
66838,T,1,3,1,1,1,0,1,0.3333333333333333,0,0.5
71837,T,0,4,0,2,2,0,0,0.5,0,0.5
71842,B,0,2,0,1,1,0,0,0.5,0,0.5
72133,B,1,3,0,1,1,1,2,0.3333333333333333,0,0.5
72456,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
74823,B,0,1,0,0,0,0,1,0.0,0,0.0
74846,T,0,5,1,2,3,0,1,0.6,0,0.75
75151,T,0,5,1,0,2,0,1,0.4,0,0.5
75847,T,0,5,0,1,2,0,1,0.4,0,0.5
76802,T,0,5,1,3,2,0,1,0.4,0,0.5
76812,T,1,4,2,0,1,0,1,0.25,0,0.3333333333333333
76849,T,0,0,0,0,0,0,0,0.0,0,0.0
76869,T,0,1,0,0,0,0,1,0.0,0,0.0
78135,B,0,2,0,0,0,0,0,0.0,0,0.0
78217,B,0,5,2,0,2,0,1,0.4,0,0.5
79109,B,1,3,2,2,1,0,0,0.3333333333333333,1,0.0
79150,B,0,1,0,0,0,0,0,0.0,0,0.0
79192,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
99606,B,0,3,1,2,1,0,0,0.3333333333333333,0,0.3333333333333333
60456,T,1,3,0,1,2,0,0,0.6666666666666666,0,0.6666666666666666
62404,T,0,5,1,0,1,0,2,0.2,0,0.3333333333333333
62415,T,1,4,1,0,2,0,2,0.5,0,1.0
62907,B,1,4,0,0,1,1,1,0.25,0,0.3333333333333333
62934,B,0,5,2,2,3,0,0,0.6,1,0.6
62947,B,0,5,2,0,1,0,0,0.2,0,0.2
63440,T,1,0,0,1,0,1,0,0.0,0,0.0
63913,T,1,4,0,0,0,0,0,0.0,0,0.0
63920,B,0,0,0,0,0,0,0,0.0,0,0.0
64499,T,0,0,0,0,0,0,0,0.0,0,0.0
64914,B,0,4,2,1,2,0,0,0.5,0,0.5
71432,T,1,3,1,0,0,0,1,0.0,0,0.0
72443,T,2,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
72466,T,1,0,0,0,0,0,0,0.0,0,0.0
73306,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
73339,B,0,4,0,0,0,0,0,0.0,0,0.0
74223,B,1,3,1,1,1,0,0,0.3333333333333333,0,0.3333333333333333
74465,B,2,2,0,2,2,0,0,1.0,0,1.0
77454,B,0,0,1,0,0,0,0,0.0,1,0.0
78122,B,0,0,0,0,0,0,0,0.0,0,0.0
78467,T,0,0,0,0,0,0,0,0.0,0,0.0
78813,B,0,0,0,0,0,0,0,0.0,0,0.0
79402,T,1,2,0,0,1,0,0,0.5,0,0.5
79456,T,1,2,0,0,1,0,0,0.5,0,0.5
94629,B,0,4,0,3,2,0,1,0.5,0,0.6666666666666666
95436,T,0,5,1,1,1,0,2,0.2,0,0.3333333333333333
61102,B,0,3,0,0,0,0,0,0.0,0,0.0
62700,T,0,4,2,3,3,0,0,0.75,0,0.6666666666666666
62797,T,0,4,1,0,0,0,0,0.0,0,0.0
63700,T,0,3,1,0,2,0,0,0.6666666666666666,0,0.6666666666666666
64153,B,0,4,0,1,2,0,1,0.5,0,0.6666666666666666
65103,B,0,4,0,2,1,0,0,0.25,0,0.25
65115,B,0,0,0,0,0,0,0,0.0,0,0.0
66740,T,0,4,0,0,0,0,1,0.0,0,0.0
71347,T,0,1,0,0,0,0,0,0.0,0,0.0
71752,T,0,4,1,2,2,0,1,0.5,0,0.6666666666666666
72133,B,0,1,0,0,0,0,0,0.0,0,0.0
72456,B,0,3,0,0,0,0,0,0.0,0,0.0
73602,T,1,3,1,0,1,0,0,0.3333333333333333,0,0.3333333333333333
74163,T,0,5,1,1,2,0,0,0.4,0,0.4
75808,T,1,4,0,1,0,0,0,0.0,0,0.0
76753,T,0,4,0,0,1,0,0,0.25,0,0.25
78135,B,0,4,0,0,0,0,2,0.0,0,0.0
78217,B,0,5,2,0,2,0,0,0.4,0,0.4
78756,T,0,0,1,0,0,0,0,0.0,0,0.0
79109,B,1,3,0,1,1,0,1,0.3333333333333333,0,0.5
79113,B,0,5,2,0,2,0,2,0.4,0,0.6666666666666666
79192,B,0,4,1,1,1,0,1,0.25,0,0.3333333333333333
95158,T,0,0,0,0,0,0,0,0.0,0,0.0
99606,B,0,1,0,0,0,0,0,0.0,0,0.0
60558,B,0,2,0,0,0,0,0,0.0,0,0.0
60658,T,0,0,0,0,0,0,0,0.0,0,0.0
61204,B,0,2,0,0,1,0,0,0.5,0,0.5
61554,B,0,2,0,0,0,0,2,0.0,0,0.0
62558,B,3,2,0,1,1,0,1,0.5,0,1.0
62559,B,1,4,0,0,0,0,1,0.0,0,0.0
63634,T,0,3,0,0,0,0,1,0.0,0,0.0
64610,T,0,4,1,0,2,0,1,0.5,0,0.6666666666666666
65506,B,0,2,0,0,2,0,0,1.0,0,1.0
65513,B,0,0,0,0,0,0,0,0.0,0,0.0
65653,T,1,4,1,1,2,1,0,0.5,0,0.3333333333333333
70410,T,0,5,0,0,2,0,0,0.4,0,0.4
70756,T,0,5,0,0,1,0,1,0.2,0,0.25
71184,T,0,1,0,0,0,0,1,0.0,0,0.0
71552,B,0,5,0,0,1,0,3,0.2,0,0.5
72546,B,2,2,0,0,0,1,0,0.0,0,0.0
72559,T,0,5,1,0,1,0,2,0.2,0,0.3333333333333333
73606,T,0,4,0,0,0,0,0,0.0,0,0.0
74540,B,0,1,0,0,0,0,0,0.0,0,0.0
74605,T,0,4,0,0,2,0,0,0.5,0,0.5
76313,B,1,4,1,0,1,0,1,0.25,2,0.3333333333333333
76509,B,1,2,1,2,1,1,1,0.5,0,0.0
77532,B,3,2,2,0,1,0,0,0.5,2,0.5
78629,T,0,5,0,2,1,0,1,0.2,0,0.25
79356,B,0,3,0,0,1,0,2,0.3333333333333333,0,1.0
61353,B,0,5,1,0,2,0,0,0.4,0,0.4
62353,B,0,5,0,0,0,0,1,0.0,0,0.0
62907,T,1,4,0,0,2,0,0,0.5,0,0.5
62934,T,0,5,0,0,0,0,0,0.0,0,0.0
62947,T,0,5,1,0,2,0,1,0.4,0,0.5
63920,T,0,0,1,0,0,0,0,0.0,0,0.0
64300,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
64346,B,0,0,0,0,0,0,0,0.0,0,0.0
64906,T,0,0,1,0,0,0,0,0.0,0,0.0
64914,T,2,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
66306,B,1,3,1,0,0,0,0,0.0,0,0.0
73306,T,2,3,0,1,0,1,0,0.0,0,0.0
73339,T,0,5,1,2,2,0,0,0.4,1,0.4
73342,B,3,1,1,1,1,0,0,1.0,0,1.0
74223,T,1,4,0,0,0,0,3,0.0,0,0.0
74465,T,0,5,0,0,2,0,0,0.4,0,0.4
77463,B,0,4,0,1,1,0,1,0.25,0,0.3333333333333333
77564,B,0,4,0,2,2,0,0,0.5,0,0.5
78122,T,0,0,0,0,0,0,0,0.0,0,0.0
78168,B,1,4,2,1,2,0,0,0.5,1,0.5
79300,B,0,0,0,0,0,0,0,0.0,0,0.0
79365,B,0,4,1,1,2,0,0,0.5,0,0.3333333333333333
94629,T,1,4,0,1,2,0,2,0.5,0,1.0
62234,T,0,0,0,0,0,0,0,0.0,0,0.0
62802,B,0,3,0,1,0,0,2,0.0,0,0.0
62864,B,0,3,0,2,2,0,1,0.6666666666666666,0,1.0
65464,B,0,1,0,0,0,0,1,0.0,0,0.0
65869,B,0,1,0,0,0,0,1,0.0,0,0.0
66203,T,0,1,0,0,0,0,1,0.0,0,0.0
66209,T,0,0,0,0,0,0,0,0.0,1,0.0
66805,B,0,3,0,0,0,0,0,0.0,0,0.0
66838,B,0,3,1,0,1,0,2,0.3333333333333333,0,1.0
71837,B,1,2,0,0,0,1,1,0.0,0,0.0
71848,B,0,1,0,0,0,0,0,0.0,0,0.0
74206,T,0,3,0,0,0,0,0,0.0,0,0.0
74846,B,0,5,1,0,1,0,1,0.2,0,0.25
75151,B,0,5,1,0,3,0,0,0.6,0,0.6
75334,T,1,4,1,1,2,1,1,0.5,0,0.5
75847,B,1,4,1,2,3,0,0,0.75,1,0.6666666666666666
76232,T,1,4,1,2,2,0,0,0.5,0,0.3333333333333333
76249,T,0,5,2,1,2,0,1,0.4,0,0.5
76267,T,1,4,3,1,2,0,1,0.5,0,0.5
76802,B,1,4,1,0,2,0,0,0.5,0,0.5
76849,B,0,2,0,0,1,0,0,0.5,0,0.5
76869,B,0,1,0,0,0,0,1,0.0,0,0.0
77248,T,0,4,0,1,1,0,0,0.25,0,0.25
78224,T,1,4,1,3,2,0,0,0.5,0,0.3333333333333333
79240,T,0,5,1,0,1,0,1,0.2,0,0.25
79290,T,1,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
60343,B,1,3,0,0,1,0,2,0.3333333333333333,0,1.0
60456,T,0,5,1,0,1,0,1,0.2,0,0.25
60496,B,0,1,0,0,0,0,1,0.0,0,0.0
62265,B,0,3,0,0,0,0,0,0.0,0,0.0
62404,T,0,6,3,4,3,0,0,0.5,0,0.5
62415,T,1,5,1,0,2,0,1,0.4,0,0.5
63088,B,0,0,0,0,0,0,0,0.0,0,0.0
63440,T,0,0,0,0,0,0,0,0.0,0,0.0
63913,T,2,3,1,0,1,0,1,0.3333333333333333,0,0.5
64006,B,0,4,1,0,1,0,1,0.25,0,0.3333333333333333
64007,B,0,4,1,0,2,0,0,0.5,0,0.5
64493,T,0,0,0,0,0,0,0,0.0,0,0.0
64499,T,0,0,0,0,0,0,0,0.0,0,0.0
71432,T,0,1,0,0,0,0,0,0.0,0,0.0
72443,T,0,6,2,5,5,0,0,0.8333333333333334,0,0.8
72466,T,0,5,0,0,2,0,1,0.4,1,0.5
73113,B,1,4,1,1,1,0,0,0.25,0,0.0
73153,B,0,5,2,0,2,0,0,0.4,1,0.4
74339,B,0,4,0,0,2,0,0,0.5,0,0.5
77462,B,0,2,0,0,0,0,1,0.0,0,0.0
77609,B,0,0,0,0,0,0,0,0.0,0,0.0
78467,T,0,1,1,0,0,0,0,0.0,0,0.0
78892,B,0,1,0,0,1,0,0,1.0,0,1.0
79402,T,0,5,2,1,2,0,0,0.4,1,0.4
79453,B,0,5,0,3,1,0,0,0.2,0,0.2
79456,T,0,5,0,1,3,0,0,0.6,0,0.6
95436,T,0,6,2,2,3,0,1,0.5,0,0.5
99810,B,0,4,0,1,2,0,0,0.5,0,0.5
61102,B,0,3,0,0,0,0,1,0.0,0,0.0
61186,B,0,3,0,1,1,0,0,0.3333333333333333,0,0.3333333333333333
62700,T,1,3,0,0,1,1,1,0.3333333333333333,0,0.5
63700,T,0,2,0,0,0,0,1,0.0,0,0.0
64153,B,0,1,0,0,0,0,0,0.0,0,0.0
65103,B,0,4,1,0,1,0,0,0.25,0,0.25
65115,B,0,0,0,0,0,0,0,0.0,0,0.0
66740,T,0,4,0,1,2,0,0,0.5,0,0.5
71347,T,0,2,0,0,0,0,0,0.0,0,0.0
71752,T,1,3,0,1,1,1,0,0.3333333333333333,0,0.25
72133,B,0,4,0,0,2,0,0,0.5,0,0.5
72456,B,0,1,0,0,0,0,0,0.0,0,0.0
73136,T,0,1,0,0,0,0,1,0.0,0,0.0
73602,T,0,4,0,0,0,0,0,0.0,0,0.0
74163,T,2,2,0,0,0,0,0,0.0,0,0.0
75808,T,0,4,1,0,2,0,1,0.5,0,0.6666666666666666
76746,T,0,1,0,0,0,0,0,0.0,0,0.0
76753,T,2,2,1,0,0,1,0,0.0,0,0.0
78217,B,2,2,0,0,0,0,0,0.0,0,0.0
78756,T,0,0,0,0,0,0,0,0.0,0,0.0
79109,B,1,3,1,0,0,0,1,0.0,1,0.0
79113,B,0,1,0,0,0,0,0,0.0,0,0.0
79150,B,0,2,0,0,0,0,1,0.0,0,0.0
79192,B,0,4,0,0,1,0,1,0.25,0,0.3333333333333333
95158,T,0,1,0,0,0,0,0,0.0,0,0.0
99606,B,0,3,1,1,2,0,0,0.6666666666666666,2,0.6666666666666666
60558,B,0,5,2,0,2,0,0,0.4,0,0.4
60658,T,0,0,0,0,0,0,0,0.0,0,0.0
61204,B,0,5,2,1,2,0,1,0.4,0,0.5
61554,B,0,0,0,0,0,0,0,0.0,0,0.0
61652,T,1,2,1,1,0,0,1,0.0,0,0.0
62558,B,1,0,0,0,0,0,0,0.0,0,0.0
62559,B,0,5,1,4,3,0,0,0.6,1,0.5
64610,T,0,5,1,0,1,0,2,0.2,0,0.3333333333333333
65506,B,1,2,0,0,0,1,1,0.0,0,0.0
65513,B,0,1,0,1,1,0,0,1.0,0,1.0
65653,T,0,5,2,2,2,0,1,0.4,1,0.3333333333333333
70410,T,0,5,0,2,3,0,0,0.6,0,0.6
70756,T,1,4,2,2,3,0,0,0.75,0,0.6666666666666666
71184,T,2,2,2,0,1,0,0,0.5,0,0.5
71552,B,0,1,0,0,0,0,0,0.0,0,0.0
72546,B,0,3,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333
72559,T,0,2,0,0,2,0,0,1.0,0,1.0
73606,T,0,5,1,2,1,0,2,0.2,0,0.0
74540,B,2,3,2,1,2,1,0,0.6666666666666666,0,0.5
74605,T,0,5,0,0,0,0,0,0.0,0,0.0
76313,B,0,5,2,0,3,0,1,0.6,2,0.75
76509,B,0,5,0,0,1,0,1,0.2,1,0.25
77532,B,0,6,0,1,2,0,0,0.3333333333333333,0,0.3333333333333333
78629,T,0,5,1,1,1,0,2,0.2,0,0.0
79356,B,0,1,0,0,0,0,1,0.0,0,0.0
61353,B,0,4,0,0,1,0,0,0.25,0,0.25
61366,B,0,1,0,0,0,0,0,0.0,0,0.0
62332,B,0,3,0,0,0,0,0,0.0,0,0.0
62353,B,0,4,0,0,2,0,1,0.5,1,0.6666666666666666
62907,T,1,4,2,0,2,0,0,0.5,1,0.5
62929,T,0,0,0,0,0,0,0,0.0,0,0.0
62934,T,1,4,2,1,4,0,0,1.0,0,1.0
62947,T,2,3,0,2,1,1,1,0.3333333333333333,0,0.5
63920,T,0,1,0,0,0,0,0,0.0,0,0.0
64300,B,0,2,0,0,0,0,0,0.0,0,0.0
64346,B,0,0,0,0,0,0,0,0.0,0,0.0
64906,T,0,1,0,0,0,0,1,0.0,0,0.0
64914,T,1,4,0,0,0,0,2,0.0,0,0.0
65399,B,0,1,0,0,0,0,1,0.0,0,0.0
66306,B,1,2,0,0,0,0,0,0.0,0,0.0
73306,T,0,4,0,1,1,0,0,0.25,0,0.25
73339,T,0,4,1,0,2,0,0,0.5,1,0.5
73342,B,0,4,0,0,1,0,0,0.25,0,0.25
74465,T,0,5,0,2,2,0,0,0.4,0,0.4
75441,T,0,1,0,0,0,0,0,0.0,0,0.0
77454,T,0,1,1,0,0,0,1,0.0,1,0.0
77463,B,0,3,0,0,2,0,0,0.6666666666666666,0,0.6666666666666666
77564,B,0,4,0,0,1,0,0,0.25,0,0.25
78122,T,0,5,1,1,2,0,1,0.4,0,0.5
78168,B,0,3,0,0,0,0,1,0.0,0,0.0
78813,T,0,0,0,0,0,0,0,0.0,0,0.0
79300,B,0,0,0,0,0,0,0,0.0,0,0.0
94629,T,1,2,0,0,0,0,1,0.0,0,0.0
62234,T,0,2,0,0,0,0,0,0.0,1,0.0
62244,T,0,2,0,0,0,0,0,0.0,0,0.0
62802,B,1,0,1,0,0,0,0,0.0,0,0.0
62864,B,1,2,0,0,1,0,1,0.5,0,1.0
65464,B,0,1,0,0,1,0,0,1.0,0,1.0
65869,B,0,1,0,0,1,0,0,1.0,0,1.0
66209,T,0,0,1,0,0,0,0,0.0,0,0.0
66805,B,0,3,0,0,0,0,0,0.0,0,0.0
66838,B,0,3,0,0,0,0,1,0.0,0,0.0
