P_ID,TB_SC,INN2,PA-AB,H1,H2,H3,HR,SB_SR,WP,ER,ERA,BABIP,KK9,BB9
76118,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
78352,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
78366,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
61101,T,17,3,3,3,0,0,0.0,0,3,4.764705882352941,0.35294117647058826,6.352941176470588,4.764705882352941
61214,B,3,0,2,1,0,0,0.0,1,1,9.0,0.6,0.0,0.0
61215,B,12,1,5,2,0,0,0.0,1,3,6.75,0.4666666666666667,4.5,0.0
61295,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
61329,T,8,1,1,1,0,0,0.0,0,0,0.0,0.2857142857142857,6.75,3.375
61891,T,3,2,2,0,0,0,0.0,1,1,9.0,0.5,9.0,18.0
62242,B,1,1,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
62463,T,8,2,3,1,0,0,0.0,0,1,3.375,0.4444444444444444,3.375,3.375
63248,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
66201,B,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
73226,B,2,0,0,0,0,1,0.0,0,1,13.5,0.0,0.0,0.0
76329,B,5,0,0,0,0,1,0.0,0,1,5.3999999999999995,0.0,5.4,0.0
79535,B,8,0,4,0,0,0,1.0,0,0,0.0,0.36363636363636365,3.375,0.0
61365,T,5,1,0,0,0,0,1.0,0,0,0.0,0.0,5.4,5.4
61411,T,2,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,13.5
61895,B,5,0,1,0,0,0,0.0,1,0,0.0,0.25,10.8,0.0
66825,B,16,3,8,0,0,1,0.0,0,4,6.75,0.5,10.125,5.0625
66859,B,6,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
76355,T,2,0,1,0,0,0,1.0,0,0,0.0,1.0,27.0,0.0
76455,T,18,5,6,1,0,1,1.0,1,4,6.0,0.4666666666666667,12.0,4.5
60559,B,2,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,13.5
62322,T,18,1,1,2,0,1,1.0,0,2,3.0,0.1875,6.0,1.5
62655,B,3,0,0,2,0,0,0.0,0,0,0.0,0.4,0.0,0.0
64596,B,1,1,0,0,0,1,0.0,0,2,54.0,0.0,27.0,27.0
65348,T,1,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,27.0
65543,B,18,4,4,1,0,0,0.5,0,1,1.5,0.5,18.0,6.0
71801,B,0,0,1,0,0,1,0.0,0,2,0.0,1.0,0.0,0.0
72535,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
72749,T,2,0,1,1,0,1,0.0,0,2,27.0,0.6666666666666666,13.5,0.0
75342,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
76350,T,4,1,1,0,0,0,0.0,0,0,0.0,0.5,13.5,0.0
61411,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65696,T,8,1,2,1,0,0,0.0,0,0,0.0,0.375,6.75,3.375
66423,B,21,3,5,1,0,1,1.0,1,3,3.857142857142857,0.2857142857142857,3.8571428571428568,2.571428571428571
77637,T,16,7,7,1,0,2,0.0,0,7,11.8125,0.4,1.6875,5.0625
99445,B,4,0,1,0,0,1,0.0,0,1,6.75,0.3333333333333333,13.5,0.0
60146,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
62698,B,24,1,2,2,0,0,0.0,0,1,1.125,0.18181818181818182,5.625,1.125
64001,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
65058,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
66050,T,12,3,6,2,0,1,1.0,0,6,13.5,0.5714285714285714,15.750000000000002,4.5
99563,T,5,4,3,1,1,0,0.0,0,4,21.599999999999998,0.8333333333333334,21.6,21.6
62929,T,1,1,4,0,0,1,0.0,0,6,162.0,0.8,0.0,27.0
63950,T,7,1,1,1,1,0,0.0,0,1,3.8571428571428568,0.375,7.7142857142857135,3.8571428571428568
65933,T,1,0,1,0,0,0,0.0,0,0,0.0,1.0,27.0,0.0
66750,B,18,4,6,0,0,0,0.0,0,2,3.0,0.3157894736842105,6.0,6.0
66928,T,2,2,1,0,0,0,1.0,0,1,13.5,0.5,13.5,27.0
66990,T,11,0,4,3,0,0,0.0,0,2,4.909090909090909,0.4375,2.4545454545454546,0.0
78366,T,2,1,1,1,0,0,0.0,0,3,40.5,0.5,0.0,13.5
78760,B,6,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
99737,B,3,1,3,0,0,0,0.0,0,2,18.0,0.5,0.0,9.0
61295,T,1,1,0,0,0,0,0.0,0,1,27.0,0.0,27.0,27.0
63248,T,0,1,0,1,0,0,1.0,0,1,0.0,1.0,0.0,0.0
63512,B,20,1,3,1,0,0,0.0,0,1,1.3499999999999999,0.2222222222222222,5.4,1.35
72862,B,4,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
73226,T,5,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5.4
74513,T,18,5,3,1,0,1,1.0,0,3,4.5,0.2857142857142857,9.0,6.0
75321,B,3,0,3,0,0,0,1.0,0,1,9.0,0.6,0.0,0.0
65348,B,3,0,2,0,0,0,0.0,0,0,0.0,0.4,0.0,0.0
66324,B,21,0,6,0,0,3,0.0,0,4,5.142857142857143,0.2857142857142857,7.7142857142857135,0.0
71845,T,8,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
74838,T,16,4,8,0,0,1,1.0,0,4,6.75,0.36363636363636365,1.6875,5.0625
76430,B,3,0,0,1,0,1,0.0,0,2,18.0,0.5,18.0,0.0
76858,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
79847,T,0,1,1,0,0,0,0.0,1,0,0.0,1.0,0.0,0.0
60457,B,3,0,3,0,0,0,0.0,0,0,0.0,0.75,9.0,0.0
62648,T,3,0,2,1,0,0,0.0,0,1,9.0,1.0,18.0,0.0
63638,T,5,1,0,0,0,0,0.0,0,0,0.0,0.0,16.2,0.0
66643,T,15,3,5,1,0,0,0.0,1,2,3.6,0.35294117647058826,7.2,3.6
74630,B,6,2,1,2,0,1,0.0,0,4,18.0,0.42857142857142855,4.5,9.0
75668,T,4,3,0,2,0,0,0.0,1,3,20.25,0.4,6.75,20.25
76461,B,9,4,3,1,0,3,0.0,0,7,21.0,0.3076923076923077,0.0,12.0
77446,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
77927,B,6,0,2,0,0,0,0.0,0,0,0.0,0.2857142857142857,0.0,0.0
60181,B,4,1,1,0,0,0,0.0,0,0,0.0,0.25,6.75,6.75
61891,B,4,0,1,0,0,0,0.0,0,0,0.0,0.5,20.25,0.0
64001,T,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
64017,T,2,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
65057,T,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
65062,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65331,T,18,0,7,1,0,0,1.0,0,2,3.0,0.36363636363636365,3.0,0.0
73117,B,19,1,6,1,0,0,0.0,0,1,1.4210526315789473,0.35,4.263157894736842,0.0
79191,T,2,1,0,1,0,0,0.0,0,2,27.0,1.0,27.0,13.5
62966,T,17,2,2,1,0,0,0.0,0,1,1.588235294117647,0.1875,6.352941176470588,1.588235294117647
64960,T,3,1,2,0,0,0,0.0,0,1,9.0,0.4,0.0,9.0
66742,B,3,3,3,1,0,1,0.5,0,5,45.0,0.8,0.0,18.0
74731,B,4,0,1,2,0,0,0.0,0,2,13.5,0.5,6.75,0.0
74748,B,12,1,3,0,0,0,0.0,0,0,0.0,0.23076923076923078,4.5,2.25
75852,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
75867,T,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
76118,T,3,0,0,1,0,0,0.0,0,1,9.0,0.25,0.0,0.0
79758,B,8,1,4,0,0,1,0.0,0,4,13.5,0.36363636363636365,3.375,0.0
60559,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
61214,T,3,1,1,2,0,0,1.0,0,4,36.0,0.6,9.0,9.0
61295,T,2,1,1,1,0,0,0.0,0,0,0.0,0.5,0.0,13.5
62655,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
63248,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
64596,B,1,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,27.0
66201,T,6,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
66226,T,10,5,6,0,0,2,0.0,0,6,16.2,0.6,10.8,8.1
73211,B,18,4,2,1,1,0,1.0,0,1,1.5,0.2,1.5,6.0
78552,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
60339,B,4,2,0,1,0,0,0.0,0,1,6.75,0.25,6.75,13.5
61895,T,1,1,2,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
65856,T,18,2,3,1,1,1,0.0,0,4,6.0,0.29411764705882354,7.5,3.0
71845,T,5,0,2,0,0,0,0.0,0,0,0.0,0.4,0.0,0.0
72749,B,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
74359,B,2,1,1,1,0,0,0.0,0,1,13.5,0.6666666666666666,0.0,0.0
75258,B,3,1,1,0,0,0,0.0,0,0,0.0,0.25,9.0,9.0
75342,B,4,0,1,0,0,0,1.0,0,0,0.0,0.25,6.75,0.0
75750,B,8,0,6,0,0,1,1.0,0,3,10.125,0.5,0.0,0.0
76430,B,3,2,3,0,0,0,1.0,0,1,9.0,0.75,9.0,9.0
76858,T,3,0,1,0,0,1,0.0,0,2,18.0,0.25,0.0,0.0
61365,B,5,0,2,0,0,0,0.0,0,0,0.0,0.4,10.8,0.0
61411,B,2,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
63638,T,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,27.0
65696,T,4,0,1,2,0,0,0.0,0,2,13.5,0.5,6.75,0.0
66628,T,13,2,6,3,0,0,1.0,0,7,14.53846153846154,0.5,6.230769230769231,4.153846153846154
72523,T,3,1,0,1,1,0,0.0,0,1,9.0,0.6666666666666666,18.0,9.0
77446,B,1,1,1,0,0,0,0.0,0,2,54.0,1.0,27.0,27.0
77927,B,7,0,0,0,0,0,0.0,0,0,0.0,0.0,7.7142857142857135,0.0
79440,B,12,2,4,2,0,1,1.0,0,5,11.25,0.35294117647058826,2.25,4.5
97336,T,3,0,2,0,0,0,0.0,1,1,9.0,0.5,9.0,0.0
60146,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
62463,B,2,1,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,13.5
64001,T,3,2,1,0,1,0,0.0,0,2,18.0,0.5,9.0,9.0
64017,T,3,0,1,1,0,1,0.0,0,2,18.0,0.4,0.0,0.0
65056,T,2,1,3,0,0,0,1.0,0,2,27.0,1.0,27.0,13.5
65057,T,2,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,13.5
66047,T,7,0,3,1,0,1,0.0,0,3,11.571428571428571,0.4444444444444444,0.0,0.0
66138,B,18,1,8,0,0,1,0.0,0,3,4.5,0.4,9.0,1.5
76650,B,2,0,2,1,0,0,0.0,0,1,13.5,0.6,0.0,0.0
79191,T,7,3,2,0,0,0,0.0,0,0,0.0,0.3333333333333333,3.8571428571428568,3.8571428571428568
96462,B,3,1,0,0,0,0,0.0,0,0,0.0,0.0,18.0,9.0
63938,T,15,0,2,2,0,1,1.0,1,2,3.6,0.23529411764705882,10.8,0.0
63950,T,3,1,1,0,0,0,0.0,0,0,0.0,0.25,0.0,9.0
65933,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
72447,B,5,2,2,0,0,0,1.0,0,0,0.0,0.5,5.4,10.8
73750,B,13,2,3,0,0,1,0.0,0,3,6.230769230769231,0.21428571428571427,6.230769230769231,2.076923076923077
74167,B,4,1,0,0,0,0,0.0,1,0,0.0,0.0,6.75,6.75
74857,B,4,1,3,0,0,0,0.0,0,0,0.0,0.5,6.75,6.75
76118,T,3,0,3,0,0,0,0.0,0,1,9.0,0.75,18.0,0.0
78352,T,1,2,3,0,0,0,0.0,0,2,54.0,1.0,27.0,54.0
78760,B,1,0,1,0,0,0,0.0,0,0,0.0,0.5,0.0,0.0
60559,B,7,0,0,1,0,0,0.0,0,1,3.8571428571428568,0.14285714285714285,3.8571428571428568,0.0
62242,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
65546,B,8,2,5,1,0,2,1.0,1,5,16.875,0.5454545454545454,10.125,6.75
71801,B,3,2,2,0,0,0,0.0,0,1,9.0,0.4,0.0,9.0
72535,B,2,1,1,1,0,1,0.0,0,4,54.0,0.6666666666666666,13.5,13.5
73226,T,1,1,0,1,0,0,0.0,0,0,0.0,0.5,0.0,27.0
76329,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
78552,B,7,1,2,1,0,0,0.0,0,0,0.0,0.5,11.571428571428571,3.8571428571428568
79229,T,21,2,4,2,0,1,1.0,0,4,5.142857142857143,0.3157894736842105,10.285714285714285,2.571428571428571
79535,T,0,0,2,1,0,1,0.0,0,3,0.0,1.0,0.0,0.0
65320,B,17,2,6,2,0,0,0.5,0,1,1.588235294117647,0.5,12.705882352941176,3.176470588235294
66859,T,8,3,0,0,0,0,0.0,0,0,0.0,0.0,6.75,10.125
72749,B,1,0,1,1,0,0,0.0,0,0,0.0,1.0,27.0,0.0
73632,T,7,3,2,1,1,0,1.0,0,3,11.571428571428571,0.4444444444444444,0.0,11.571428571428571
74359,B,2,0,1,0,0,0,0.0,0,0,0.0,0.5,13.5,0.0
75138,T,3,2,2,0,0,0,0.0,0,1,9.0,0.4,0.0,18.0
75250,T,6,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
75342,B,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
76350,B,4,0,1,0,0,0,1.0,0,0,0.0,0.3333333333333333,13.5,0.0
60634,T,3,4,3,0,0,0,0.0,0,4,36.0,0.6,9.0,27.0
61214,B,1,0,2,2,0,0,0.0,0,3,81.0,0.8,0.0,0.0
61240,B,18,2,2,0,1,0,0.0,0,1,1.5,0.17647058823529413,6.0,3.0
62242,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
63248,B,3,1,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,9.0
65696,T,12,2,3,0,0,1,0.0,1,3,6.75,0.3333333333333333,13.5,4.5
66201,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
75668,T,3,1,2,0,0,0,0.0,0,1,9.0,0.5,0.0,9.0
76610,T,6,1,1,1,0,1,0.0,0,3,13.5,0.2857142857142857,4.5,4.5
60181,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
60841,B,12,4,5,0,0,1,0.0,0,5,11.25,0.3333333333333333,2.25,6.75
61329,T,1,0,0,0,0,0,0.0,0,0,0.0,0.0,27.0,0.0
62869,B,6,0,3,1,0,1,0.0,0,2,9.0,0.5714285714285714,13.5,0.0
63111,T,19,3,4,1,0,0,0.0,0,2,2.8421052631578947,0.3333333333333333,11.368421052631579,4.263157894736842
75138,B,6,2,0,0,0,1,0.0,0,2,9.0,0.0,13.5,4.5
79847,B,3,1,1,0,0,0,0.0,0,0,0.0,0.25,0.0,9.0
96462,T,3,0,1,0,0,1,0.0,1,1,9.0,0.3333333333333333,9.0,0.0
60559,T,3,0,1,0,0,1,0.0,0,2,18.0,0.3333333333333333,9.0,0.0
64021,T,13,5,3,2,0,0,0.0,0,6,12.461538461538462,0.29411764705882354,2.076923076923077,10.384615384615385
64596,T,2,1,0,0,0,0,0.0,0,0,0.0,0.0,27.0,13.5
64960,B,3,0,1,0,0,0,0.0,0,0,0.0,0.25,0.0,0.0
65931,B,18,3,2,1,0,0,0.0,1,0,0.0,0.2,9.0,4.5
65933,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
72551,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
75852,B,2,1,2,0,0,0,0.0,0,0,0.0,0.6666666666666666,0.0,13.5
75867,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
78552,T,3,2,2,1,0,2,0.0,0,5,45.0,0.6,9.0,18.0
60768,B,17,2,2,1,0,1,0.0,0,3,4.764705882352941,0.17647058823529413,3.176470588235294,3.176470588235294
61365,T,2,0,0,1,0,0,0.0,0,0,0.0,0.5,13.5,0.0
72447,B,5,1,3,0,0,0,0.0,0,3,16.2,0.42857142857142855,5.4,5.4
74454,T,14,2,10,2,1,0,1.0,1,8,15.428571428571427,0.5,0.0,3.8571428571428568
74630,T,4,0,1,0,0,0,0.0,0,1,6.75,0.3333333333333333,13.5,0.0
74731,B,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0.0,0.0
74857,B,5,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,16.2,0.0
99445,T,4,1,0,0,0,0,0.0,0,0,0.0,0.0,6.75,6.75
62937,T,17,4,2,1,0,0,1.0,0,0,0.0,0.23076923076923078,11.117647058823529,6.352941176470588
64017,B,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
65057,B,4,1,2,0,0,0,0.0,0,3,20.25,0.4,6.75,6.75
65062,B,0,0,0,1,0,0,0.0,0,0,0.0,1.0,0.0,0.0
67845,B,18,0,6,1,0,1,0.0,0,3,4.5,0.3684210526315789,6.0,0.0
72749,T,2,0,1,0,1,0,0.0,0,1,13.5,0.5,0.0,0.0
75342,T,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
76350,T,4,1,1,0,0,0,0.0,0,0,0.0,0.2,0.0,6.75
79191,B,3,0,0,1,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
61214,B,7,1,4,3,0,0,0.0,1,4,15.428571428571427,0.5384615384615384,0.0,3.8571428571428568
61215,B,7,3,5,2,0,0,0.0,0,5,19.285714285714285,0.6363636363636364,7.7142857142857135,11.571428571428571
61643,T,15,5,1,0,1,0,0.0,1,3,5.4,0.18181818181818182,10.8,9.0
62648,T,6,0,3,0,0,0,0.0,0,1,4.5,0.375,4.5,0.0
66201,B,3,0,3,0,0,0,0.0,0,3,27.0,0.6,9.0,0.0
79535,B,10,2,2,0,0,0,1.0,0,0,0.0,0.2,5.4,5.4
97336,T,6,0,1,0,0,0,0.0,0,0,0.0,0.2,4.5,0.0
61101,T,7,5,3,0,0,0,0.0,0,2,7.7142857142857135,0.375,3.8571428571428568,15.428571428571427
61891,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
61895,B,1,0,1,0,0,0,0.0,0,0,0.0,1.0,27.0,0.0
62463,T,9,2,1,0,0,0,0.0,0,1,3.0,0.1,0.0,6.0
66825,B,18,6,5,1,0,0,0.5,0,2,3.0,0.46153846153846156,9.0,9.0
71845,B,3,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,9.0,0.0
75250,B,2,0,2,0,0,0,0.0,0,0,0.0,0.6666666666666666,13.5,0.0
76650,T,2,1,1,0,0,0,0.0,0,0,0.0,1.0,27.0,13.5
76858,B,3,0,1,1,0,1,0.0,0,3,27.0,0.4,0.0,0.0
79140,T,6,0,1,0,0,0,0.0,0,0,0.0,0.16666666666666666,4.5,0.0
60559,T,0,0,1,0,0,1,0.0,0,2,0.0,1.0,0.0,0.0
62655,T,2,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,13.5
62929,B,13,5,5,1,0,0,0.0,0,1,2.076923076923077,0.4,4.153846153846154,8.307692307692308
63950,B,5,1,0,0,0,0,1.0,0,0,0.0,0.0,5.4,5.4
64596,T,1,0,0,1,0,0,0.0,0,0,0.0,1.0,27.0,0.0
65543,T,15,1,3,0,0,2,1.0,1,3,5.4,0.2727272727272727,10.8,1.8
72551,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,18.0,9.0
72862,T,5,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
75321,T,1,1,0,2,0,0,0.0,0,1,27.0,0.6666666666666666,0.0,0.0
75867,B,8,1,1,0,0,0,0.0,1,0,0.0,0.14285714285714285,6.75,3.375
76118,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
78352,B,1,0,6,0,0,0,0.0,0,4,108.0,0.8571428571428571,0.0,0.0
60457,T,2,0,2,0,0,0,0.0,0,0,0.0,0.6666666666666666,13.5,0.0
74167,B,6,1,2,1,0,1,0.0,0,2,9.0,0.42857142857142855,4.5,0.0
74731,B,4,2,4,0,0,0,1.0,0,5,33.75,0.5714285714285714,6.75,13.5
74748,B,5,1,2,0,0,0,0.0,0,0,0.0,0.25,0.0,5.4
76455,T,20,6,3,2,0,1,0.0,0,3,4.05,0.25,4.05,5.4
77446,T,1,2,0,1,0,0,0.0,0,3,81.0,1.0,27.0,54.0
77927,T,4,1,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,13.5,6.75
78760,B,9,0,3,1,0,0,0.0,0,0,0.0,0.36363636363636365,6.0,0.0
79758,B,3,3,4,1,0,0,0.0,0,6,54.0,0.7142857142857143,9.0,27.0
62322,T,18,4,3,0,0,0,0.0,0,1,1.5,0.1875,6.0,4.5
64001,B,4,0,1,0,0,0,0.0,0,0,0.0,0.25,6.75,0.0
64017,B,3,1,2,1,0,0,0.0,0,1,9.0,0.75,0.0,0.0
65060,B,20,2,6,3,0,1,0.0,0,3,4.05,0.375,4.05,1.35
65348,T,3,0,1,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
75342,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
76430,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
62655,B,4,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,13.5,0.0
63512,B,19,2,6,1,0,1,0.0,0,2,2.8421052631578947,0.3684210526315789,5.684210526315789,2.8421052631578947
66750,T,17,3,5,1,0,0,1.0,0,2,3.176470588235294,0.3333333333333333,7.9411764705882355,4.764705882352941
72447,T,2,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,13.5
72535,B,1,0,1,0,0,0,0.0,0,1,27.0,0.5,0.0,0.0
72862,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
74731,T,6,0,1,0,0,0,0.0,0,0,0.0,0.2,9.0,0.0
74857,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,13.5,0.0
66324,B,21,0,6,1,0,2,0.0,0,6,7.714285714285714,0.3181818181818182,6.428571428571428,0.0
70142,T,5,0,0,0,0,1,1.0,0,1,5.3999999999999995,0.0,0.0,0.0
72523,T,1,1,1,0,0,0,0.0,0,0,0.0,1.0,27.0,27.0
72749,B,2,1,2,0,0,0,0.0,0,1,13.5,0.6666666666666666,13.5,13.5
74359,B,3,1,1,0,0,0,0.0,0,0,0.0,0.5,18.0,9.0
76430,B,4,2,1,0,0,0,0.0,0,0,0.0,0.25,0.0,6.75
77637,T,17,4,9,0,0,0,0.75,0,6,9.529411764705882,0.45,7.9411764705882355,6.352941176470588
95657,T,6,1,0,1,0,1,0.6666666666666666,0,1,4.5,0.25,9.0,4.5
64017,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,9.0,9.0
65056,T,6,1,4,2,0,0,0.0,0,3,13.5,0.5454545454545454,4.5,4.5
65058,T,6,5,2,0,0,1,0.0,0,3,13.5,0.4,4.5,13.5
66050,T,4,3,3,1,0,0,0.0,1,3,20.25,0.6666666666666666,13.5,20.25
66859,B,5,0,0,0,0,0,0.0,0,0,0.0,0.0,10.8,0.0
74838,B,16,5,9,1,0,0,0.0,0,3,5.0625,0.4,1.6875,6.75
75340,B,6,1,0,0,0,0,0.0,0,0,0.0,0.0,13.5,4.5
99563,T,5,4,0,0,0,0,0.0,0,0,0.0,0.0,10.8,21.6
60181,B,5,0,1,0,0,0,1.0,0,0,0.0,0.2,5.4,0.0
61329,B,1,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
61891,B,3,1,1,0,0,0,0.0,0,0,0.0,0.5,9.0,9.0
62698,B,18,2,7,1,0,0,0.0,0,2,3.0,0.4444444444444444,10.5,3.0
62966,T,15,1,5,0,1,1,1.0,1,2,3.6,0.3333333333333333,5.4,0.0
76118,T,6,3,2,0,0,0,0.0,0,0,0.0,0.3333333333333333,4.5,9.0
78366,T,3,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9.0
61365,B,1,2,0,1,0,1,0.0,0,3,81.0,0.5,0.0,54.0
62242,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
66423,B,15,1,8,0,0,0,0.0,0,1,1.8,0.42105263157894735,9.0,1.8
73226,T,2,0,1,0,0,0,0.0,0,0,0.0,0.3333333333333333,0.0,0.0
74513,T,19,1,3,1,0,1,0.0,0,1,1.4210526315789473,0.21052631578947367,5.684210526315789,1.4210526315789473
74630,B,4,0,1,0,0,0,0.0,0,0,0.0,0.2,0.0,0.0
76329,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
77446,B,3,0,0,0,0,1,0.0,0,1,9.0,0.0,9.0,0.0
99445,B,4,1,1,0,0,0,0.0,1,0,0.0,0.25,6.75,6.75
66742,T,14,5,5,0,0,0,1.0,0,1,1.9285714285714284,0.35714285714285715,11.571428571428571,9.642857142857142
72862,B,6,0,0,0,1,0,0.0,0,0,0.0,0.25,13.5,0.0
73211,B,18,2,4,0,0,1,0.0,0,3,4.5,0.25,7.5,3.0
73750,T,6,2,0,1,0,0,0.0,0,1,4.5,0.25,13.5,9.0
75321,B,3,0,1,0,0,0,0.0,0,0,0.0,0.5,9.0,0.0
99737,T,4,0,0,0,0,0,0.0,0,0,0.0,0.0,6.75,0.0
60339,B,4,2,3,0,0,1,1.0,0,5,33.75,0.5,0.0,13.5
63638,T,6,0,2,1,0,0,1.0,0,1,4.5,0.42857142857142855,9.0,0.0
65348,B,16,3,5,1,0,0,0.6666666666666666,0,1,1.6875,0.3157894736842105,3.375,3.375
72523,T,8,1,1,0,0,0,0.0,0,0,0.0,0.2,13.5,3.375
75258,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,9.0,0.0
75668,T,1,2,0,0,0,0,1.0,0,0,0.0,0.0,0.0,54.0
75750,B,4,0,1,0,0,0,0.0,0,0,0.0,0.2,0.0,0.0
76610,T,1,1,2,0,0,0,0.0,0,0,0.0,0.6666666666666666,0.0,27.0
95657,T,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
97336,T,9,1,2,1,0,0,0.0,0,1,3.0,0.375,12.0,3.0
61895,B,2,2,2,0,0,0,0.0,0,2,27.0,0.6666666666666666,13.5,27.0
64001,T,3,0,0,0,0,0,0.0,0,0,0.0,0.0,18.0,0.0
65067,T,3,0,1,1,0,1,0.0,0,2,18.0,0.5,9.0,0.0
65331,T,18,3,6,3,0,1,0.0,2,5,7.5,0.45,9.0,0.0
65856,B,21,0,5,1,0,0,0.0,0,3,3.857142857142857,0.35294117647058826,12.857142857142856,0.0
71845,B,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
75250,B,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
