GDAY_DS,T_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H1,H2,H3,HR,SB_SR,KK,WP,ER,ERA,BABIP,KK9,BB9
20160630,OB,B,27,139,4,27,0,0,0,0,0,0.0,9,0,0,0.0,0.0,9.0,4.0
20160630,NC,T,24,173,7,31,9,7,2,0,0,0.0,7,1,4,0.5,0.375,7.875000000000001,6.75
20160630,KT,B,27,150,3,36,10,7,1,0,2,0.0,8,0,5,0.5555555555555556,0.3076923076923077,8.0,3.0
20160630,SK,T,24,140,6,31,12,9,1,0,2,1.0,6,1,10,1.25,0.43478260869565216,6.75,4.5
20160630,LT,B,30,195,8,40,11,7,3,1,0,0.0,12,0,6,0.6,0.39285714285714285,10.8,6.3
20160630,SS,T,28,158,2,38,12,7,2,0,3,0.0,13,0,7,0.75,0.4090909090909091,12.535714285714286,1.9285714285714284
20160701,WO,B,27,166,8,38,14,11,1,1,1,0.0,8,2,7,0.7777777777777778,0.41935483870967744,8.0,6.0
20160701,HT,T,24,175,5,36,16,11,2,0,3,0.0,3,0,10,1.25,0.3939393939393939,3.375,2.25
20160702,WO,B,27,136,0,37,10,6,0,0,4,0.0,7,0,5,0.5555555555555556,0.23076923076923078,7.0,0.0
20160702,HT,T,24,177,8,34,13,11,1,1,0,0.6666666666666666,8,1,8,1.0,0.48148148148148145,9.0,7.875000000000001
20160702,HH,B,27,134,7,32,11,9,1,0,1,0.5,5,1,4,0.4444444444444444,0.38461538461538464,5.0,7.0
20160702,OB,T,27,141,7,29,6,5,1,0,0,1.0,5,0,1,0.1111111111111111,0.24,5.0,5.0
20160702,LG,B,27,146,1,34,8,6,0,0,2,1.0,5,1,4,0.4444444444444444,0.2222222222222222,5.0,1.0
20160702,SK,T,27,171,3,35,8,7,1,0,0,1.0,5,1,1,0.1111111111111111,0.26666666666666666,5.0,3.0
20160703,WO,B,33,206,6,46,16,14,0,0,2,1.0,9,0,6,0.5454545454545454,0.3888888888888889,7.363636363636363,3.272727272727273
20160703,HT,T,30,207,13,37,12,10,1,1,0,0.8,5,1,4,0.4,0.375,4.5,11.700000000000001
20160703,LG,B,27,152,7,41,17,13,2,1,1,1.0,6,2,8,0.8888888888888888,0.4444444444444444,6.0,4.0
20160703,SK,T,27,173,7,37,12,8,2,1,1,0.75,8,0,7,0.7777777777777778,0.3793103448275862,8.0,6.0
20160705,SS,B,27,137,4,33,7,3,4,0,0,0.0,5,0,3,0.3333333333333333,0.2413793103448276,5.0,3.0
20160705,LG,T,24,136,5,34,9,6,1,0,2,1.0,4,0,7,0.875,0.25,4.5,5.625
20160706,SK,B,27,213,9,42,16,11,3,1,1,1.0,6,1,13,1.4444444444444444,0.42857142857142855,6.0,9.0
20160706,HH,T,27,128,3,31,6,5,0,0,1,0.0,8,0,2,0.2222222222222222,0.21739130434782608,8.0,2.0
20160706,KT,B,27,187,9,33,10,8,1,0,1,0.75,9,0,7,0.7777777777777778,0.391304347826087,9.0,8.0
20160706,HT,T,27,128,3,34,8,8,0,0,0,0.0,6,0,0,0.0,0.2857142857142857,6.0,3.0
20160706,NC,B,27,152,4,35,9,7,1,1,0,0.0,6,1,3,0.3333333333333333,0.3,6.0,3.0
20160706,LT,T,24,183,4,36,12,8,1,0,3,0.0,6,1,12,1.5,0.3333333333333333,6.75,4.5
20160706,OB,B,27,171,6,35,9,6,2,1,0,0.0,5,0,6,0.6666666666666666,0.3,5.0,6.0
20160706,WO,T,27,190,6,38,10,6,3,0,1,1.0,10,0,5,0.5555555555555556,0.3333333333333333,10.0,6.0
20160707,SK,B,27,157,2,44,18,11,2,1,4,0.0,8,0,6,0.6666666666666666,0.4375,8.0,2.0
20160707,HH,T,27,118,3,37,13,9,3,0,1,0.0,7,0,3,0.3333333333333333,0.41379310344827586,7.0,1.0
20160707,KT,B,27,153,10,32,10,7,3,0,0,0.0,5,1,2,0.2222222222222222,0.35714285714285715,5.0,6.0
20160707,HT,T,27,122,2,30,3,1,1,0,1,1.0,5,0,1,0.1111111111111111,0.08,5.0,1.0
20160707,SS,B,27,196,6,39,14,6,5,0,3,0.6666666666666666,3,0,11,1.2222222222222223,0.3333333333333333,3.0,6.0
20160707,LG,T,24,167,8,35,15,6,6,0,3,0.0,5,2,12,1.5,0.41379310344827586,5.625,5.625
20160707,NC,B,27,142,2,35,9,5,2,0,2,0.0,12,0,4,0.4444444444444444,0.3333333333333333,12.0,2.0
20160707,LT,T,24,132,6,30,8,4,3,0,1,1.0,5,0,8,1.0,0.28,5.625,4.5
20160707,OB,B,27,114,1,34,7,4,3,0,0,0.0,4,0,1,0.1111111111111111,0.23333333333333334,4.0,1.0
20160707,WO,T,24,131,4,29,10,6,2,2,0,0.3333333333333333,4,0,4,0.5,0.37037037037037035,4.5,1.125
20160708,OB,B,27,187,5,42,18,13,2,0,3,1.0,5,1,12,1.3333333333333333,0.4411764705882353,5.0,4.0
20160708,HT,T,27,153,2,35,9,5,2,1,1,1.0,4,0,6,0.6666666666666666,0.26666666666666666,4.0,2.0
20160708,SK,B,27,119,3,32,9,8,1,0,0,1.0,4,0,3,0.3333333333333333,0.3103448275862069,4.0,2.0
20160708,KT,T,24,166,5,33,10,4,4,0,2,1.0,9,0,7,0.875,0.36363636363636365,10.125,5.625
20160708,LT,B,27,155,3,35,9,4,4,0,1,1.0,4,0,5,0.5555555555555556,0.25806451612903225,4.0,2.0
20160708,LG,T,24,140,4,32,10,7,2,1,0,1.0,3,0,5,0.625,0.3448275862068966,3.375,2.25
20160708,WO,B,27,161,3,39,11,7,2,0,2,0.0,8,1,7,0.7777777777777778,0.3103448275862069,8.0,3.0
20160708,NC,T,27,178,4,39,13,8,2,0,3,1.0,4,0,9,1.0,0.30303030303030304,4.0,3.0
20160708,HH,B,27,174,9,33,8,7,1,0,0,0.0,6,0,3,0.3333333333333333,0.2962962962962963,6.0,8.0
20160708,SS,T,24,131,2,33,9,4,2,0,3,0.0,3,0,6,0.75,0.2222222222222222,3.375,2.25
20160709,OB,B,30,172,3,41,13,11,1,0,1,0.6666666666666666,8,0,6,0.6,0.375,7.2,1.8
20160709,HT,T,29,183,10,36,9,7,1,0,1,1.0,5,0,6,0.6206896551724138,0.26666666666666666,4.655172413793104,8.379310344827587
20160709,SK,B,27,175,8,38,13,10,3,0,0,0.6666666666666666,4,0,4,0.4444444444444444,0.38235294117647056,4.0,7.0
20160709,KT,T,27,170,11,37,11,8,1,0,2,0.6666666666666666,8,0,6,0.6666666666666666,0.3333333333333333,8.0,11.0
20160709,LT,B,33,209,14,44,15,10,1,0,4,0.5,7,0,11,1.0,0.3333333333333333,5.7272727272727275,9.0
20160709,LG,T,31,239,11,47,19,14,2,0,3,0.5,7,0,13,1.2580645161290323,0.43243243243243246,6.096774193548387,7.838709677419355
20160709,WO,B,27,157,6,36,10,4,5,0,1,0.0,5,0,3,0.3333333333333333,0.28125,5.0,4.0
20160709,NC,T,24,151,6,30,9,7,2,0,0,0.0,6,2,7,0.875,0.375,6.75,5.625
20160709,HH,B,36,199,2,46,11,7,1,0,3,0.5,5,0,4,0.3333333333333333,0.21052631578947367,3.75,1.5
20160709,SS,T,36,221,9,43,12,12,0,0,0,0.0,7,1,4,0.3333333333333333,0.3333333333333333,5.25,6.0
20160710,OB,B,27,210,3,43,16,8,3,0,5,0.0,8,1,13,1.4444444444444444,0.36666666666666664,8.0,3.0
20160710,HT,T,27,143,2,34,9,6,2,1,0,0.0,1,2,3,0.3333333333333333,0.2727272727272727,1.0,2.0
20160710,SK,B,27,151,6,31,7,5,0,0,2,0.0,4,0,2,0.2222222222222222,0.19230769230769232,4.0,5.0
20160710,KT,T,27,169,7,37,14,8,6,0,0,0.0,9,0,6,0.6666666666666666,0.4827586206896552,9.0,5.0
20160710,LT,B,27,162,7,37,12,8,3,0,1,1.0,9,0,6,0.6666666666666666,0.4074074074074074,9.0,6.0
20160710,LG,T,27,135,4,32,6,5,1,0,0,0.0,9,0,0,0.0,0.2608695652173913,9.0,4.0
20160710,WO,B,27,169,9,35,10,8,1,1,0,1.0,6,0,6,0.6666666666666666,0.3333333333333333,6.0,7.0
20160710,NC,T,24,166,6,35,13,10,2,0,1,1.0,5,1,9,1.125,0.41379310344827586,5.625,6.75
20160710,HH,B,27,177,8,33,9,9,0,0,0,1.0,3,0,6,0.6666666666666666,0.2727272727272727,3.0,5.0
20160710,SS,T,24,138,11,32,12,8,2,0,2,0.0,3,1,7,0.875,0.3448275862068966,3.375,9.0
20160712,LG,B,27,141,8,29,7,7,0,0,0,0.0,2,1,4,0.4444444444444444,0.25,2.0,5.0
20160712,HH,T,24,132,8,30,7,4,2,1,0,0.0,4,1,5,0.625,0.2692307692307692,4.5,7.875000000000001
20160712,SS,B,27,165,4,36,11,10,1,0,0,0.0,7,1,4,0.4444444444444444,0.36666666666666664,7.0,3.0
20160712,LT,T,24,166,9,27,5,4,0,0,1,1.0,5,3,4,0.5,0.18181818181818182,5.625,9.0
20160712,NC,B,27,161,6,38,13,10,0,0,3,0.5,8,1,9,1.0,0.37037037037037035,8.0,6.0
20160712,OB,T,27,152,6,33,9,6,1,0,2,0.0,3,0,5,0.5555555555555556,0.25,3.0,6.0
20160712,HT,B,30,168,3,41,14,9,2,0,3,0.0,9,0,7,0.7,0.36666666666666664,8.1,1.8
20160712,SK,T,30,176,4,42,13,9,4,0,0,0.0,9,0,3,0.3,0.3939393939393939,8.1,3.6
20160712,KT,B,27,166,6,34,10,6,2,0,2,0.6666666666666666,8,0,6,0.6666666666666666,0.32,8.0,4.0
20160712,WO,T,27,163,3,39,15,12,2,0,1,0.0,5,1,5,0.5555555555555556,0.42424242424242425,5.0,3.0
20160713,LG,B,27,159,0,37,11,8,2,1,0,0.0,6,2,7,0.7777777777777778,0.3548387096774194,6.0,0.0
20160713,HH,T,27,144,5,34,9,8,1,0,0,1.0,9,0,5,0.5555555555555556,0.34615384615384615,9.0,3.0
20160713,SS,B,27,186,4,46,20,11,6,0,3,1.0,7,1,12,1.3333333333333333,0.4722222222222222,7.0,3.0
20160713,LT,T,27,177,7,39,14,8,3,1,2,0.0,5,1,12,1.3333333333333333,0.375,5.0,7.0
20160713,NC,B,27,115,2,31,5,1,3,0,1,0.0,8,0,2,0.2222222222222222,0.18181818181818182,8.0,2.0
20160713,OB,T,24,134,6,29,7,3,1,0,3,0.0,3,1,6,0.75,0.17391304347826086,3.375,5.625
20160713,HT,B,27,132,2,36,9,7,2,0,0,1.0,2,0,2,0.2222222222222222,0.2647058823529412,2.0,2.0
20160713,SK,T,26,159,8,35,10,9,0,0,1,1.0,7,0,3,0.3461538461538462,0.32142857142857145,7.269230769230769,7.269230769230769
20160713,KT,B,27,210,12,33,9,5,2,0,2,0.75,10,0,11,1.2222222222222223,0.3181818181818182,10.0,10.0
20160713,WO,T,27,168,6,39,12,7,4,0,1,1.0,5,2,8,0.8888888888888888,0.3235294117647059,5.0,5.0
20160714,LG,B,27,159,3,37,11,6,2,1,2,0.75,9,0,7,0.7777777777777778,0.34615384615384615,9.0,3.0
20160714,HH,T,27,149,4,35,9,8,1,0,0,0.0,9,1,3,0.3333333333333333,0.34615384615384615,9.0,4.0
20160714,SS,B,33,174,7,38,6,3,0,1,2,0.6666666666666666,11,1,4,0.36363636363636365,0.16,9.0,5.7272727272727275
20160714,LT,T,33,181,7,40,11,10,0,0,1,0.0,9,2,2,0.18181818181818182,0.3333333333333333,7.363636363636363,4.909090909090909
20160714,NC,B,27,128,1,34,8,4,1,0,3,0.0,7,0,3,0.3333333333333333,0.20833333333333334,7.0,1.0
20160714,OB,T,24,148,8,26,5,4,1,0,0,1.0,9,1,3,0.375,0.2777777777777778,10.125,4.5
20160714,HT,B,27,186,10,36,11,5,2,1,3,0.0,4,1,6,0.6666666666666666,0.26666666666666666,4.0,8.0
20160714,SK,T,27,153,4,30,3,3,0,0,0,0.0,8,0,3,0.3333333333333333,0.13636363636363635,8.0,4.0
20160714,KT,B,27,194,4,39,17,11,3,0,3,0.0,7,0,10,1.1111111111111112,0.4827586206896552,7.0,4.0
20160714,WO,T,27,133,2,38,13,10,3,0,0,1.0,6,1,5,0.5555555555555556,0.40625,6.0,2.0
20160719,LT,B,27,182,7,34,11,6,4,0,1,1.0,8,0,6,0.6666666666666666,0.38461538461538464,8.0,4.0
20160719,HT,T,27,157,2,37,9,8,0,0,1,1.0,10,0,1,0.1111111111111111,0.3076923076923077,10.0,2.0
20160719,HH,B,27,158,7,38,11,8,3,0,0,0.0,6,0,7,0.7777777777777778,0.34375,6.0,7.0
20160719,KT,T,24,189,13,36,13,6,6,1,0,1.0,6,1,17,2.125,0.43333333333333335,6.75,13.5
20160719,WO,B,27,206,8,42,15,11,2,0,2,1.0,8,2,12,1.3333333333333333,0.40625,8.0,8.0
20160719,LG,T,27,170,7,36,10,5,3,0,2,1.0,8,1,6,0.6666666666666666,0.3076923076923077,8.0,7.0
20160719,NC,B,27,175,7,34,10,7,2,0,1,0.0,12,1,5,0.5555555555555556,0.4090909090909091,12.0,6.0
20160719,SK,T,27,128,1,34,9,6,1,1,1,0.0,9,0,4,0.4444444444444444,0.3333333333333333,9.0,1.0
20160719,OB,B,27,139,5,31,5,4,0,1,0,1.0,6,0,1,0.1111111111111111,0.2,6.0,4.0
20160719,SS,T,24,124,5,26,6,5,0,0,1,0.5,4,0,3,0.375,0.22727272727272727,4.5,3.375
20160720,LT,B,27,171,7,35,10,5,3,0,2,1.0,5,0,6,0.6666666666666666,0.2857142857142857,5.0,7.0
20160720,HT,T,24,160,5,33,10,4,5,1,0,1.0,5,0,8,1.0,0.35714285714285715,5.625,5.625
20160720,HH,B,27,174,9,34,9,6,3,0,0,0.5,9,1,4,0.4444444444444444,0.36,9.0,7.0
20160720,KT,T,27,159,4,33,6,5,1,0,0,0.0,7,0,1,0.1111111111111111,0.23076923076923078,7.0,4.0
20160720,WO,B,27,157,3,35,10,7,1,0,2,1.0,8,0,3,0.3333333333333333,0.32,8.0,3.0
20160720,LG,T,24,122,6,32,9,4,4,0,1,0.0,1,0,5,0.625,0.25806451612903225,1.125,5.625
20160720,NC,B,27,155,5,31,6,5,1,0,0,1.0,12,0,2,0.2222222222222222,0.3157894736842105,12.0,5.0
20160720,SK,T,24,118,3,31,9,6,2,0,1,1.0,4,0,4,0.5,0.2962962962962963,4.5,1.125
20160720,OB,B,27,129,7,28,4,2,0,0,2,1.0,2,0,5,0.5555555555555556,0.08333333333333333,2.0,6.0
20160720,SS,T,27,116,0,36,8,6,1,0,1,0.0,10,0,3,0.3333333333333333,0.28,10.0,0.0
20160721,LT,B,27,169,1,34,7,5,1,0,1,0.0,11,1,1,0.1111111111111111,0.2727272727272727,11.0,1.0
20160721,HT,T,24,169,7,35,11,7,4,0,0,0.6666666666666666,9,0,8,1.0,0.4230769230769231,10.125,7.875000000000001
20160721,HH,B,27,118,1,30,3,2,0,0,1,1.0,9,0,1,0.1111111111111111,0.1,9.0,1.0
20160721,KT,T,24,154,4,35,12,10,1,0,1,0.0,5,2,3,0.375,0.3793103448275862,5.625,4.5
20160721,WO,B,27,157,5,35,9,9,0,0,0,1.0,4,0,4,0.4444444444444444,0.2903225806451613,4.0,4.0
20160721,LG,T,24,145,4,32,10,8,2,0,0,0.75,5,1,7,0.875,0.37037037037037035,5.625,3.375
20160721,NC,B,27,139,6,33,9,4,3,0,2,0.0,8,0,4,0.4444444444444444,0.30434782608695654,8.0,5.0
20160721,SK,T,24,153,9,29,10,6,3,0,1,0.5,6,0,7,0.875,0.391304347826087,6.75,7.875000000000001
20160721,OB,B,27,145,8,31,9,8,0,1,0,0.0,3,0,5,0.5555555555555556,0.2903225806451613,3.0,3.0
20160721,SS,T,27,170,2,38,11,10,1,0,0,0.0,5,1,3,0.3333333333333333,0.3333333333333333,5.0,2.0
20160722,LT,B,27,142,5,30,5,2,2,0,1,1.0,5,1,1,0.1111111111111111,0.16,5.0,4.0
20160722,HH,T,24,172,10,33,10,8,1,0,1,0.75,7,0,7,0.875,0.34615384615384615,7.875000000000001,10.125
20160722,HT,B,27,143,4,33,8,5,1,0,2,0.0,7,0,4,0.4444444444444444,0.24,7.0,3.0
20160722,NC,T,24,167,7,33,12,7,3,0,2,0.5,8,0,9,1.125,0.43478260869565216,9.0,7.875000000000001
20160722,LG,B,27,189,12,40,16,12,3,0,1,0.0,4,0,9,1.0,0.40540540540540543,4.0,10.0
20160722,OB,T,27,137,3,36,9,6,2,0,1,0.0,4,0,3,0.3333333333333333,0.25806451612903225,4.0,3.0
20160722,KT,B,27,154,2,40,12,9,1,0,2,1.0,8,0,3,0.3333333333333333,0.3333333333333333,8.0,1.0
20160722,SS,T,25,154,7,31,11,8,2,0,1,0.0,6,0,7,0.84,0.4,6.4799999999999995,4.32
20160722,SK,B,33,185,7,43,14,8,3,1,2,0.75,4,0,6,0.5454545454545454,0.3157894736842105,3.272727272727273,4.090909090909091
20160722,WO,T,32,157,5,43,16,13,1,0,2,0.6666666666666666,7,2,6,0.5625,0.3888888888888889,5.90625,2.53125
20160723,LT,B,30,163,4,41,15,11,3,0,1,0.0,3,0,6,0.6,0.3783783783783784,2.7,2.7
20160723,HH,T,29,179,9,39,13,10,2,0,1,1.0,7,0,7,0.7241379310344828,0.375,6.517241379310345,5.586206896551724
20160723,HT,B,27,175,11,34,11,9,2,0,0,1.0,5,0,5,0.5555555555555556,0.3793103448275862,5.0,9.0
20160723,NC,T,27,116,2,29,3,3,0,0,0,0.0,6,0,0,0.0,0.13043478260869565,6.0,2.0
20160723,LG,B,27,170,8,30,8,5,1,0,2,1.0,5,0,7,0.7777777777777778,0.25,5.0,7.0
20160723,OB,T,24,136,10,27,8,6,2,0,0,0.0,4,2,9,1.125,0.32,4.5,9.0
20160723,KT,B,27,184,8,39,18,12,3,1,2,1.0,5,1,12,1.3333333333333333,0.48484848484848486,5.0,5.0
20160723,SS,T,27,129,4,29,4,3,0,0,1,0.0,10,0,2,0.2222222222222222,0.16666666666666666,10.0,4.0
20160723,SK,B,27,180,11,38,12,6,4,1,1,1.0,3,0,9,1.0,0.3142857142857143,3.0,10.0
20160723,WO,T,27,159,2,36,11,9,1,0,1,0.0,7,0,2,0.2222222222222222,0.35714285714285715,7.0,2.0
20160724,LT,B,27,170,6,38,14,12,1,0,1,0.0,3,1,8,0.8888888888888888,0.38235294117647056,3.0,6.0
20160724,HH,T,27,106,1,29,5,4,1,0,0,0.0,8,1,1,0.1111111111111111,0.23809523809523808,8.0,1.0
20160724,HT,B,27,185,10,34,10,3,2,1,4,0.0,5,1,8,0.8888888888888888,0.24,5.0,8.0
20160724,NC,T,27,163,3,38,10,8,2,0,0,0.0,16,2,2,0.2222222222222222,0.45454545454545453,16.0,2.0
20160724,LG,B,27,144,4,37,11,9,1,0,1,1.0,2,0,3,0.3333333333333333,0.29411764705882354,2.0,3.0
20160724,OB,T,27,144,2,33,7,6,0,0,1,0.5,8,0,2,0.2222222222222222,0.25,8.0,2.0
20160724,KT,B,27,141,4,33,6,6,0,0,0,0.0,10,0,1,0.1111111111111111,0.2608695652173913,10.0,4.0
20160724,SS,T,24,110,3,29,7,6,1,0,0,0.0,3,0,0,0.0,0.2692307692307692,3.375,1.125
20160724,SK,B,27,116,3,30,5,3,1,0,1,0.6666666666666666,4,0,2,0.2222222222222222,0.16,4.0,3.0
20160724,WO,T,24,108,2,30,10,6,0,0,4,0.0,3,1,4,0.5,0.2608695652173913,3.375,1.125
20160726,HT,B,27,156,2,33,8,8,0,0,0,0.0,4,1,0,0.0,0.27586206896551724,4.0,2.0
20160726,KT,T,24,154,5,37,16,10,4,0,2,0.0,4,0,13,1.625,0.4375,4.5,4.5
20160726,LG,B,27,189,7,44,17,10,4,0,3,0.5,6,0,12,1.3333333333333333,0.4,6.0,7.0
20160726,LT,T,27,177,8,40,15,10,3,1,1,1.0,6,2,9,1.0,0.4117647058823529,6.0,7.0
20160726,SS,B,27,160,7,34,8,4,2,0,2,0.0,5,0,4,0.4444444444444444,0.21428571428571427,5.0,5.0
20160726,NC,T,27,164,4,37,12,9,2,0,1,0.0,10,1,4,0.4444444444444444,0.4230769230769231,10.0,4.0
20160726,WO,B,27,125,4,32,8,2,2,0,4,1.0,4,0,7,0.7777777777777778,0.16,4.0,2.0
20160726,OB,T,27,149,6,29,5,4,1,0,0,0.0,4,2,1,0.1111111111111111,0.2,4.0,6.0
20160726,HH,B,27,140,4,39,12,5,5,0,2,0.0,7,0,9,1.0,0.3333333333333333,7.0,4.0
20160726,SK,T,27,152,2,37,12,10,1,0,1,0.0,8,1,4,0.4444444444444444,0.39285714285714285,8.0,2.0
20160727,HT,B,27,137,2,34,8,7,0,0,1,0.0,3,2,2,0.2222222222222222,0.23333333333333334,3.0,2.0
20160727,KT,T,24,150,6,34,12,8,4,0,0,0.0,3,1,8,1.0,0.375,3.375,5.625
20160727,LG,B,27,134,3,29,3,2,0,1,0,0.0,11,0,1,0.1111111111111111,0.16666666666666666,11.0,3.0
20160727,LT,T,24,135,5,31,8,7,0,0,1,0.0,10,2,3,0.375,0.3333333333333333,11.25,4.5
20160727,SS,B,27,177,2,36,10,7,0,0,3,0.0,8,0,6,0.6666666666666666,0.28,8.0,2.0
20160727,NC,T,24,151,7,33,10,6,1,0,3,0.0,4,1,9,1.125,0.2692307692307692,4.5,6.75
20160727,WO,B,27,141,3,36,9,7,1,0,1,0.0,3,0,4,0.4444444444444444,0.25,3.0,3.0
20160727,OB,T,24,163,4,40,17,15,0,0,2,1.0,4,0,9,1.125,0.4411764705882353,4.5,4.5
20160727,HH,B,27,124,3,29,4,4,0,0,0,0.0,4,0,0,0.0,0.16,4.0,3.0
20160727,SK,T,24,174,7,33,9,5,2,0,2,0.0,9,2,5,0.625,0.30434782608695654,10.125,6.75
20160728,HT,B,27,132,2,32,9,7,1,0,1,1.0,3,0,3,0.3333333333333333,0.2857142857142857,3.0,2.0
20160728,KT,T,24,135,6,33,12,9,2,1,0,0.0,2,0,9,1.125,0.36363636363636365,2.25,4.5
20160728,LG,B,27,158,5,34,6,4,1,0,1,1.0,13,1,2,0.2222222222222222,0.25,13.0,5.0
20160728,LT,T,24,150,6,34,12,8,3,1,0,0.5,5,1,4,0.5,0.41379310344827586,5.625,5.625
20160728,SS,B,27,176,11,34,11,8,2,0,1,1.0,7,1,8,0.8888888888888888,0.35714285714285715,7.0,9.0
20160728,NC,T,27,158,7,32,9,8,1,0,0,0.3333333333333333,8,1,5,0.5555555555555556,0.34615384615384615,8.0,5.0
20160728,WO,B,27,150,5,31,6,4,2,0,0,0.0,10,0,0,0.0,0.2857142857142857,10.0,5.0
20160728,OB,T,24,169,9,35,13,10,2,0,1,0.0,3,1,9,1.125,0.35294117647058826,3.375,6.75
20160728,HH,B,27,160,2,40,13,9,2,0,2,0.0,9,0,8,0.8888888888888888,0.3793103448275862,9.0,2.0
20160728,SK,T,24,167,9,34,11,6,2,0,3,0.6666666666666666,9,1,12,1.5,0.34782608695652173,10.125,9.0
20160729,OB,B,33,220,8,42,11,5,3,1,2,0.0,5,0,9,0.8181818181818182,0.2571428571428571,4.090909090909091,6.545454545454546
20160729,HH,T,33,194,7,45,15,14,1,0,0,0.5,9,1,7,0.6363636363636364,0.39473684210526316,7.363636363636363,4.090909090909091
20160729,SK,B,27,183,8,44,19,11,5,0,3,0.0,7,1,13,1.4444444444444444,0.45714285714285713,7.0,6.0
20160729,HT,T,27,181,8,39,14,10,2,0,2,0.0,6,0,8,0.8888888888888888,0.375,6.0,7.0
20160729,NC,B,27,133,3,32,8,7,1,0,0,0.0,7,1,2,0.2222222222222222,0.32,7.0,2.0
20160729,LG,T,27,159,9,29,5,4,1,0,0,0.5,7,2,1,0.1111111111111111,0.22727272727272727,7.0,8.0
20160729,KT,B,27,193,6,37,13,11,1,0,1,1.0,5,1,11,1.2222222222222223,0.3870967741935484,5.0,5.0
20160729,LT,T,26,201,12,38,16,14,1,0,1,0.6666666666666666,6,0,12,1.3846153846153848,0.46875,6.230769230769231,9.346153846153847
20160729,SS,B,36,189,8,41,11,10,0,0,1,0.6666666666666666,7,0,3,0.25,0.29411764705882354,5.25,4.5
20160729,WO,T,34,183,7,45,16,13,3,0,0,0.0,6,0,6,0.5294117647058824,0.41025641025641024,4.764705882352941,4.764705882352941
20160730,OB,B,27,207,12,33,13,7,4,2,0,0.0,8,4,10,1.1111111111111112,0.48148148148148145,8.0,7.0
20160730,HH,T,27,171,2,41,14,7,4,1,2,1.0,7,3,8,0.8888888888888888,0.36363636363636365,7.0,1.0
20160730,SK,B,27,145,5,31,5,4,0,0,1,0.5,9,0,2,0.2222222222222222,0.19047619047619047,9.0,5.0
20160730,HT,T,27,121,3,31,6,5,1,0,0,0.0,8,0,1,0.1111111111111111,0.2608695652173913,8.0,2.0
20160730,NC,B,27,165,7,39,14,10,3,0,1,1.0,7,1,8,0.8888888888888888,0.41935483870967744,7.0,6.0
20160730,LG,T,27,138,1,39,13,10,2,0,1,1.0,4,1,5,0.5555555555555556,0.35294117647058826,4.0,1.0
20160730,KT,B,27,168,9,34,11,10,0,0,1,0.0,7,1,3,0.3333333333333333,0.37037037037037035,7.0,8.0
20160730,LT,T,24,124,6,28,5,3,0,0,2,1.0,6,2,2,0.25,0.15,6.75,5.625
20160731,OB,B,27,132,2,32,8,4,3,1,0,0.0,3,0,4,0.4444444444444444,0.26666666666666666,3.0,1.0
20160731,HH,T,24,151,7,38,15,11,4,0,0,0.5,4,1,10,1.25,0.4411764705882353,4.5,7.875000000000001
20160731,SK,B,27,177,8,35,11,8,3,0,0,0.6666666666666666,6,1,6,0.6666666666666666,0.3793103448275862,6.0,7.0
20160731,HT,T,27,127,1,35,8,4,2,0,2,1.0,6,0,5,0.5555555555555556,0.2222222222222222,6.0,1.0
20160731,NC,B,27,161,4,37,10,8,2,0,0,0.0,5,0,8,0.8888888888888888,0.3125,5.0,4.0
20160731,LG,T,26,171,10,33,8,5,1,0,2,0.0,9,2,4,0.46153846153846156,0.2727272727272727,9.346153846153847,10.384615384615385
20160731,KT,B,27,123,4,28,4,3,1,0,0,0.0,6,0,2,0.2222222222222222,0.18181818181818182,6.0,4.0
20160731,LT,T,24,128,2,30,8,6,1,0,1,0.0,5,0,2,0.25,0.2916666666666667,5.625,2.25
20160802,HT,B,27,168,3,42,16,15,1,0,0,0.5,4,3,8,0.8888888888888888,0.42105263157894735,4.0,2.0
20160802,HH,T,26,181,8,37,13,10,2,0,1,1.0,11,1,10,1.153846153846154,0.4444444444444444,11.423076923076923,6.230769230769231
20160802,OB,B,27,127,0,33,7,5,1,0,1,0.0,6,0,1,0.1111111111111111,0.23076923076923078,6.0,0.0
20160802,LG,T,24,171,5,36,13,10,2,1,0,0.0,5,0,4,0.5,0.40625,5.625,4.5
20160803,HT,B,27,181,11,39,13,12,1,0,0,0.0,5,0,7,0.7777777777777778,0.38235294117647056,5.0,11.0
20160803,HH,T,27,132,2,31,6,6,0,0,0,0.0,7,0,0,0.0,0.25,7.0,2.0
20160803,OB,B,27,160,8,36,11,9,0,1,1,0.5,8,0,7,0.7777777777777778,0.35714285714285715,8.0,7.0
20160803,LG,T,27,199,11,32,8,5,1,0,2,0.8,11,2,5,0.5555555555555556,0.2857142857142857,11.0,9.0
20160803,SK,B,27,120,1,34,7,4,2,0,1,0.6666666666666666,3,0,4,0.4444444444444444,0.2,3.0,1.0
20160803,SS,T,24,139,3,37,13,8,4,0,1,0.0,6,0,7,0.875,0.4,6.75,2.25
20160803,LT,B,27,160,6,38,14,10,3,0,1,1.0,6,0,5,0.5555555555555556,0.40625,6.0,5.0
20160803,WO,T,26,160,8,34,9,7,1,0,1,0.0,4,0,5,0.576923076923077,0.26666666666666666,4.153846153846154,7.269230769230769
