GDAY_DS,T_ID,TB_SC,PA-AB,AB,RUN,HIT,RBI,SH+SF,KK,AVG,SB_trial,BABIP
20170408,NC,T,4,31,2,4,2,0,10,0.12903225806451613,0,0.19047619047619047
20170408,KT,B,2,26,1,3,0,1,5,0.11538461538461539,0,0.14285714285714285
20170408,SS,T,5,31,0,7,0,1,4,0.22580645161290322,1,0.25925925925925924
20170408,OB,B,3,43,10,16,10,0,6,0.37209302325581395,1,0.43243243243243246
20170408,WO,T,3,46,13,20,12,0,6,0.43478260869565216,0,0.47368421052631576
20170409,HT,B,2,30,3,9,3,0,4,0.3,1,0.32
20170409,HH,T,2,35,2,13,2,1,4,0.37142857142857144,2,0.40625
20170409,LT,B,10,34,7,10,6,0,12,0.29411764705882354,1,0.4
20170409,LG,T,5,31,1,5,1,0,9,0.16129032258064516,1,0.22727272727272727
20170409,SK,B,7,36,8,13,8,0,7,0.3611111111111111,1,0.4074074074074074
20170409,NC,T,5,38,5,12,5,0,10,0.3157894736842105,2,0.42857142857142855
20170409,KT,B,3,28,3,7,3,1,4,0.25,0,0.28
20170409,SS,T,1,29,0,4,0,0,11,0.13793103448275862,0,0.2222222222222222
20170409,OB,B,4,30,2,3,2,0,5,0.1,0,0.08333333333333333
20170409,WO,T,3,44,13,19,12,0,5,0.4318181818181818,1,0.47368421052631576
20170411,SS,B,6,44,8,15,7,2,8,0.3409090909090909,0,0.3888888888888889
20170411,HH,T,7,43,11,14,11,0,7,0.32558139534883723,1,0.37142857142857144
20170411,OB,B,7,43,16,21,16,2,3,0.4883720930232558,5,0.5
20170411,HT,T,1,34,4,8,4,0,5,0.23529411764705882,0,0.27586206896551724
20170411,WO,B,5,40,12,17,12,0,6,0.425,0,0.46875
20170411,KT,T,1,34,2,8,2,0,5,0.23529411764705882,2,0.27586206896551724
20170411,NC,B,5,28,4,7,4,3,9,0.25,0,0.3333333333333333
20170411,LG,T,10,34,3,6,1,1,15,0.17647058823529413,3,0.3157894736842105
20170411,SK,B,2,36,4,10,4,0,9,0.2777777777777778,0,0.32
20170411,LT,T,11,34,6,8,6,1,8,0.23529411764705882,1,0.2692307692307692
20170412,SS,B,3,35,3,8,3,0,8,0.22857142857142856,0,0.2692307692307692
20170412,HH,T,4,31,5,7,5,1,9,0.22580645161290322,0,0.30434782608695654
20170412,OB,B,5,33,4,7,3,0,11,0.21212121212121213,0,0.3181818181818182
20170412,HT,T,8,36,8,9,7,3,5,0.25,2,0.28125
20170412,WO,B,5,32,5,8,4,1,8,0.25,1,0.32
20170412,KT,T,6,32,3,8,3,1,7,0.25,2,0.3076923076923077
20170412,NC,B,4,35,5,10,5,0,9,0.2857142857142857,0,0.3333333333333333
20170412,LG,T,2,32,0,5,0,0,10,0.15625,0,0.22727272727272727
20170412,SK,B,8,40,2,9,2,2,14,0.225,0,0.3333333333333333
20170412,LT,T,3,45,1,12,1,0,15,0.26666666666666666,1,0.4
20170413,SS,B,6,29,5,6,4,0,3,0.20689655172413793,1,0.23076923076923078
20170413,HH,T,2,30,1,4,1,0,10,0.13333333333333333,0,0.15789473684210525
20170413,OB,B,4,35,3,12,3,1,4,0.34285714285714286,1,0.3548387096774194
20170413,HT,T,7,33,4,8,4,2,7,0.24242424242424243,0,0.2962962962962963
20170413,WO,B,4,37,6,9,5,0,9,0.24324324324324326,0,0.32142857142857145
20170413,KT,T,4,39,7,13,7,0,2,0.3333333333333333,2,0.3333333333333333
20170413,NC,B,3,29,3,7,3,0,1,0.2413793103448276,1,0.2222222222222222
20170413,LG,T,7,29,1,5,1,0,11,0.1724137931034483,2,0.2777777777777778
20170413,SK,B,7,34,11,13,10,2,7,0.38235294117647056,0,0.38461538461538464
20170413,LT,T,4,38,10,12,9,0,8,0.3157894736842105,1,0.3333333333333333
20170414,LG,B,2,32,5,10,5,0,4,0.3125,0,0.3333333333333333
20170414,KT,T,0,34,2,9,2,0,8,0.2647058823529412,0,0.32
20170414,NC,B,3,37,6,10,3,1,10,0.2702702702702703,0,0.35714285714285715
20170414,OB,T,15,38,10,13,10,1,5,0.34210526315789475,0,0.34375
20170414,HH,B,2,32,2,6,2,0,12,0.1875,1,0.2631578947368421
20170414,SK,T,10,35,6,11,5,3,4,0.3142857142857143,1,0.3125
20170414,LT,B,6,31,9,9,5,0,4,0.2903225806451613,2,0.3333333333333333
20170414,SS,T,6,36,6,10,4,1,12,0.2777777777777778,1,0.391304347826087
20170414,HT,B,3,29,3,7,3,1,1,0.2413793103448276,3,0.21428571428571427
20170414,WO,T,2,34,2,7,2,0,9,0.20588235294117646,0,0.25
20170415,LG,B,2,34,0,7,0,1,6,0.20588235294117646,1,0.25
20170415,KT,T,10,30,1,3,1,2,6,0.1,3,0.12
20170415,NC,B,3,36,2,11,2,0,6,0.3055555555555556,0,0.36666666666666664
20170415,OB,T,8,40,11,14,11,1,6,0.35,0,0.3548387096774194
20170415,HH,B,5,39,4,13,2,1,8,0.3333333333333333,0,0.41935483870967744
20170415,SK,T,6,41,12,17,12,0,8,0.4146341463414634,3,0.4666666666666667
20170415,LT,B,11,31,6,9,6,1,6,0.2903225806451613,0,0.34615384615384615
20170415,SS,T,4,36,4,11,4,1,8,0.3055555555555556,0,0.37037037037037035
20170415,HT,B,1,34,5,12,4,0,2,0.35294117647058826,2,0.3548387096774194
20170415,WO,T,0,37,2,13,2,0,6,0.35135135135135137,0,0.41935483870967744
20170416,LG,B,6,39,12,16,11,0,4,0.41025641025641024,0,0.42424242424242425
20170416,KT,T,3,41,5,14,5,0,8,0.34146341463414637,0,0.40625
20170416,NC,B,3,33,4,11,4,0,6,0.3333333333333333,1,0.4074074074074074
20170416,OB,T,6,30,0,6,0,0,7,0.2,2,0.2608695652173913
20170416,HH,B,4,31,1,6,1,2,8,0.1935483870967742,0,0.25
20170416,SK,T,7,35,10,12,10,2,7,0.34285714285714286,1,0.3793103448275862
20170416,LT,B,2,31,0,8,0,0,7,0.25806451612903225,3,0.3333333333333333
20170416,SS,T,3,34,3,10,3,1,6,0.29411764705882354,1,0.3448275862068966
20170416,HT,B,6,32,7,11,7,3,4,0.34375,1,0.36666666666666664
20170416,WO,T,6,38,6,13,6,1,9,0.34210526315789475,2,0.43333333333333335
20170418,KT,B,1,31,0,7,0,0,6,0.22580645161290322,1,0.28
20170418,HT,T,1,38,5,11,5,0,7,0.2894736842105263,0,0.3333333333333333
20170418,HH,B,3,31,3,6,2,1,4,0.1935483870967742,1,0.2222222222222222
20170418,LG,T,3,34,2,9,2,1,11,0.2647058823529412,1,0.391304347826087
20170418,LT,B,5,35,3,11,2,2,9,0.3142857142857143,0,0.4074074074074074
20170418,NC,T,4,39,8,14,8,1,7,0.358974358974359,0,0.35714285714285715
20170418,OB,B,7,44,3,10,2,0,9,0.22727272727272727,0,0.2857142857142857
20170418,SS,T,5,43,3,10,3,0,9,0.23255813953488372,2,0.25
20170418,SK,B,2,32,7,9,7,1,5,0.28125,0,0.28
20170418,WO,T,2,35,4,8,3,0,9,0.22857142857142856,0,0.28
20170419,KT,B,3,31,3,10,3,1,5,0.3225806451612903,1,0.38461538461538464
20170419,HT,T,5,34,1,9,1,1,6,0.2647058823529412,0,0.32142857142857145
20170419,HH,B,4,29,3,8,3,0,4,0.27586206896551724,1,0.32
20170419,LG,T,2,31,0,4,0,0,6,0.12903225806451613,1,0.16
20170419,LT,B,4,33,2,7,2,0,9,0.21212121212121213,1,0.2916666666666667
20170419,NC,T,5,42,8,16,8,1,11,0.38095238095238093,1,0.4666666666666667
20170419,OB,B,5,31,2,9,2,2,6,0.2903225806451613,1,0.3333333333333333
20170419,SS,T,2,30,1,4,1,0,8,0.13333333333333333,1,0.18181818181818182
20170419,SK,B,5,30,5,7,5,2,7,0.23333333333333334,1,0.23809523809523808
20170419,WO,T,4,32,3,6,2,0,5,0.1875,0,0.2222222222222222
20170420,KT,B,2,34,2,6,2,0,14,0.17647058823529413,0,0.2222222222222222
20170420,HT,T,4,37,9,13,8,0,5,0.35135135135135137,2,0.40625
20170420,HH,B,3,34,3,7,2,0,10,0.20588235294117646,1,0.2916666666666667
20170420,LG,T,3,32,4,10,3,1,6,0.3125,2,0.37037037037037035
20170420,LT,B,8,32,4,8,4,1,6,0.25,1,0.3076923076923077
20170420,NC,T,5,33,5,9,5,2,8,0.2727272727272727,0,0.2916666666666667
20170420,OB,B,4,32,4,8,4,0,9,0.25,0,0.34782608695652173
20170420,SS,T,5,31,2,5,2,1,6,0.16129032258064516,0,0.2
20170420,SK,B,3,33,3,6,3,0,10,0.18181818181818182,0,0.22727272727272727
20170420,WO,T,6,38,5,11,5,1,8,0.2894736842105263,0,0.3448275862068966
20170421,KT,B,3,32,2,8,2,2,7,0.25,2,0.32
20170421,HH,T,3,34,7,10,7,3,4,0.29411764705882354,0,0.2857142857142857
20170421,LG,B,4,31,6,10,6,2,7,0.3225806451612903,0,0.36363636363636365
20170421,HT,T,3,33,2,8,2,0,10,0.24242424242424243,0,0.3181818181818182
20170421,WO,B,2,32,4,8,4,0,8,0.25,4,0.23809523809523808
20170421,LT,T,2,30,1,4,0,0,8,0.13333333333333333,1,0.18181818181818182
20170421,SS,B,5,44,4,7,3,1,15,0.1590909090909091,3,0.2413793103448276
20170421,NC,T,9,39,4,8,4,2,13,0.20512820512820512,1,0.3076923076923077
20170421,SK,B,8,33,9,11,9,3,7,0.3333333333333333,1,0.3333333333333333
20170421,OB,T,3,36,4,10,4,1,7,0.2777777777777778,0,0.3103448275862069
20170422,KT,B,2,39,11,13,10,0,4,0.3333333333333333,1,0.3333333333333333
20170422,HH,T,2,42,9,17,9,0,7,0.40476190476190477,2,0.4857142857142857
20170422,LG,B,0,38,4,12,4,0,11,0.3157894736842105,2,0.4444444444444444
20170422,HT,T,5,34,5,10,5,1,9,0.29411764705882354,2,0.3333333333333333
20170422,WO,B,1,33,2,6,2,0,10,0.18181818181818182,1,0.2608695652173913
20170422,LT,T,2,36,3,12,3,0,3,0.3333333333333333,5,0.36363636363636365
20170422,SS,B,5,33,6,8,6,1,7,0.24242424242424243,1,0.2692307692307692
20170422,NC,T,9,42,14,17,14,0,4,0.40476190476190477,0,0.43243243243243246
20170422,SK,B,2,34,8,11,8,1,6,0.3235294117647059,0,0.32
20170422,OB,T,5,35,4,10,3,1,3,0.2857142857142857,1,0.3125
20170423,KT,B,1,34,1,7,1,0,5,0.20588235294117646,0,0.2413793103448276
20170423,HH,T,9,47,14,19,14,0,10,0.40425531914893614,0,0.4857142857142857
20170423,LG,B,7,35,7,15,6,3,5,0.42857142857142855,5,0.45161290322580644
20170423,HT,T,2,34,1,8,1,0,6,0.23529411764705882,0,0.2857142857142857
20170423,WO,B,4,35,6,11,5,0,11,0.3142857142857143,0,0.4090909090909091
20170423,LT,T,7,34,5,10,5,0,8,0.29411764705882354,0,0.36
20170423,SS,B,2,35,3,8,3,1,7,0.22857142857142856,0,0.25925925925925924
20170423,NC,T,3,37,6,10,6,0,9,0.2702702702702703,0,0.28
20170423,SK,B,6,30,4,6,4,1,10,0.2,1,0.2631578947368421
20170423,OB,T,5,40,8,14,8,0,11,0.35,2,0.4
20170425,LT,B,7,27,4,8,3,4,6,0.2962962962962963,1,0.3333333333333333
20170425,HH,T,4,31,2,6,2,2,7,0.1935483870967742,0,0.20833333333333334
20170425,NC,B,2,29,2,5,2,0,4,0.1724137931034483,0,0.16666666666666666
20170425,KT,T,3,35,1,6,1,0,11,0.17142857142857143,0,0.25
20170425,WO,B,7,39,13,17,13,2,2,0.4358974358974359,0,0.42105263157894735
20170425,OB,T,4,41,9,14,9,0,4,0.34146341463414637,1,0.3783783783783784
20170425,LG,B,3,32,3,10,3,0,6,0.3125,1,0.38461538461538464
20170425,SK,T,2,39,8,12,7,0,6,0.3076923076923077,1,0.3
20170425,HT,B,8,34,11,12,10,2,9,0.35294117647058826,1,0.44
20170425,SS,T,1,37,3,12,3,0,6,0.32432432432432434,0,0.36666666666666664
20170426,LT,B,8,29,8,9,8,2,6,0.3103448275862069,3,0.375
20170426,HH,T,3,31,2,7,2,1,8,0.22580645161290322,1,0.2727272727272727
20170426,NC,B,2,37,11,13,11,1,2,0.35135135135135137,1,0.30303030303030304
20170426,KT,T,2,30,4,4,4,0,6,0.13333333333333333,0,0.09090909090909091
20170426,WO,B,3,39,3,10,3,0,4,0.2564102564102564,0,0.2857142857142857
20170426,OB,T,5,38,4,9,4,1,7,0.23684210526315788,1,0.28125
20170426,LG,B,10,34,9,14,9,4,3,0.4117647058823529,0,0.42424242424242425
20170426,SK,T,5,28,0,2,0,0,12,0.07142857142857142,1,0.125
20170426,HT,B,4,32,7,11,7,0,3,0.34375,0,0.35714285714285715
20170426,SS,T,2,33,0,6,0,0,7,0.18181818181818182,0,0.23076923076923078
20170427,LT,B,1,33,1,6,1,0,12,0.18181818181818182,1,0.2857142857142857
20170427,HH,T,2,36,6,11,5,1,6,0.3055555555555556,1,0.3548387096774194
20170427,NC,B,0,32,3,7,2,0,8,0.21875,2,0.22727272727272727
20170427,KT,T,2,31,0,4,0,0,11,0.12903225806451613,1,0.2
20170427,WO,B,7,32,7,10,7,0,4,0.3125,2,0.35714285714285715
20170427,OB,T,1,34,3,8,3,0,8,0.23529411764705882,0,0.25
20170427,LG,B,5,32,4,11,3,1,4,0.34375,6,0.35714285714285715
20170427,SK,T,3,32,2,6,2,1,8,0.1875,0,0.24
20170427,HT,B,7,41,16,19,16,2,5,0.4634146341463415,0,0.4722222222222222
20170427,SS,T,2,43,9,18,9,0,11,0.4186046511627907,0,0.5333333333333333
20170428,KT,B,2,30,1,5,1,0,7,0.16666666666666666,1,0.18181818181818182
20170428,LG,T,3,31,2,5,2,1,5,0.16129032258064516,2,0.18518518518518517
20170428,OB,B,8,27,2,5,2,1,3,0.18518518518518517,0,0.16666666666666666
20170428,LT,T,6,32,0,6,0,1,10,0.1875,0,0.2727272727272727
20170428,HT,B,6,35,9,11,9,1,8,0.3142857142857143,1,0.39285714285714285
20170428,NC,T,1,34,3,8,3,0,10,0.23529411764705882,3,0.3333333333333333
20170428,SS,B,4,35,5,11,5,0,7,0.3142857142857143,2,0.32
20170428,SK,T,7,34,7,9,7,0,5,0.2647058823529412,1,0.25925925925925924
20170428,HH,B,1,33,2,6,2,0,10,0.18181818181818182,0,0.22727272727272727
20170428,WO,T,9,38,13,13,12,0,7,0.34210526315789475,0,0.35714285714285715
20170429,KT,B,3,34,6,12,6,2,6,0.35294117647058826,1,0.41379310344827586
20170429,LG,T,2,31,0,6,0,0,6,0.1935483870967742,1,0.24
20170429,OB,B,8,28,5,8,5,1,7,0.2857142857142857,3,0.36363636363636365
20170429,LT,T,11,34,3,7,1,2,6,0.20588235294117646,0,0.25
20170429,HT,B,4,42,6,7,6,1,9,0.16666666666666666,2,0.15625
20170429,NC,T,11,43,8,9,7,0,11,0.20930232558139536,5,0.25806451612903225
20170429,SS,B,5,40,12,16,12,0,6,0.4,2,0.41935483870967744
20170429,SK,T,5,34,5,8,5,0,11,0.23529411764705882,0,0.25
20170429,HH,B,2,35,3,9,3,0,9,0.2571428571428571,1,0.34615384615384615
20170429,WO,T,4,41,7,14,6,2,6,0.34146341463414637,1,0.3783783783783784
20170430,KT,B,3,32,5,7,5,0,5,0.21875,2,0.25925925925925924
20170430,LG,T,4,37,7,13,6,0,5,0.35135135135135137,4,0.36666666666666664
20170430,OB,B,0,32,0,5,0,0,8,0.15625,0,0.20833333333333334
20170430,LT,T,7,36,6,11,6,1,11,0.3055555555555556,2,0.44
20170430,HT,B,3,29,1,4,1,0,5,0.13793103448275862,0,0.16666666666666666
20170430,NC,T,1,41,12,16,11,0,5,0.3902439024390244,1,0.3939393939393939
20170430,SS,B,3,36,2,10,2,1,2,0.2777777777777778,0,0.2857142857142857
20170430,SK,T,5,40,13,13,12,0,10,0.325,0,0.32
20170430,HH,B,2,37,4,12,3,0,5,0.32432432432432434,1,0.3548387096774194
20170430,WO,T,9,33,5,8,4,1,4,0.24242424242424243,1,0.26666666666666666
20170502,SK,B,3,38,5,13,5,1,5,0.34210526315789475,0,0.3548387096774194
20170502,HH,T,7,37,6,13,6,2,6,0.35135135135135137,5,0.41935483870967744
20170502,WO,B,3,36,3,12,3,2,10,0.3333333333333333,0,0.42857142857142855
20170502,HT,T,7,38,9,14,8,2,1,0.3684210526315789,2,0.35135135135135137
20170502,KT,B,1,28,0,3,0,0,12,0.10714285714285714,1,0.1875
20170502,LT,T,5,41,9,15,7,2,4,0.36585365853658536,1,0.40540540540540543
20170502,LG,B,5,29,1,6,1,2,5,0.20689655172413793,0,0.25
20170502,NC,T,0,30,2,6,2,0,10,0.2,2,0.2631578947368421
20170502,SS,B,3,37,6,9,6,0,9,0.24324324324324326,0,0.24
20170502,OB,T,8,37,5,10,5,3,9,0.2702702702702703,0,0.32142857142857145
20170503,SK,B,7,39,8,10,8,2,6,0.2564102564102564,0,0.23333333333333334
20170503,HH,T,6,40,9,12,9,1,7,0.3,0,0.3
20170503,WO,B,0,38,1,11,1,0,9,0.2894736842105263,0,0.3793103448275862
20170503,HT,T,4,31,2,5,2,1,7,0.16129032258064516,0,0.20833333333333334
20170503,KT,B,3,33,8,12,7,0,2,0.36363636363636365,0,0.36666666666666664
20170503,LT,T,5,34,2,11,2,1,7,0.3235294117647059,1,0.4074074074074074
20170503,LG,B,7,38,13,17,13,1,4,0.4473684210526316,0,0.48484848484848486
20170503,NC,T,3,28,0,5,0,0,7,0.17857142857142858,0,0.23809523809523808
20170503,SS,B,3,35,4,8,4,0,4,0.22857142857142856,0,0.23333333333333334
20170503,OB,T,9,39,10,14,10,0,11,0.358974358974359,1,0.44
20170504,SK,B,5,30,6,8,6,1,8,0.26666666666666666,0,0.3
20170504,HH,T,6,35,2,10,1,0,8,0.2857142857142857,2,0.37037037037037035
20170504,WO,B,8,33,9,9,7,0,4,0.2727272727272727,0,0.25925925925925924
20170504,HT,T,2,34,1,9,1,0,6,0.2647058823529412,0,0.2962962962962963
20170504,KT,B,2,37,2,12,2,0,7,0.32432432432432434,2,0.4
20170504,LT,T,3,33,3,9,3,2,6,0.2727272727272727,1,0.28
20170504,LG,B,4,31,4,8,2,1,7,0.25806451612903225,1,0.32
20170504,NC,T,5,34,3,6,2,0,9,0.17647058823529413,0,0.24
20170504,SS,B,2,33,2,8,2,0,5,0.24242424242424243,0,0.2857142857142857
20170504,OB,T,15,37,17,13,17,2,6,0.35135135135135137,0,0.3103448275862069
20170505,LT,B,10,36,3,9,2,3,10,0.25,1,0.34615384615384615
20170505,HT,T,5,42,5,13,5,1,10,0.30952380952380953,1,0.375
20170505,HH,B,6,39,13,18,12,2,4,0.46153846153846156,0,0.4857142857142857
20170505,KT,T,0,32,1,6,1,0,6,0.1875,0,0.23076923076923078
20170505,OB,B,2,31,1,9,1,1,7,0.2903225806451613,2,0.375
20170505,LG,T,4,33,3,6,3,0,8,0.18181818181818182,2,0.17391304347826086
20170505,WO,B,7,28,5,8,5,2,5,0.2857142857142857,1,0.3333333333333333
20170505,SK,T,5,36,3,11,3,0,8,0.3055555555555556,2,0.39285714285714285
20170505,NC,B,3,33,7,11,6,1,4,0.3333333333333333,0,0.3448275862068966
20170505,SS,T,2,33,2,8,2,1,2,0.24242424242424243,0,0.23333333333333334
20170506,LT,B,1,32,0,9,0,0,5,0.28125,1,0.3333333333333333
20170506,HT,T,8,37,3,12,3,0,8,0.32432432432432434,0,0.41379310344827586
20170506,HH,B,1,35,5,14,5,0,5,0.4,1,0.4074074074074074
20170506,KT,T,5,32,3,7,3,1,7,0.21875,0,0.25
20170506,OB,B,3,34,5,7,4,0,7,0.20588235294117646,1,0.2
20170506,LG,T,7,31,7,6,7,1,7,0.1935483870967742,2,0.25
20170506,WO,B,3,38,5,11,5,0,10,0.2894736842105263,1,0.39285714285714285
20170506,SK,T,7,43,13,20,13,2,5,0.46511627906976744,2,0.5128205128205128
20170506,NC,B,4,34,1,8,1,0,11,0.23529411764705882,0,0.34782608695652173
20170506,SS,T,9,36,12,10,10,1,8,0.2777777777777778,1,0.28
20170507,LT,B,3,38,3,13,3,0,7,0.34210526315789475,0,0.3793103448275862
20170507,HT,T,2,36,5,8,5,0,6,0.2222222222222222,0,0.2413793103448276
20170507,HH,B,2,30,0,4,0,0,9,0.13333333333333333,2,0.19047619047619047
20170507,KT,T,8,36,10,11,9,2,8,0.3055555555555556,1,0.3333333333333333
20170507,OB,B,5,35,4,8,4,0,8,0.22857142857142856,0,0.2692307692307692
20170507,LG,T,7,40,10,16,10,2,5,0.4,1,0.4444444444444444
20170507,WO,B,11,49,6,16,5,2,9,0.32653061224489793,2,0.3902439024390244
20170507,SK,T,6,47,6,12,6,0,13,0.2553191489361702,1,0.3333333333333333
20170507,NC,B,7,38,13,14,11,0,5,0.3684210526315789,0,0.3870967741935484
20170507,SS,T,3,34,3,8,0,0,7,0.23529411764705882,2,0.2962962962962963
20170509,HT,B,5,37,9,14,9,1,5,0.3783783783783784,1,0.36666666666666664
20170509,KT,T,1,37,4,12,4,0,10,0.32432432432432434,0,0.4230769230769231
20170510,HT,B,1,32,0,3,0,0,11,0.09375,0,0.14285714285714285
20170510,KT,T,6,32,3,9,3,1,4,0.28125,1,0.32142857142857145
20170510,SS,B,0,31,1,4,1,0,5,0.12903225806451613,0,0.12
20170510,LG,T,3,41,6,15,6,1,7,0.36585365853658536,1,0.3939393939393939
20170510,HH,B,4,30,1,5,1,1,8,0.16666666666666666,1,0.22727272727272727
20170510,LT,T,5,41,8,15,8,1,11,0.36585365853658536,5,0.4642857142857143
20170510,OB,B,2,38,6,15,6,0,6,0.39473684210526316,0,0.46875
20170510,SK,T,3,32,0,5,0,0,14,0.15625,0,0.2777777777777778
20170510,NC,B,0,32,3,8,3,0,9,0.25,0,0.34782608695652173
20170510,WO,T,0,35,0,8,0,0,9,0.22857142857142856,0,0.3076923076923077
20170511,HT,B,1,32,2,5,2,0,4,0.15625,0,0.17857142857142858
20170511,KT,T,2,37,4,13,4,2,8,0.35135135135135137,2,0.42857142857142855
20170511,SS,B,3,34,5,9,5,1,6,0.2647058823529412,1,0.2962962962962963
20170511,LG,T,6,35,8,10,8,1,9,0.2857142857142857,1,0.34615384615384615
20170511,HH,B,8,27,2,5,2,1,3,0.18518518518518517,0,0.20833333333333334
20170511,LT,T,3,30,1,4,0,0,8,0.13333333333333333,0,0.18181818181818182
20170511,OB,B,9,33,7,10,5,1,5,0.30303030303030304,4,0.32142857142857145
20170511,SK,T,0,30,0,4,0,0,5,0.13333333333333333,0,0.16
20170511,NC,B,3,32,1,7,1,1,7,0.21875,3,0.2692307692307692
20170511,WO,T,4,33,2,9,2,2,7,0.2727272727272727,1,0.32
20170512,LG,B,4,35,3,9,3,1,9,0.2571428571428571,1,0.34615384615384615
20170512,HH,T,4,37,5,9,5,0,8,0.24324324324324326,0,0.3103448275862069
20170512,SK,B,4,33,8,8,7,0,6,0.24242424242424243,2,0.2692307692307692
20170512,HT,T,3,33,2,9,2,0,7,0.2727272727272727,0,0.34615384615384615
20170512,KT,B,5,36,5,8,5,1,7,0.2222222222222222,1,0.27586206896551724
20170512,NC,T,5,34,8,10,8,2,2,0.29411764705882354,2,0.25806451612903225
20170512,SS,B,3,29,4,9,4,1,3,0.3103448275862069,1,0.3333333333333333
20170512,WO,T,2,31,1,7,1,0,10,0.22580645161290322,0,0.3333333333333333
20170513,LG,B,4,30,0,7,0,0,5,0.23333333333333334,0,0.28
20170513,HH,T,4,40,10,13,10,1,5,0.325,0,0.3125
20170513,SK,B,6,36,3,4,3,1,5,0.1111111111111111,0,0.1
20170513,HT,T,1,41,5,9,5,0,9,0.21951219512195122,0,0.23333333333333334
20170513,KT,B,5,33,5,13,4,0,6,0.3939393939393939,2,0.48148148148148145
20170513,NC,T,2,35,2,6,2,0,7,0.17142857142857143,0,0.18518518518518517
20170513,LT,B,6,31,4,7,4,0,6,0.22580645161290322,0,0.28
20170513,OB,T,6,40,9,14,8,0,7,0.35,2,0.3870967741935484
20170513,SS,B,2,33,4,7,4,0,7,0.21212121212121213,2,0.20833333333333334
20170513,WO,T,2,36,5,12,5,1,6,0.3333333333333333,1,0.3870967741935484
20170514,LG,B,2,31,4,9,4,0,5,0.2903225806451613,2,0.32
20170514,HH,T,2,33,1,9,1,2,5,0.2727272727272727,1,0.3103448275862069
20170514,SK,B,3,30,4,10,4,2,6,0.3333333333333333,1,0.34782608695652173
20170514,HT,T,5,31,3,6,3,0,4,0.1935483870967742,2,0.19230769230769232
20170514,KT,B,4,36,10,10,8,1,8,0.2777777777777778,2,0.35714285714285715
20170514,NC,T,2,35,5,11,5,1,5,0.3142857142857143,1,0.3333333333333333
20170514,LT,B,4,34,1,8,1,0,7,0.23529411764705882,0,0.2962962962962963
20170514,OB,T,11,42,15,17,15,1,5,0.40476190476190477,0,0.4166666666666667
20170514,SS,B,1,34,4,9,3,1,5,0.2647058823529412,0,0.2857142857142857
20170514,WO,T,4,34,5,8,5,1,11,0.23529411764705882,1,0.30434782608695654
20170516,WO,B,5,30,2,10,2,1,6,0.3333333333333333,4,0.391304347826087
20170516,HH,T,1,29,1,4,1,1,9,0.13793103448275862,0,0.2
20170516,LT,B,4,34,6,12,6,1,6,0.35294117647058826,0,0.4074074074074074
20170516,KT,T,7,27,0,4,0,1,6,0.14814814814814814,0,0.19047619047619047
20170516,HT,B,4,39,3,10,3,0,10,0.2564102564102564,1,0.32142857142857145
20170516,LG,T,3,37,2,8,2,0,10,0.21621621621621623,0,0.2962962962962963
20170516,OB,B,3,32,1,10,1,0,11,0.3125,2,0.47619047619047616
20170516,NC,T,3,34,2,10,2,1,4,0.29411764705882354,2,0.3103448275862069
20170516,SK,B,4,30,2,4,2,0,10,0.13333333333333333,0,0.15789473684210525
20170516,SS,T,6,37,8,10,8,0,6,0.2702702702702703,0,0.3
20170517,WO,B,2,37,4,12,3,1,4,0.32432432432432434,0,0.36363636363636365
20170517,HH,T,5,38,8,12,7,0,2,0.3157894736842105,1,0.3333333333333333
20170517,LT,B,1,37,9,14,9,0,4,0.3783783783783784,3,0.3870967741935484
20170517,KT,T,5,33,4,5,2,0,9,0.15151515151515152,1,0.17391304347826086
20170517,HT,B,5,35,8,12,8,0,3,0.34285714285714286,0,0.375
20170517,LG,T,2,35,3,8,2,0,9,0.22857142857142856,2,0.28
20170517,OB,B,3,33,1,7,1,2,4,0.21212121212121213,0,0.2413793103448276
20170517,NC,T,6,31,2,7,2,2,5,0.22580645161290322,0,0.24
20170517,SK,B,3,33,2,6,2,0,7,0.18181818181818182,1,0.16666666666666666
20170517,SS,T,5,36,5,10,4,2,5,0.2777777777777778,2,0.2903225806451613
20170518,WO,B,4,29,8,8,8,0,3,0.27586206896551724,1,0.25
20170518,HH,T,7,35,6,9,6,1,7,0.2571428571428571,1,0.2962962962962963
20170518,LT,B,3,41,11,19,11,0,6,0.4634146341463415,4,0.5
20170518,KT,T,3,34,4,10,3,1,6,0.29411764705882354,2,0.32142857142857145
20170518,HT,B,9,34,9,12,9,1,3,0.35294117647058826,0,0.3448275862068966
20170518,LG,T,2,37,4,15,3,0,6,0.40540540540540543,1,0.4838709677419355
20170518,OB,B,7,32,7,7,7,0,6,0.21875,2,0.24
20170518,NC,T,8,32,4,8,4,1,7,0.25,0,0.3076923076923077
20170518,SK,B,6,33,4,12,4,1,5,0.36363636363636365,1,0.4074074074074074
20170518,SS,T,4,28,1,3,0,0,11,0.10714285714285714,1,0.17647058823529413
20170519,LG,B,3,33,4,9,4,0,8,0.2727272727272727,4,0.3333333333333333
20170519,LT,T,6,36,9,11,9,3,5,0.3055555555555556,0,0.3
20170519,HT,B,5,34,6,9,6,0,9,0.2647058823529412,1,0.30434782608695654
20170519,OB,T,4,39,7,14,7,0,6,0.358974358974359,1,0.3870967741935484
