GDAY_DS,P_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H2,H3,HR,SB_SR,KK,WP,ER,ERA
2017-05-04,63959,T,4,9,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-04,75867,T,6,24,1,7,2,0,0,0,0.0,0,0,0,0.0
2017-05-04,76118,T,2,17,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-04,76455,B,18,109,4,22,5,2,0,0,0.0,7,1,0,0.0
2017-05-04,76650,B,0,2,0,1,1,0,0,0,0.0,0,0,0,0.0
2017-05-04,79140,B,5,20,0,5,0,0,0,0,0.0,2,1,0,0.0
2017-05-04,60146,B,6,46,1,8,2,0,0,2,0.0,2,0,2,1.0
2017-05-04,60457,B,4,29,0,7,2,0,0,2,0.0,2,0,1,0.75
2017-05-04,61214,T,4,18,0,5,1,0,0,0,0.0,0,0,0,0.0
2017-05-04,61240,T,18,94,2,22,6,3,0,0,0.0,2,0,2,0.3333333333333333
2017-05-04,61365,B,7,78,8,9,3,0,0,0,0.0,2,0,7,3.0
2017-05-04,67266,T,3,22,0,3,0,0,0,0,0.0,3,0,0,0.0
2017-05-04,73226,T,2,13,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-04,79791,B,10,68,6,13,6,0,0,0,0.0,0,0,5,1.5
2017-05-05,60559,B,2,26,1,4,2,1,0,0,0.0,0,0,1,1.5
2017-05-05,62648,T,7,54,5,7,1,0,0,0,0.0,2,2,1,0.42857142857142855
2017-05-05,65546,B,18,92,0,26,8,1,0,1,0.0,5,0,2,0.3333333333333333
2017-05-05,67591,B,1,2,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,67645,T,18,106,5,22,6,1,0,0,0.0,4,0,1,0.16666666666666666
2017-05-05,72862,B,3,18,1,4,1,0,0,0,0.0,2,0,2,2.0
2017-05-05,75321,B,2,13,1,3,2,0,0,0,0.0,1,0,0,0.0
2017-05-05,76540,B,1,1,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,77318,B,3,23,2,3,0,0,0,0,1.0,2,1,0,0.0
2017-05-05,95657,T,5,24,0,7,2,0,0,0,1.0,4,0,0,0.0
2017-05-05,65058,T,15,101,4,28,15,5,0,1,0.0,4,0,12,2.4
2017-05-05,65516,T,9,50,2,11,3,0,0,0,0.0,0,1,0,0.0
2017-05-05,67748,B,18,91,0,21,3,1,0,0,0.0,5,0,1,0.16666666666666666
2017-05-05,77452,B,9,37,0,11,3,1,0,0,0.0,1,0,0,0.0
2017-05-05,60140,T,2,6,0,2,1,0,0,0,0.0,0,0,0,0.0
2017-05-05,60181,T,1,4,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,61329,T,2,8,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,62698,T,22,117,2,26,7,1,0,0,0.5,7,0,1,0.13636363636363638
2017-05-05,74513,B,18,112,4,22,5,0,1,1,0.5,6,0,2,0.3333333333333333
2017-05-05,76329,B,3,8,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-05,76650,T,0,1,0,1,1,0,0,0,0.0,0,0,0,0.0
2017-05-05,77263,B,6,32,0,8,1,0,0,1,0.0,1,1,1,0.5
2017-05-05,63342,B,16,93,1,24,8,1,0,0,0.0,6,0,3,0.5625
2017-05-05,66859,T,15,68,3,17,5,1,2,0,0.0,3,0,3,0.6
2017-05-05,73632,T,3,9,0,4,1,0,0,0,0.0,1,0,0,0.0
2017-05-05,74359,B,2,9,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,75250,T,6,39,4,7,2,0,1,0,0.0,1,0,2,1.0
2017-05-05,75258,B,3,19,2,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-05,75342,B,3,20,1,5,2,0,0,0,1.0,1,0,0,0.0
2017-05-05,76350,B,3,14,1,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-05,63938,B,24,97,2,30,8,0,0,1,0.0,2,0,2,0.25
2017-05-05,67435,T,20,100,2,29,11,1,1,1,0.0,2,1,7,1.05
2017-05-05,78352,B,3,4,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-05,99445,T,4,23,1,4,0,0,0,0,0.0,2,0,0,0.0
2017-05-06,60636,T,3,17,0,4,1,0,0,0,0.0,1,0,0,0.0
2017-05-06,62528,B,9,87,6,14,5,0,0,0,0.0,2,0,2,0.6666666666666666
2017-05-06,62754,T,21,94,1,25,7,0,0,0,0.0,3,0,0,0.0
2017-05-06,64596,B,10,56,0,14,4,0,0,0,0.0,5,0,0,0.0
2017-05-06,72551,B,3,11,1,3,1,1,0,0,0.0,0,0,0,0.0
2017-05-06,76540,B,5,31,1,6,2,1,0,0,0.0,1,0,1,0.6
2017-05-06,95657,T,3,9,0,3,1,0,0,0,0.0,1,0,0,0.0
2017-05-06,60768,B,14,81,3,18,6,0,0,1,0.0,2,1,3,0.6428571428571428
2017-05-06,64017,T,5,22,0,5,1,0,0,0,0.0,2,0,0,0.0
2017-05-06,67033,T,19,113,1,30,13,0,0,3,0.0,3,0,4,0.6315789473684211
2017-05-06,74731,B,9,37,2,10,1,1,0,0,0.0,3,0,0,0.0
2017-05-06,74857,B,3,9,0,3,0,0,0,0,0.0,2,0,0,0.0
2017-05-06,99737,B,1,2,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-06,61329,T,1,3,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-06,63248,B,11,77,6,14,5,0,0,0,1.0,5,0,7,1.9090909090909092
2017-05-06,66145,T,16,80,2,20,4,0,0,2,0.0,4,0,4,0.75
2017-05-06,67266,B,13,53,1,13,0,0,0,0,0.0,2,0,0,0.0
2017-05-06,77211,B,3,16,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-06,78148,T,5,25,0,6,1,1,0,0,1.0,3,1,1,0.6
2017-05-06,79140,T,5,22,1,7,2,0,0,0,0.0,0,0,0,0.0
2017-05-06,60845,T,3,24,0,7,4,0,0,0,0.0,2,0,2,2.0
2017-05-06,61396,B,2,27,2,5,3,0,0,0,0.0,0,1,4,6.0
2017-05-06,65856,T,18,109,3,25,7,2,0,0,1.0,5,0,3,0.5
2017-05-06,66309,B,9,51,1,14,7,2,0,0,0.0,2,0,2,0.6666666666666666
2017-05-06,75138,T,6,26,0,6,0,0,0,0,0.0,3,0,0,0.0
2017-05-06,75750,B,16,95,4,24,10,3,0,0,1.0,3,0,7,1.3125
2017-05-06,62951,B,6,22,1,6,1,1,0,0,0.0,1,0,0,0.0
2017-05-06,63950,B,2,23,3,3,1,0,0,0,0.0,0,1,1,1.5
2017-05-06,65064,B,3,13,1,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-06,65933,B,9,82,3,13,5,1,0,1,0.0,2,0,0,0.0
2017-05-06,67421,T,5,44,3,8,3,1,0,0,0.0,3,0,1,0.6
2017-05-06,67467,T,3,7,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-06,77446,T,16,81,1,19,3,0,0,0,0.0,7,0,0,0.0
2017-05-06,77927,T,3,12,0,4,1,0,0,0,0.0,1,0,0,0.0
2017-05-06,79358,B,7,57,1,11,3,0,0,2,1.0,4,1,2,0.8571428571428571
2017-05-07,60559,B,2,14,0,4,2,2,0,0,0.0,0,0,1,1.5
2017-05-07,62648,T,6,19,0,6,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,63512,B,15,71,2,19,4,0,0,0,0.0,2,0,1,0.2
2017-05-07,66643,T,18,102,3,28,12,1,0,2,0.0,4,0,3,0.5
2017-05-07,67591,B,3,11,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,72862,B,4,20,0,4,0,0,0,0,0.0,2,0,0,0.0
2017-05-07,77318,B,3,25,0,6,2,1,0,1,0.0,1,0,0,0.0
2017-05-07,95657,T,3,15,0,4,1,0,0,0,0.0,2,0,0,0.0
2017-05-07,64001,T,18,80,2,21,3,0,0,0,1.0,6,0,0,0.0
2017-05-07,64017,T,2,13,0,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,65056,T,3,10,0,3,1,0,0,0,0.0,1,0,0,0.0
2017-05-07,73801,B,16,104,7,19,5,0,0,0,1.0,5,0,4,0.75
2017-05-07,77563,T,1,2,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-07,79191,T,3,11,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,79764,B,11,57,1,17,6,3,0,2,0.0,3,1,6,1.6363636363636365
2017-05-07,60140,T,2,6,0,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,60181,T,7,33,0,8,1,0,0,1,0.0,2,0,1,0.42857142857142855
2017-05-07,61214,B,3,13,0,5,2,0,0,0,0.0,0,0,1,1.0
2017-05-07,63111,T,16,102,4,22,6,2,0,0,0.0,3,2,3,0.5625
2017-05-07,67119,T,2,17,1,3,1,0,0,0,0.0,2,0,0,0.0
2017-05-07,73226,B,3,13,1,3,0,0,0,0,0.0,2,0,0,0.0
2017-05-07,76329,B,3,15,2,3,1,0,0,0,0.0,1,0,0,0.0
2017-05-07,77263,B,2,13,1,4,2,0,0,0,1.0,1,0,3,4.5
2017-05-07,79229,B,16,100,3,25,11,1,1,0,0.0,1,0,6,1.125
2017-05-07,60845,T,4,25,1,5,1,1,0,0,1.0,1,1,0,0.0
2017-05-07,61895,T,8,41,1,9,2,0,0,0,0.0,3,0,0,0.0
2017-05-07,62363,B,18,96,5,22,4,1,0,0,0.0,5,0,1,0.16666666666666666
2017-05-07,71845,T,4,34,3,5,1,0,0,0,0.0,0,0,2,1.5
2017-05-07,73632,T,3,33,4,3,1,1,0,0,0.0,0,0,1,1.0
2017-05-07,74359,B,3,22,0,5,2,1,0,0,0.0,1,0,1,1.0
2017-05-07,75258,B,3,14,0,5,2,0,0,0,0.0,1,0,0,0.0
2017-05-07,75340,T,3,30,1,4,2,1,0,0,0.0,1,0,0,0.0
2017-05-07,75342,B,3,17,0,4,1,1,0,0,0.0,3,0,0,0.0
2017-05-07,76350,B,6,33,0,9,3,1,0,1,0.0,2,0,3,1.5
2017-05-07,76430,B,3,18,1,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,76858,T,1,19,0,5,4,1,0,0,0.0,0,0,2,6.0
2017-05-07,79847,T,13,90,1,18,5,2,0,0,0.0,4,0,0,0.0
2017-05-07,60146,T,6,37,2,8,2,1,0,0,0.0,2,0,3,1.5
2017-05-07,61411,T,2,18,0,4,1,0,0,1,0.0,1,0,1,1.5
2017-05-07,62966,B,13,91,1,19,6,1,0,0,1.0,1,0,2,0.46153846153846156
2017-05-07,63959,B,1,8,0,1,0,0,0,0,0.0,0,1,0,0.0
2017-05-07,64907,B,3,7,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-07,65064,B,3,22,1,4,1,0,0,0,0.0,1,0,0,0.0
2017-05-07,66492,T,4,35,3,5,2,1,0,0,0.0,1,0,3,2.25
2017-05-07,73117,T,12,78,2,21,9,2,0,1,0.0,1,0,4,1.0
2017-05-07,75867,B,4,18,1,4,0,0,0,0,0.0,3,0,0,0.0
2017-05-07,76118,B,3,15,0,3,1,0,0,0,0.0,1,0,0,0.0
2017-05-09,60264,T,15,117,5,26,12,1,0,3,0.0,3,0,9,1.8
2017-05-09,65516,T,6,27,0,7,1,1,0,0,0.0,2,0,0,0.0
2017-05-09,70142,B,3,21,0,4,1,0,0,0,0.0,2,1,0,0.0
2017-05-09,75149,T,3,13,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-09,76639,B,6,31,0,10,6,1,0,0,0.0,1,0,1,0.5
2017-05-09,77637,B,18,85,1,23,5,1,0,1,0.0,7,0,3,0.5
2017-05-10,60636,B,3,28,1,6,3,2,0,0,0.0,1,0,1,1.0
2017-05-10,62637,B,6,29,1,6,1,0,0,0,0.0,1,0,0,0.0
2017-05-10,65062,T,3,18,0,4,1,1,0,0,0.0,1,0,0,0.0
2017-05-10,65331,T,24,118,1,28,2,0,0,0,0.0,10,0,0,0.0
2017-05-10,72641,B,18,95,4,20,5,1,0,0,0.0,2,0,2,0.3333333333333333
2017-05-10,61411,B,1,15,1,3,2,0,0,1,0.0,0,0,3,9.0
2017-05-10,66492,B,1,8,0,2,1,0,0,0,0.0,1,0,0,0.0
2017-05-10,74454,B,20,121,2,27,8,2,0,0,0.0,5,0,1,0.15
2017-05-10,76455,T,24,115,0,28,4,0,0,1,0.0,4,0,1,0.125
2017-05-10,77927,B,5,37,0,9,4,0,1,1,0.0,1,0,2,1.2
2017-05-10,79140,T,3,8,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,64596,T,2,7,0,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,66741,B,2,4,0,2,0,0,0,0,1.0,0,0,0,0.0
2017-05-10,67591,T,1,3,0,1,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,70425,B,12,88,3,19,7,1,0,1,1.0,4,0,2,0.5
2017-05-10,72447,B,1,8,0,2,1,0,0,1,0.0,0,0,1,3.0
2017-05-10,72862,T,4,16,0,4,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,74167,B,3,16,0,4,1,1,0,0,0.0,2,0,0,0.0
2017-05-10,74731,B,6,36,1,6,1,0,0,0,0.0,3,0,1,0.5
2017-05-10,76540,T,3,8,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-10,77452,B,1,11,0,3,2,1,0,0,0.0,0,0,2,6.0
2017-05-10,77591,T,17,104,4,20,5,0,0,0,1.0,5,0,1,0.1764705882352941
2017-05-10,99737,B,2,23,1,5,3,0,0,0,1.0,2,0,1,1.5
2017-05-10,61240,B,18,120,3,21,3,0,1,0,0.0,10,1,0,0.0
2017-05-10,62868,T,3,17,0,6,3,0,0,0,0.0,1,0,1,1.0
2017-05-10,62869,T,18,112,2,27,10,2,0,0,0.0,5,0,4,0.6666666666666666
2017-05-10,62892,T,3,18,0,5,2,1,0,0,0.0,0,0,1,1.0
2017-05-10,76329,B,3,31,0,5,2,0,0,0,0.0,1,0,0,0.0
2017-05-10,77211,B,3,8,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,77263,B,3,11,0,3,0,0,0,0,0.0,2,0,0,0.0
2017-05-10,63959,B,3,23,0,4,1,0,0,0,0.0,2,0,0,0.0
2017-05-10,64350,T,3,9,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-10,65320,T,18,109,0,25,7,2,0,0,0.0,8,0,3,0.5
2017-05-10,67948,B,15,78,0,18,3,1,0,0,0.0,4,0,0,0.0
2017-05-10,76118,B,6,31,0,9,3,0,0,0,0.0,1,0,0,0.0
2017-05-10,76430,T,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-10,78352,B,3,14,0,4,1,1,0,0,0.0,2,0,0,0.0
2017-05-11,61643,B,6,25,0,6,1,0,0,0,0.0,2,0,0,0.0
2017-05-11,61666,B,3,17,0,4,1,0,0,0,1.0,2,0,0,0.0
2017-05-11,64017,T,3,14,0,4,1,0,0,0,0.0,1,0,0,0.0
2017-05-11,65056,T,3,10,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,65060,T,15,63,1,17,2,2,0,0,0.0,2,1,1,0.2
2017-05-11,65062,T,3,15,0,5,2,0,0,0,0.0,0,0,0,0.0
2017-05-11,67645,B,18,109,2,27,11,1,0,1,1.0,4,1,2,0.3333333333333333
2017-05-11,79191,T,3,9,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-11,60140,T,3,10,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-11,60146,B,3,21,1,3,0,0,0,0,1.0,1,0,0,0.0
2017-05-11,60181,T,4,17,0,4,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,61411,B,2,26,2,3,1,1,0,0,0.0,2,0,1,1.5
2017-05-11,62698,T,14,87,1,22,8,1,0,1,1.0,3,0,3,0.6428571428571428
2017-05-11,66492,B,4,27,2,5,1,0,0,0,0.0,1,0,2,1.5
2017-05-11,67435,B,18,93,1,24,8,4,0,1,0.0,5,0,5,0.8333333333333334
2017-05-11,76650,T,1,13,1,1,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,78148,T,5,25,1,4,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,64021,T,18,97,3,20,2,1,0,0,0.0,3,0,0,0.0
2017-05-11,67748,B,24,104,3,27,4,1,0,0,0.0,7,1,1,0.125
2017-05-11,72862,T,2,14,2,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-11,74857,B,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,75321,T,2,11,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-11,77318,T,2,29,3,3,2,0,0,0,0.0,0,0,2,3.0
2017-05-11,60841,T,9,82,7,13,5,1,0,0,0.75,2,0,3,1.0
2017-05-11,66859,T,6,26,0,9,3,0,0,1,0.0,2,0,1,0.5
2017-05-11,73632,T,6,32,2,7,1,1,0,0,0.0,1,0,0,0.0
2017-05-11,74513,B,27,95,0,30,4,0,0,0,0.0,5,0,0,0.0
2017-05-11,75138,T,3,12,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-11,62937,T,21,96,3,24,6,1,0,0,0.0,5,0,1,0.14285714285714285
2017-05-11,63938,B,21,97,3,26,7,0,0,1,0.0,3,1,2,0.2857142857142857
2017-05-11,65064,B,0,4,1,0,0,0,0,0,0.0,0,0,0,0.0
2017-05-11,75342,T,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-11,75867,B,5,23,0,6,2,0,0,0,1.0,3,1,0,0.0
2017-05-11,76350,T,3,17,0,5,1,0,0,0,1.0,1,0,0,0.0
2017-05-11,79358,B,1,5,0,1,0,0,0,0,0.0,1,0,0,0.0
2017-05-12,60768,T,15,84,0,20,5,1,0,0,0.0,4,0,1,0.2
2017-05-12,61329,B,2,13,1,3,1,1,0,0,0.0,1,0,0,0.0
2017-05-12,66138,B,12,67,1,18,5,0,0,0,0.0,3,0,3,0.75
2017-05-12,66145,B,6,39,1,8,2,1,0,0,0.0,3,0,1,0.5
2017-05-12,72447,T,2,5,0,2,0,0,0,0,0.0,0,0,0,0.0
2017-05-12,74167,T,0,9,1,1,1,0,0,0,0.0,0,0,1,0.0
2017-05-12,74731,T,4,35,3,4,1,0,0,0,1.0,2,0,1,0.75
2017-05-12,74857,T,6,39,0,8,2,0,0,0,0.0,3,0,0,0.0
2017-05-12,79140,B,7,31,1,8,1,1,0,0,0.0,1,0,1,0.42857142857142855
2017-05-12,61666,T,2,10,0,3,1,1,0,0,0.0,0,0,0,0.0
2017-05-12,61895,B,3,16,0,4,1,1,0,0,0.0,1,0,0,0.0
2017-05-12,62648,T,1,5,0,2,1,0,0,1,0.0,1,0,1,3.0
2017-05-12,62754,T,17,94,1,23,5,1,0,0,1.0,5,0,1,0.1764705882352941
2017-05-12,65856,B,21,103,3,26,8,0,0,0,0.0,6,0,2,0.2857142857142857
2017-05-12,71845,B,3,10,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-12,72523,T,3,15,2,3,0,0,0,0,0.0,0,0,1,1.0
2017-05-12,76639,T,1,13,1,2,1,0,0,0,0.0,0,0,2,6.0
2017-05-12,62929,T,15,87,4,17,2,0,0,0,1.0,3,0,0,0.0
2017-05-12,63959,T,1,9,0,2,1,1,0,0,0.0,0,0,1,3.0
2017-05-12,65064,T,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-12,65516,B,3,7,1,2,0,0,0,0,0.0,0,0,0,0.0
2017-05-12,67033,B,18,80,4,22,6,2,0,1,1.0,2,1,5,0.8333333333333334
2017-05-12,75149,B,3,11,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-12,75867,T,1,15,1,3,1,1,0,0,0.0,0,0,1,3.0
2017-05-12,76118,T,4,19,0,6,2,0,0,0,0.0,1,0,1,0.75
2017-05-12,77563,B,3,31,0,7,4,0,0,1,0.0,0,0,3,3.0
2017-05-12,78352,T,3,24,0,5,2,1,0,0,0.0,2,0,1,1.0
2017-05-12,61411,B,6,21,0,6,1,0,0,0,0.0,4,0,0,0.0
2017-05-12,62322,T,15,82,2,21,9,1,0,0,1.0,1,0,4,0.8
2017-05-12,75258,T,3,16,1,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-12,76430,T,6,22,0,5,0,0,0,0,0.0,1,0,0,0.0
2017-05-12,77446,B,18,92,2,20,4,1,0,0,0.0,5,0,1,0.16666666666666666
2017-05-12,77927,B,3,15,0,5,2,0,0,0,0.0,1,0,0,0.0
2017-05-13,60140,B,3,14,0,5,2,0,0,0,0.0,2,0,0,0.0
2017-05-13,60181,B,3,14,0,4,1,0,0,1,0.0,0,0,1,1.0
2017-05-13,61329,B,3,15,1,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,63111,B,14,82,1,20,6,1,0,1,0.0,2,0,3,0.6428571428571428
2017-05-13,65769,T,3,11,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,66741,T,20,112,3,23,7,0,0,0,0.0,3,0,0,0.0
2017-05-13,73738,T,4,16,1,4,0,0,0,0,0.0,1,1,0,0.0
2017-05-13,76650,B,1,26,2,3,2,0,0,1,0.0,0,0,2,6.0
2017-05-13,78148,B,3,16,0,5,2,1,0,0,0.0,0,0,1,1.0
2017-05-13,61895,B,3,16,0,6,3,0,0,1,0.0,0,0,2,2.0
2017-05-13,62648,T,3,13,1,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-13,66643,T,24,98,4,27,4,0,0,1,0.0,4,0,3,0.375
2017-05-13,71845,B,6,33,0,8,2,0,0,1,0.0,3,0,2,1.0
2017-05-13,74838,B,23,100,1,25,3,2,0,0,0.0,6,0,1,0.13043478260869565
2017-05-13,76858,B,1,7,0,2,1,1,0,0,0.0,0,0,0,0.0
2017-05-13,95657,T,6,23,1,6,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,62966,T,6,36,2,7,3,1,0,0,0.0,0,0,2,1.0
2017-05-13,64001,B,20,93,2,26,5,1,0,1,0.0,6,1,2,0.3
2017-05-13,64017,B,1,3,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-13,64907,T,8,60,1,12,5,0,0,0,0.0,2,0,2,0.75
2017-05-13,65056,B,2,21,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-13,65062,B,3,12,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-13,65933,T,4,24,1,4,0,0,0,0,0.0,3,0,0,0.0
2017-05-13,79191,B,1,8,0,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,79358,T,6,35,1,10,5,3,0,0,1.0,1,0,1,0.5
2017-05-13,60559,B,3,10,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-13,63248,T,15,91,2,18,4,1,0,0,0.0,5,0,0,0.0
2017-05-13,63512,B,12,61,2,16,4,2,0,1,0.0,5,0,2,0.5
2017-05-13,65546,B,9,85,4,17,9,2,0,1,1.0,1,0,7,2.3333333333333335
2017-05-13,67591,B,3,13,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,73248,T,3,12,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-13,77211,T,5,17,0,5,1,0,0,0,0.0,1,0,0,0.0
2017-05-13,78247,T,4,32,4,5,1,0,0,0,0.0,0,0,4,3.0
2017-05-13,60146,B,6,21,0,8,2,0,0,0,0.0,1,0,0,0.0
2017-05-13,61365,B,13,66,1,19,7,1,0,0,1.0,2,0,5,1.153846153846154
2017-05-13,63342,T,15,90,2,21,6,3,0,2,1.0,5,0,4,0.8
2017-05-13,67467,B,3,13,0,4,2,0,0,0,0.0,1,0,0,0.0
2017-05-13,74359,T,3,13,0,3,1,0,0,0,0.0,1,0,0,0.0
2017-05-13,75342,T,3,17,0,3,0,0,0,0,0.0,1,0,0,0.0
2017-05-13,76350,T,3,10,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-13,76430,T,3,10,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-13,99445,B,5,28,1,5,1,1,0,0,0.0,2,0,0,0.0
2017-05-14,60140,B,2,9,0,2,0,0,0,0,0.0,2,0,0,0.0
2017-05-14,60181,B,3,10,0,4,1,1,0,0,0.0,0,0,0,0.0
2017-05-14,61101,B,18,95,2,21,6,0,0,0,0.0,3,0,1,0.16666666666666666
2017-05-14,72447,T,4,27,1,5,1,0,0,0,0.0,1,0,0,0.0
2017-05-14,73750,T,15,78,1,20,6,1,1,0,0.0,3,0,2,0.4
2017-05-14,74167,T,2,4,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-14,74731,T,3,17,0,5,2,0,1,1,0.0,1,0,2,2.0
2017-05-14,76650,B,1,1,0,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-14,78148,B,3,22,0,5,2,0,0,0,0.0,0,0,0,0.0
2017-05-14,60845,B,9,44,1,9,1,0,0,1,0.0,1,0,1,0.3333333333333333
2017-05-14,62637,T,0,1,0,1,1,0,0,1,0.0,0,0,1,0.0
2017-05-14,62648,T,2,22,1,2,1,0,0,0,0.0,0,0,0,0.0
2017-05-14,66859,B,6,24,0,7,2,0,0,0,0.0,1,0,0,0.0
2017-05-14,72523,T,1,6,0,1,0,0,0,0,0.0,1,0,0,0.0
2017-05-14,77637,T,21,94,2,26,8,0,0,1,0.0,5,0,3,0.42857142857142855
2017-05-14,79847,B,12,71,4,15,3,1,0,0,0.0,2,0,2,0.5
2017-05-14,60263,T,15,86,1,24,7,2,0,0,1.0,7,1,4,0.8
2017-05-14,64017,B,3,20,1,4,1,0,0,0,0.0,2,0,0,0.0
2017-05-14,65058,B,15,70,1,19,6,0,0,0,1.0,2,0,2,0.4
2017-05-14,65064,T,6,40,3,8,2,0,0,0,0.0,1,1,2,1.0
2017-05-14,75149,B,3,12,0,3,0,0,0,0,0.0,0,0,0,0.0
2017-05-14,77563,B,3,6,0,3,1,0,0,0,0.0,0,0,0,0.0
2017-05-14,79191,B,3,23,0,6,3,1,1,1,0.0,1,0,3,3.0
2017-05-14,79358,T,3,15,0,4,1,0,0,0,0.0,0,0,0,0.0
2017-05-14,64596,B,7,65,3,12,7,1,0,1,0.0,1,0,5,2.142857142857143
2017-05-14,67266,T,3,7,1,2,0,0,0,0,0.0,1,0,0,0.0
2017-05-14,67559,B,4,59,5,9,5,1,0,1,0.0,1,0,6,4.5
2017-05-14,67591,B,10,59,2,13,3,1,1,0,0.0,1,0,3,0.8999999999999999
2017-05-14,76540,B,6,36,1,8,2,1,0,0,0.0,2,0,1,0.5
2017-05-14,77263,T,3,22,0,6,3,0,0,0,0.0,1,0,1,1.0
2017-05-14,79229,T,21,100,3,26,5,2,0,0,0.0,5,0,0,0.0
2017-05-14,61411,B,5,24,0,6,1,0,0,1,0.0,4,0,1,0.6
2017-05-14,62363,T,24,99,1,29,7,4,0,0,0.0,4,0,3,0.375
2017-05-14,66492,B,7,37,1,7,1,0,0,0,0.0,2,0,0,0.0
2017-05-14,67421,B,13,92,2,19,6,1,0,0,1.0,5,0,3,0.6923076923076924
2017-05-14,75342,T,3,17,0,5,2,0,0,1,0.0,1,0,1,1.0
2017-05-14,77927,B,2,16,1,2,0,0,0,0,0.0,0,0,0,0.0
2017-05-16,65320,B,24,94,1,26,4,0,0,0,0.0,8,0,0,0.0
2017-05-16,65769,T,2,11,2,1,0,0,0,0,0.0,0,0,0,0.0
2017-05-16,67742,T,18,104,2,24,9,3,0,1,0.25,5,0,2,0.3333333333333333
2017-05-16,73738,T,3,16,1,4,1,1,0,0,0.0,0,0,0,0.0
2017-05-16,74857,T,1,3,0,1,0,0,0,0,0.0,1,0,0,0.0
2017-05-16,75342,B,3,12,0,3,0,0,0,0,0.0,1,0,0,0.0
