GDAY_DS,P_ID,TB_SC,PA-AB,AB,RUN,RBI,HIT,SH+SF,KK,AVG,SB_trial
2016-06-18,76100,B,1,3,1,0,2,0,0,0.6666666666666666,0
2016-06-18,78217,B,0,1,1,0,0,0,1,0.0,1
2016-06-18,78629,T,0,4,0,0,0,0,0,0.0,0
2016-06-18,78643,T,0,1,0,0,0,0,1,0.0,0
2016-06-18,79113,B,2,3,2,1,2,2,0,0.6666666666666666,2
2016-06-18,79150,B,1,3,2,0,1,0,0,0.3333333333333333,0
2016-06-18,79192,B,0,4,0,1,3,0,1,0.75,1
2016-06-18,99606,B,0,4,0,2,2,0,2,0.5,0
2016-06-18,60343,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,62265,B,0,1,0,0,1,0,0,1.0,0
2016-06-18,62907,T,1,2,1,0,0,0,2,0.0,1
2016-06-18,62934,T,0,5,0,0,0,0,0,0.0,0
2016-06-18,62947,T,0,5,2,4,4,0,1,0.8,1
2016-06-18,63088,B,0,1,0,0,0,0,0,0.0,0
2016-06-18,63920,T,0,0,0,0,0,0,0,0.0,0
2016-06-18,64004,B,0,1,0,0,0,0,0,0.0,0
2016-06-18,65005,B,0,4,0,1,1,0,1,0.25,0
2016-06-18,70553,B,0,3,0,0,0,0,0,0.0,0
2016-06-18,70646,B,0,4,0,0,0,0,2,0.0,0
2016-06-18,73113,B,1,3,0,0,0,0,1,0.0,0
2016-06-18,73153,B,0,5,2,1,2,0,1,0.4,0
2016-06-18,73213,T,0,5,0,0,2,0,1,0.4,0
2016-06-18,73306,T,0,5,1,0,1,0,0,0.2,0
2016-06-18,73339,T,1,4,2,0,2,0,1,0.5,0
2016-06-18,74223,T,0,4,1,0,1,0,1,0.25,0
2016-06-18,74339,B,0,5,1,0,1,0,0,0.2,0
2016-06-18,74465,T,0,5,0,1,3,0,1,0.6,0
2016-06-18,75441,T,1,4,0,1,1,1,3,0.25,0
2016-06-18,77609,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,78361,B,0,4,0,1,2,0,0,0.5,0
2016-06-18,79364,B,1,2,0,0,0,0,1,0.0,0
2016-06-18,79453,B,1,3,0,0,1,0,0,0.3333333333333333,0
2016-06-18,94629,T,0,2,0,1,2,0,0,1.0,1
2016-06-18,60456,B,0,4,0,0,2,0,2,0.5,0
2016-06-18,61208,T,0,0,0,0,0,0,0,0.0,1
2016-06-18,61463,B,1,3,1,0,0,0,0,0.0,0
2016-06-18,62234,T,0,0,0,0,0,0,0,0.0,0
2016-06-18,62244,T,1,3,0,0,1,0,1,0.3333333333333333,0
2016-06-18,62415,B,0,5,1,1,1,0,1,0.2,0
2016-06-18,63440,B,0,1,1,0,1,0,0,1.0,0
2016-06-18,64493,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,64499,B,0,2,0,0,0,0,0,0.0,0
2016-06-18,66244,T,1,3,1,0,0,0,0,0.0,0
2016-06-18,71432,B,0,4,0,0,0,0,1,0.0,0
2016-06-18,72443,B,0,4,0,0,1,0,0,0.25,0
2016-06-18,74158,B,0,1,0,0,1,0,0,1.0,0
2016-06-18,74206,T,2,3,0,0,0,0,1,0.0,0
2016-06-18,76267,T,0,1,0,0,0,0,0,0.0,0
2016-06-18,77248,T,0,5,1,2,1,0,1,0.2,0
2016-06-18,78224,T,2,3,1,0,2,0,0,0.6666666666666666,0
2016-06-18,78467,B,0,1,0,0,0,0,1,0.0,0
2016-06-18,79215,T,0,5,1,1,3,0,1,0.6,1
2016-06-18,79231,T,1,4,0,0,0,1,1,0.0,0
2016-06-18,79240,T,0,5,2,1,2,0,0,0.4,0
2016-06-18,79290,T,0,4,0,2,2,0,0,0.5,0
2016-06-18,79402,B,0,1,0,0,0,0,0,0.0,0
2016-06-18,79456,B,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-18,79465,B,2,3,1,0,0,0,0,0.0,0
2016-06-18,95436,B,1,4,1,2,2,0,0,0.5,0
2016-06-18,60523,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,62558,B,0,1,0,0,0,0,0,0.0,0
2016-06-18,62559,B,0,3,0,0,2,0,0,0.6666666666666666,0
2016-06-18,65523,B,0,4,0,0,2,0,1,0.5,0
2016-06-18,66805,T,0,5,1,0,1,0,3,0.2,0
2016-06-18,71552,B,0,4,0,0,2,0,0,0.5,0
2016-06-18,71562,B,0,1,0,0,0,0,0,0.0,0
2016-06-18,71837,T,0,5,1,2,1,0,0,0.2,0
2016-06-18,71857,T,0,4,0,0,2,0,1,0.5,1
2016-06-18,72546,B,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-18,74540,B,0,3,0,0,0,0,1,0.0,0
2016-06-18,75151,T,0,4,0,0,2,0,0,0.5,0
2016-06-18,75847,T,0,4,0,0,0,0,3,0.0,0
2016-06-18,76158,T,0,4,1,1,1,0,1,0.25,0
2016-06-18,76313,B,0,4,0,0,0,0,1,0.0,0
2016-06-18,76435,B,0,2,0,0,0,0,0,0.0,0
2016-06-18,76509,B,0,4,0,0,1,0,0,0.25,0
2016-06-18,76536,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,76802,T,1,3,0,0,0,0,0,0.0,0
2016-06-18,76812,T,0,4,1,1,2,0,1,0.5,0
2016-06-18,76849,T,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-18,76869,T,0,2,0,0,0,0,2,0.0,0
2016-06-18,77532,B,0,4,0,0,0,0,1,0.0,0
2016-06-18,61353,T,0,4,1,1,1,0,1,0.25,0
2016-06-18,61700,B,1,3,0,1,1,1,1,0.3333333333333333,0
2016-06-18,62332,T,0,3,0,0,0,0,1,0.0,0
2016-06-18,62353,T,1,4,0,0,0,1,2,0.0,0
2016-06-18,62797,B,0,4,1,0,1,0,1,0.25,0
2016-06-18,63700,B,0,4,0,0,0,0,1,0.0,0
2016-06-18,64300,T,1,4,2,2,1,0,2,0.25,0
2016-06-18,65707,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,66306,T,1,4,1,1,1,0,1,0.25,0
2016-06-18,66354,T,0,1,0,0,0,0,1,0.0,0
2016-06-18,66740,B,0,5,0,1,1,0,0,0.2,0
2016-06-18,71752,B,1,4,0,1,1,0,1,0.25,0
2016-06-18,73136,B,0,1,0,0,0,0,1,0.0,0
2016-06-18,73342,T,0,1,1,1,1,0,0,1.0,0
2016-06-18,73602,B,1,1,0,0,0,0,0,0.0,0
2016-06-18,74163,B,0,5,2,1,2,0,0,0.4,0
2016-06-18,74215,T,1,4,2,1,2,0,0,0.5,1
2016-06-18,75808,B,0,5,1,0,2,0,0,0.4,0
2016-06-18,76368,T,1,1,1,0,0,0,0,0.0,1
2016-06-18,76753,B,1,4,2,2,3,0,0,0.75,0
2016-06-18,77463,T,0,1,0,0,1,0,0,1.0,0
2016-06-18,77564,T,1,4,0,2,2,1,1,0.5,0
2016-06-18,78168,T,0,6,2,1,2,0,0,0.3333333333333333,0
2016-06-18,79300,T,0,1,1,0,0,0,0,0.0,0
2016-06-18,79334,T,0,3,0,0,2,0,1,0.6666666666666666,0
2016-06-18,95158,B,0,0,0,0,0,0,0,0.0,0
2016-06-18,98144,B,0,1,0,0,0,0,1,0.0,0
2016-06-19,61186,B,0,1,0,0,0,0,0,0.0,0
2016-06-19,61891,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,63123,B,0,1,0,0,0,0,0,0.0,0
2016-06-19,63634,T,1,3,0,0,1,0,1,0.3333333333333333,0
2016-06-19,63636,T,2,3,1,2,1,1,0,0.3333333333333333,0
2016-06-19,64115,B,0,2,0,0,0,0,0,0.0,0
2016-06-19,64646,T,0,0,0,0,0,0,0,0.0,0
2016-06-19,64699,T,1,4,2,1,1,0,1,0.25,0
2016-06-19,65103,B,1,4,1,0,1,0,1,0.25,0
2016-06-19,65653,T,0,5,1,1,1,0,2,0.2,0
2016-06-19,70410,T,1,4,1,1,2,0,0,0.5,1
2016-06-19,70756,T,1,4,0,0,0,0,1,0.0,0
2016-06-19,71842,B,0,4,1,1,3,0,0,0.75,0
2016-06-19,72456,B,0,4,0,1,1,0,0,0.25,0
2016-06-19,72559,T,1,4,1,0,2,0,0,0.5,0
2016-06-19,73606,T,0,5,2,4,2,0,0,0.4,0
2016-06-19,74605,T,0,5,1,0,2,0,0,0.4,0
2016-06-19,76100,B,0,5,0,0,2,0,1,0.4,0
2016-06-19,77648,T,0,1,0,0,1,0,0,1.0,0
2016-06-19,78217,B,0,3,1,2,1,0,1,0.3333333333333333,0
2016-06-19,78643,T,0,1,0,0,0,0,0,0.0,0
2016-06-19,79113,B,0,5,0,1,2,0,0,0.4,0
2016-06-19,79150,B,1,4,0,0,0,0,2,0.0,0
2016-06-19,79192,B,1,4,2,0,3,0,0,0.75,0
2016-06-19,99606,B,0,2,0,0,0,0,0,0.0,0
2016-06-19,60343,B,0,1,0,0,0,0,0,0.0,0
2016-06-19,62265,B,1,2,1,0,0,0,0,0.0,0
2016-06-19,62907,T,2,4,4,0,3,1,0,0.75,0
2016-06-19,62908,T,0,1,0,0,0,0,0,0.0,0
2016-06-19,62934,T,0,6,0,0,2,0,1,0.3333333333333333,0
2016-06-19,62947,T,0,6,2,5,2,0,3,0.3333333333333333,0
2016-06-19,63088,B,0,1,0,0,0,0,0,0.0,0
2016-06-19,63920,T,2,5,3,0,3,0,0,0.6,0
2016-06-19,64004,B,0,1,0,0,0,0,0,0.0,0
2016-06-19,64006,B,0,1,0,0,1,0,0,1.0,0
2016-06-19,64914,T,1,4,3,5,3,0,0,0.75,0
2016-06-19,65005,B,2,3,1,4,3,1,0,1.0,0
2016-06-19,65058,B,0,1,0,0,0,0,1,0.0,0
2016-06-19,70553,B,0,2,0,0,2,0,0,1.0,0
2016-06-19,70646,B,0,4,0,1,2,0,1,0.5,0
2016-06-19,73113,B,0,4,0,0,0,0,1,0.0,0
2016-06-19,73153,B,0,5,1,0,2,0,0,0.4,1
2016-06-19,73213,T,1,4,0,0,3,0,0,0.75,0
2016-06-19,73306,T,1,1,0,1,1,0,0,1.0,0
2016-06-19,74223,T,0,2,0,0,0,0,0,0.0,0
2016-06-19,74339,B,1,2,1,1,1,0,0,0.5,0
2016-06-19,74465,T,0,4,1,2,3,0,1,0.75,0
2016-06-19,75441,T,0,1,0,0,0,0,0,0.0,0
2016-06-19,77454,T,0,1,1,0,0,0,0,0.0,0
2016-06-19,77609,B,0,2,0,0,0,0,1,0.0,0
2016-06-19,78122,T,1,2,0,0,0,0,0,0.0,0
2016-06-19,78361,B,1,4,3,1,2,0,0,0.5,0
2016-06-19,79364,B,0,2,0,0,0,0,1,0.0,0
2016-06-19,79453,B,0,2,0,0,1,0,0,0.5,0
2016-06-19,94629,T,0,6,1,2,2,0,1,0.3333333333333333,0
2016-06-19,60456,B,0,4,0,0,2,0,1,0.5,0
2016-06-19,61208,T,1,1,0,0,0,0,0,0.0,0
2016-06-19,61463,B,0,4,0,0,1,0,0,0.25,0
2016-06-19,62234,T,0,0,0,0,0,0,0,0.0,0
2016-06-19,62244,T,0,4,0,0,1,0,1,0.25,0
2016-06-19,62415,B,1,4,0,0,0,0,1,0.0,0
2016-06-19,63440,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,64499,B,0,4,0,0,1,0,1,0.25,0
2016-06-19,66244,T,1,3,0,0,0,0,2,0.0,0
2016-06-19,71432,B,1,3,0,0,1,0,0,0.3333333333333333,0
2016-06-19,72443,B,0,1,0,0,0,0,1,0.0,0
2016-06-19,74158,B,0,1,0,0,0,0,1,0.0,0
2016-06-19,74206,T,1,3,1,0,1,0,1,0.3333333333333333,1
2016-06-19,76249,T,0,4,0,0,0,0,2,0.0,0
2016-06-19,76267,T,0,4,1,0,1,0,0,0.25,0
2016-06-19,77248,T,1,3,0,2,1,0,1,0.3333333333333333,0
2016-06-19,78224,T,1,3,1,0,1,0,2,0.3333333333333333,1
2016-06-19,78467,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,79215,T,0,3,0,0,0,0,0,0.0,0
2016-06-19,79231,T,0,0,0,0,0,0,0,0.0,0
2016-06-19,79240,T,0,4,0,0,0,0,0,0.0,0
2016-06-19,79402,B,0,3,0,0,0,0,0,0.0,0
2016-06-19,79456,B,0,3,0,0,0,0,1,0.0,0
2016-06-19,79465,B,0,5,0,0,3,0,0,0.6,0
2016-06-19,95436,B,1,3,1,1,1,0,0,0.3333333333333333,0
2016-06-19,60523,B,1,3,0,2,1,0,0,0.3333333333333333,0
2016-06-19,62864,T,0,1,0,0,1,0,0,1.0,0
2016-06-19,62893,T,0,1,0,0,0,0,1,0.0,0
2016-06-19,65464,T,0,0,0,0,0,0,0,0.0,0
2016-06-19,65523,B,0,5,1,0,2,0,1,0.4,1
2016-06-19,66805,T,0,4,0,0,2,0,0,0.5,1
2016-06-19,71562,B,0,5,2,2,2,0,0,0.4,0
2016-06-19,71565,B,1,3,1,0,0,0,1,0.0,0
2016-06-19,71837,T,0,4,0,0,0,0,1,0.0,0
2016-06-19,71857,T,0,3,0,0,0,0,1,0.0,0
2016-06-19,72546,B,2,2,0,1,0,0,0,0.0,0
2016-06-19,74540,B,1,3,0,0,1,0,1,0.3333333333333333,0
2016-06-19,75151,T,1,3,1,2,1,0,1,0.3333333333333333,0
2016-06-19,75847,T,1,3,0,0,0,0,0,0.0,0
2016-06-19,76158,T,1,3,1,1,1,0,0,0.3333333333333333,0
2016-06-19,76313,B,0,5,2,4,3,0,0,0.6,0
2016-06-19,76435,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,76509,B,2,3,3,0,1,0,1,0.3333333333333333,0
2016-06-19,76536,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,76802,T,0,3,0,0,1,0,1,0.3333333333333333,0
2016-06-19,76812,T,0,3,0,0,0,0,0,0.0,0
2016-06-19,76849,T,0,2,1,0,1,0,0,0.5,0
2016-06-19,76869,T,0,2,0,0,0,0,2,0.0,0
2016-06-19,77532,B,0,5,1,0,1,0,1,0.2,0
2016-06-19,77869,T,0,1,0,0,0,0,0,0.0,0
2016-06-19,61353,T,0,5,2,3,2,0,0,0.4,2
2016-06-19,61700,B,0,2,0,0,0,0,0,0.0,0
2016-06-19,62332,T,0,5,1,0,2,0,0,0.4,0
2016-06-19,62797,B,0,4,0,0,0,0,0,0.0,0
2016-06-19,63700,B,0,3,0,0,0,0,0,0.0,0
2016-06-19,64300,T,0,5,2,2,3,0,0,0.6,1
2016-06-19,64717,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,66306,T,1,4,1,0,1,0,1,0.25,0
2016-06-19,66740,B,0,4,1,2,2,0,0,0.5,0
2016-06-19,71347,B,0,1,0,1,0,0,0,0.0,0
2016-06-19,71752,B,0,4,0,1,1,0,0,0.25,0
2016-06-19,73136,B,0,1,1,0,1,0,0,1.0,0
2016-06-19,73342,T,0,4,1,1,1,0,1,0.25,0
2016-06-19,73602,B,0,4,0,0,1,0,1,0.25,0
2016-06-19,74163,B,1,4,2,0,2,0,0,0.5,0
2016-06-19,74215,T,1,4,1,2,1,0,0,0.25,0
2016-06-19,74756,B,0,0,0,0,0,0,0,0.0,0
2016-06-19,75808,B,2,3,2,0,1,0,1,0.3333333333333333,1
2016-06-19,76368,T,0,1,0,0,0,0,1,0.0,0
2016-06-19,76753,B,0,4,0,2,1,0,0,0.25,0
2016-06-19,77564,T,0,5,0,0,1,0,0,0.2,0
2016-06-19,78168,T,2,3,2,1,1,0,0,0.3333333333333333,2
2016-06-19,79300,T,1,2,0,0,1,0,0,0.5,0
2016-06-19,79334,T,1,1,1,0,0,0,1,0.0,0
2016-06-19,95158,B,0,1,0,0,0,0,0,0.0,0
2016-06-21,61700,T,1,3,0,0,0,1,2,0.0,0
2016-06-21,62797,T,0,4,1,0,1,0,1,0.25,0
2016-06-21,62907,B,0,3,0,0,1,0,1,0.3333333333333333,0
2016-06-21,62934,B,0,1,0,0,0,0,1,0.0,0
2016-06-21,62947,B,0,4,0,0,0,0,1,0.0,0
2016-06-21,63700,T,1,3,1,2,1,0,1,0.3333333333333333,0
2016-06-21,63920,B,1,2,0,0,1,0,0,0.5,1
2016-06-21,64914,B,0,4,1,1,1,0,2,0.25,0
2016-06-21,66740,T,0,5,0,0,0,0,1,0.0,0
2016-06-21,71752,T,0,5,1,1,3,0,0,0.6,0
2016-06-21,73213,B,1,3,0,0,0,0,0,0.0,0
2016-06-21,73306,B,0,1,0,0,0,0,0,0.0,0
2016-06-21,73339,B,2,2,0,1,0,1,0,0.0,0
2016-06-21,73602,T,0,4,0,0,0,0,1,0.0,0
2016-06-21,74163,T,2,3,2,1,2,0,0,0.6666666666666666,0
2016-06-21,74223,B,0,1,0,0,0,0,0,0.0,0
2016-06-21,74465,B,1,3,0,0,0,0,1,0.0,0
2016-06-21,75808,T,1,4,2,1,2,0,0,0.5,1
2016-06-21,76753,T,0,5,1,3,2,0,0,0.4,0
2016-06-21,77454,B,0,0,1,0,0,0,0,0.0,0
2016-06-21,78122,B,0,2,0,0,1,0,0,0.5,0
2016-06-21,94629,B,0,4,0,0,0,0,2,0.0,0
2016-06-21,95158,T,0,0,0,0,0,0,0,0.0,0
2016-06-21,60343,T,0,1,0,0,0,0,0,0.0,0
2016-06-21,61208,B,0,0,0,0,0,0,0,0.0,0
2016-06-21,62234,B,0,1,0,0,0,0,1,0.0,0
2016-06-21,62244,B,0,4,1,2,1,0,0,0.25,0
2016-06-21,62265,T,0,1,0,0,0,0,0,0.0,0
2016-06-21,63088,T,0,1,0,0,1,0,0,1.0,0
2016-06-21,64213,B,0,1,0,0,0,0,0,0.0,0
2016-06-21,65005,T,0,3,0,0,0,0,0,0.0,0
2016-06-21,66244,B,0,4,1,5,2,0,0,0.5,0
2016-06-21,70553,T,0,2,0,0,0,0,2,0.0,0
2016-06-21,70646,T,0,3,1,1,1,0,1,0.3333333333333333,0
2016-06-21,73113,T,0,2,0,0,0,0,1,0.0,0
2016-06-21,73153,T,0,3,0,0,0,0,2,0.0,0
2016-06-21,74206,B,1,3,1,0,1,0,0,0.3333333333333333,0
2016-06-21,74339,T,0,3,0,0,0,0,0,0.0,0
2016-06-21,76232,B,1,0,0,0,0,0,0,0.0,0
2016-06-21,76249,B,0,5,1,0,3,0,2,0.6,0
2016-06-21,76267,B,0,0,0,0,0,0,0,0.0,0
2016-06-21,77248,B,0,4,0,0,1,0,1,0.25,0
2016-06-21,77609,T,0,1,0,0,1,0,0,1.0,0
2016-06-21,78224,B,3,2,1,1,0,1,1,0.0,0
2016-06-21,78361,T,0,2,0,0,0,0,0,0.0,0
2016-06-21,79215,B,0,5,2,1,2,0,0,0.4,1
2016-06-21,79231,B,1,4,3,1,1,0,1,0.25,1
2016-06-21,79240,B,0,5,1,2,4,0,0,0.8,0
2016-06-21,79290,B,0,1,1,0,1,0,0,1.0,0
2016-06-21,79364,T,0,2,0,0,0,0,1,0.0,0
2016-06-21,79453,T,0,2,0,0,0,0,0,0.0,0
2016-06-21,99810,T,0,4,0,0,0,0,0,0.0,0
2016-06-21,61186,T,0,3,0,0,0,0,1,0.0,0
2016-06-21,62893,B,0,1,0,0,1,0,0,1.0,0
2016-06-21,65103,T,0,5,0,0,0,0,3,0.0,0
2016-06-21,66805,B,0,5,0,1,2,0,1,0.4,0
2016-06-21,71837,B,1,2,2,2,1,0,0,0.5,0
2016-06-21,71842,T,0,4,1,0,1,0,1,0.25,0
2016-06-21,71857,B,0,4,0,0,0,0,0,0.0,1
2016-06-21,72133,T,0,5,2,2,2,0,0,0.4,0
2016-06-21,72456,T,0,4,0,1,2,0,0,0.5,0
2016-06-21,75151,B,0,5,1,2,2,0,1,0.4,0
2016-06-21,75847,B,2,2,1,0,1,0,0,0.5,0
2016-06-21,76100,T,0,5,0,0,0,0,3,0.0,0
2016-06-21,76158,B,2,3,0,0,0,0,1,0.0,0
2016-06-21,76802,B,0,4,0,0,0,0,1,0.0,0
2016-06-21,76812,B,0,4,0,0,0,0,2,0.0,0
2016-06-21,76849,B,0,2,0,0,0,0,0,0.0,1
2016-06-21,76869,B,1,3,1,0,1,0,1,0.3333333333333333,1
2016-06-21,78217,T,0,0,0,0,0,0,0,0.0,0
2016-06-21,79113,T,0,2,1,0,1,0,1,0.5,0
2016-06-21,79192,T,0,5,1,3,3,0,1,0.6,0
2016-06-21,79198,T,1,3,2,0,1,1,0,0.3333333333333333,0
2016-06-21,99606,T,1,4,2,2,3,0,0,0.75,0
2016-06-21,60523,T,0,4,1,1,1,0,1,0.25,0
2016-06-21,62559,T,0,4,0,0,0,0,3,0.0,0
2016-06-21,63634,B,1,3,0,0,0,0,1,0.0,0
2016-06-21,63636,B,0,2,0,0,0,0,1,0.0,0
2016-06-21,64646,B,0,2,0,0,0,0,0,0.0,0
2016-06-21,64699,B,1,4,1,1,2,0,0,0.5,0
2016-06-21,65523,T,1,3,0,1,1,1,2,0.3333333333333333,1
2016-06-21,65653,B,1,4,1,0,1,1,0,0.25,0
2016-06-21,70410,B,0,5,2,2,3,0,1,0.6,0
2016-06-21,70756,B,2,3,2,2,2,0,0,0.6666666666666666,0
2016-06-21,71562,T,0,4,1,0,1,0,0,0.25,0
2016-06-21,72546,T,1,3,2,0,2,0,0,0.6666666666666666,0
2016-06-21,72559,B,2,3,3,0,2,0,0,0.6666666666666666,0
2016-06-21,73606,B,0,5,0,0,1,0,0,0.2,0
2016-06-21,74540,T,0,4,1,0,2,0,2,0.5,0
2016-06-21,74605,B,0,1,0,0,0,0,0,0.0,0
2016-06-21,76313,T,1,4,0,0,0,0,0,0.0,0
2016-06-21,76509,T,1,4,0,0,1,0,2,0.25,1
2016-06-21,77532,T,0,5,1,4,2,0,1,0.4,0
2016-06-21,78629,B,2,3,0,3,2,0,0,0.6666666666666666,0
2016-06-21,60456,T,0,4,1,3,1,0,0,0.25,0
2016-06-21,61353,B,0,5,3,1,3,0,0,0.6,1
2016-06-21,61463,T,0,4,0,0,0,0,1,0.0,0
2016-06-21,62353,B,0,0,1,0,0,0,0,0.0,0
2016-06-21,62415,T,1,4,0,1,0,0,1,0.0,0
2016-06-21,64300,B,1,4,3,2,2,0,1,0.5,1
2016-06-21,64499,T,0,0,0,0,0,0,0,0.0,0
2016-06-21,66306,B,1,4,1,1,3,0,0,0.75,1
2016-06-21,71432,T,0,4,1,1,2,0,1,0.5,0
2016-06-21,72443,T,1,3,2,2,1,0,0,0.3333333333333333,0
2016-06-21,73342,B,0,4,0,1,1,0,1,0.25,1
2016-06-21,74158,T,0,1,0,0,0,0,0,0.0,0
2016-06-21,74215,B,1,4,1,2,2,0,0,0.5,0
2016-06-21,74402,T,0,0,0,0,0,0,0,0.0,0
2016-06-21,76368,B,0,1,0,1,1,0,0,1.0,1
2016-06-21,77463,B,1,2,0,0,0,0,0,0.0,0
2016-06-21,77564,B,0,5,2,4,4,0,0,0.8,1
2016-06-21,78168,B,0,5,1,0,2,0,0,0.4,2
2016-06-21,78467,T,0,0,0,0,0,0,0,0.0,1
2016-06-21,79334,B,0,2,0,0,0,0,2,0.0,0
2016-06-21,79365,B,0,5,0,0,0,0,1,0.0,0
2016-06-21,79402,T,0,3,1,0,1,0,0,0.3333333333333333,0
2016-06-21,79456,T,0,4,1,0,2,0,0,0.5,0
2016-06-21,79465,T,0,5,0,0,1,0,1,0.2,0
2016-06-21,95436,T,0,4,2,0,2,0,0,0.5,0
2016-06-22,60845,B,0,0,0,0,0,0,0,0.0,0
2016-06-22,61186,T,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-22,62164,T,0,1,0,0,0,0,1,0.0,0
2016-06-22,62864,B,0,1,0,0,0,0,0,0.0,0
2016-06-22,62893,B,0,1,0,0,0,0,0,0.0,0
2016-06-22,64100,T,0,1,0,0,0,0,1,0.0,0
2016-06-22,64115,T,0,1,0,0,0,0,0,0.0,0
2016-06-22,65103,T,0,4,1,0,1,0,0,0.25,0
2016-06-22,66805,B,0,4,0,2,2,0,0,0.5,0
2016-06-22,71837,B,0,5,1,0,1,0,1,0.2,0
2016-06-22,71842,T,1,2,0,0,0,0,0,0.0,0
2016-06-22,71857,B,0,0,0,0,0,0,0,0.0,1
2016-06-22,72133,T,0,4,0,0,0,0,0,0.0,0
2016-06-22,72456,T,0,3,0,0,0,0,0,0.0,0
2016-06-22,73209,B,0,1,1,0,1,0,0,1.0,0
2016-06-22,74846,B,0,4,1,0,1,0,0,0.25,0
2016-06-22,75151,B,1,3,1,1,1,0,1,0.3333333333333333,0
2016-06-22,75847,B,0,4,2,0,2,0,0,0.5,0
2016-06-22,76100,T,1,2,0,0,0,0,0,0.0,0
2016-06-22,76158,B,0,4,1,1,1,0,2,0.25,0
2016-06-22,76802,B,0,3,1,3,1,0,0,0.3333333333333333,0
2016-06-22,76812,B,1,3,2,3,1,0,1,0.3333333333333333,0
2016-06-22,76849,B,0,1,0,0,1,0,0,1.0,0
2016-06-22,76869,B,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-22,78217,T,0,1,0,0,0,0,1,0.0,0
2016-06-22,79113,T,0,0,0,0,0,0,0,0.0,0
2016-06-22,79150,T,0,1,0,0,0,0,0,0.0,0
2016-06-22,79192,T,0,4,0,2,3,0,0,0.75,0
2016-06-22,79198,T,0,2,0,0,0,0,1,0.0,0
2016-06-22,99606,T,0,4,1,0,1,0,0,0.25,0
2016-06-22,60523,T,2,2,3,0,2,0,0,1.0,0
2016-06-22,60636,B,0,0,0,0,0,0,0,0.0,0
2016-06-22,62558,T,1,1,0,0,0,0,1,0.0,0
2016-06-22,62559,T,1,1,0,0,0,1,0,0.0,0
2016-06-22,62668,B,0,1,0,0,0,0,0,0.0,0
2016-06-22,63634,B,0,3,1,0,1,0,0,0.3333333333333333,0
2016-06-22,63636,B,0,1,0,0,0,0,0,0.0,0
2016-06-22,64646,B,0,1,0,0,0,0,1,0.0,0
2016-06-22,64699,B,1,3,1,0,0,0,2,0.0,0
2016-06-22,65506,T,1,1,1,0,0,0,0,0.0,0
2016-06-22,65523,T,0,7,3,2,4,0,2,0.5714285714285714,0
2016-06-22,65653,B,0,5,0,1,2,0,1,0.4,0
2016-06-22,70410,B,0,3,1,0,0,0,0,0.0,0
2016-06-22,70756,B,0,3,0,0,0,0,1,0.0,0
2016-06-22,71562,T,0,5,0,2,3,0,0,0.6,0
2016-06-22,71565,T,1,1,1,1,0,0,0,0.0,0
2016-06-22,72546,T,1,5,2,3,4,1,0,0.8,0
2016-06-22,72559,B,0,5,1,1,2,0,1,0.4,0
2016-06-22,73606,B,0,3,1,0,1,0,1,0.3333333333333333,0
2016-06-22,74540,T,0,5,1,1,3,0,0,0.6,0
2016-06-22,74605,B,0,3,0,2,2,0,1,0.6666666666666666,0
2016-06-22,76313,T,0,7,2,4,3,0,0,0.42857142857142855,0
2016-06-22,76435,T,0,2,1,0,2,0,0,1.0,0
2016-06-22,76509,T,1,4,1,2,2,0,1,0.5,0
2016-06-22,76536,T,0,6,2,2,2,0,0,0.3333333333333333,0
2016-06-22,77532,T,0,5,1,1,1,0,1,0.2,0
2016-06-22,77648,B,0,1,0,0,0,0,0,0.0,0
2016-06-22,78629,B,1,0,0,0,0,0,0,0.0,0
2016-06-22,78643,B,0,4,0,0,0,0,0,0.0,0
2016-06-22,60456,T,0,4,0,0,0,0,1,0.0,0
2016-06-22,61353,B,0,4,0,0,0,0,1,0.0,0
2016-06-22,61463,T,0,3,0,0,0,0,1,0.0,0
2016-06-22,62353,B,0,3,0,0,1,0,0,0.3333333333333333,0
2016-06-22,62415,T,1,3,0,0,1,0,1,0.3333333333333333,1
2016-06-22,64300,B,0,4,0,0,1,0,0,0.25,1
2016-06-22,64493,T,0,3,0,0,0,0,1,0.0,0
2016-06-22,64499,T,0,3,0,0,0,0,0,0.0,0
2016-06-22,66306,B,0,4,0,0,0,0,0,0.0,0
